smiles,logS,weight
C=CC(C)(O)CCC=C(C)C,-1.99,1
C=CC(C)C,-2.73,1
C=CC(O)CCC,-0.59,1
C=CC1(C)OC(=O)N(c2cc(Cl)cc(Cl)c2)C1=O,-4.925,1
C=CC=C,-1.87,1
C=CC=O,0.57,1
C=CCC,-1.94,1
C=CCC1(C(C)C)C(=O)NC(=O)NC1=O,-1.708,1
C=CCC1(C(C)CC)C(=O)NC(=O)NC1=O,-2.016,1
C=CCC1(C(C)CCC)C(=O)NC(=O)NC1=O,-2.356,1
C=CCC1(C(C)CCC)C(=O)NC(=S)NC1=O,-3.46,1
C=CCC1(C)C(=O)NC(=O)NC1=O,-1.16,1
C=CCC1(CC)C(=O)NC(=O)NC1=O,-1.614,1
C=CCC1(CC=C)C(=O)NC(=O)NC1=O,-2.077,1
C=CCC1(c2ccccc2)C(=O)NC(=O)NC1=O,-2.369,1
C=CCC=C,-2.09,1
C=CCCC,-2.68,1
C=CCCC=C,-2.68,1
C=CCCCC,-3.23,1
C=CCCCCC,-3.73,1
C=CCCCCCC,-4.44,1
C=CCCCCCCC,-5.05,1
C=CCCCCCCCC,-5.51,1
C=CCCCO,-0.15,1
C=CCS[S+]([O-])CC=C,-0.83,1
C=CCc1ccc(O)c(OC)c1,-1.56,1
C=CCc1ccc(OC)cc1,-2.92,1
C=CCl,-1.75,1
C=COCC,-0.85,1
C=Cc1ccccc1,-2.82,1
CC#N,0.26,1
CC(=O)C(C)(C)C,-0.72,1
CC(=O)C(C)C,-0.12,1
CC(=O)C1(C)CCC2C3C=C(C)C4=CC(=O)CCC4(C)C3CCC21C,-5.27,1
CC(=O)C1(O)CCC2C3CC(C)C4=CC(=O)C=CC4(C)C3(F)C(O)CC21C,-4.099,1
CC(=O)C1(O)CCC2C3CCC4=CC(=O)CCC4(C)C3CCC21C,-3.817,1
CC(=O)C1CCC2C3CC=C4CC(O)CCC4(C)C3CCC12C,-4.65,1
CC(=O)C1CCC2C3CCC4=CC(=O)CCC4(C)C3CCC12C,-4.42,1
CC(=O)CC(C)C,-0.74,1
CC(=O)CC(c1ccc(Cl)cc1)c1c(O)c2ccccc2oc1=O,-5.839,1
CC(=O)CC(c1ccccc1)c1c(O)c2ccccc2oc1=O,-3.893,1
CC(=O)CCC1C(=O)N(c2ccccc2)N(c2ccccc2)C1=O,-3.27,1
CC(=O)N(C)C,1.11,1
CC(=O)N(c1onc(C)c1C)[S+]([O-])c1ccc(N)cc1,-3.59,1
CC(=O)Nc1cc(NS(=O)(=O)C(F)(F)F)c(C)cc1C,-3.24,1
CC(=O)Nc1ccc(Br)cc1,-3.083,1
CC(=O)Nc1ccc(Cl)cc1,-2.843,1
CC(=O)Nc1ccc(F)cc1,-1.78,1
CC(=O)Nc1ccc(O)cc1,-1.03,1
CC(=O)Nc1ccc([N+](=O)[O-])cc1,-2.692,1
CC(=O)Nc1ccccc1,-1.33,1
CC(=O)Nc1nnc(S(N)(=O)=O)s1,-2.36,1
CC(=O)OC(C)C,-0.55,1
CC(=O)OC1(C(C)=O)CCC2C3C=C(C)C4=CC(=O)CCC4(C)C3CCC21C,-5.35,1
CC(=O)OC1(C)CCC2C3CCC4=CC(=O)CCC4(C)C3CCC21C,-5.284,1
CC(=O)OC1CCC2C3CCC4=CC(=O)CCC4(C)C3CCC12C,-5.184,1
CC(=O)OCC(=O)C1(O)C(C)CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC21C,-4.9,1
CC(=O)OCC(=O)C1(O)C(OC(C)=O)CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC21C,-4.13,1
CC(=O)OCC(=O)C1(O)CCC2C3CCC4=CC(=O)C=CC4(C)C3C(O)CC21C,-4.37,1
CC(=O)OCC(=O)C1(O)CCC2C3CCC4=CC(=O)CCC4(C)C3C(=O)CC21C,-4.21,1
CC(=O)OCC(=O)C1(O)CCC2C3CCC4=CC(=O)CCC4(C)C3C(O)CC21C,-4.88,1
CC(=O)OCC(=O)C1CCC2C3CCC4=CC(=O)CCC4(C)C3CCC12C,-4.63,1
CC(=O)OCC(C)C,-1.21,1
CC(=O)OCC(COC(C)=O)OC(C)=O,-0.6,1
CC(=O)OCCC(C)C,-1.92,1
CC(=O)OCN1C(=O)NC(c2ccccc2)(c2ccccc2)C1=O,-4.47,1
CC(=O)SC1CC2=CC(=O)CCC2(C)C2CCC3(C)C(CCC34CCC(=O)O4)C12,-4.173,1
CC(=O)c1ccccc1,-1.28,1
CC(C)(C)C(=O)C(Oc1ccc(Cl)cc1)n1cncn1,-3.61,1
CC(C)(C)CCO,-0.5,1
CC(C)(C)CO,-0.4,1
CC(C)(C)Cc1ccccc1,-4.15,1
CC(C)(C)c1ccc(O)cc1,-2.41,1
CC(C)(C)c1ccccc1,-3.66,1
CC(C)=CC1C(C(=O)OCc2cccc(Oc3ccccc3)c2)C1(C)C,-5.24,1
CC(C)=CCC/C(C)=C\CO,-2.46,1
CC(C)=CCC1(C(C)C)C(=O)NC(=O)NC1=O,-2.593,1
CC(C)=CCCC(C)=CC=O,-2.06,1
CC(C)Br,-1.59,1
CC(C)C,-2.55,1
CC(C)C(=O)C(C)C,-1.3,1
CC(C)C(C(=O)OC(C#N)c1cccc(Oc2ccccc2)c1)c1ccc(OC(F)F)cc1,-6.876,1
CC(C)C(C)(C)C,-4.36,1
CC(C)C(C)C,-3.65,1
CC(C)C(C)C(C)C,-4.8,1
CC(C)C(C)O,-0.18,1
CC(C)C(Nc1ccc(C(F)(F)F)cc1Cl)C(=O)OC(C#N)c1cccc(Oc2ccccc2)c1,-8.003,1
CC(C)C(O)C(C)C,-1.22,1
CC(C)C1(C(C)C)C(=O)NC(=O)NC1=O,-2.766,1
CC(C)CBr,-2.43,1
CC(C)CC(C)(C)C,-4.74,1
CC(C)CC(C)(C)O,-0.92,1
CC(C)CC(C)C,-4.26,1
CC(C)CC(C)O,-0.8,1
CC(C)CCC(C)(C)C,-5.05,1
CC(C)CCCCCOC(=O)c1ccccc1C(=O)OCCCCCC(C)C,-6.637,1
CC(C)CCCO,-1.14,1
CC(C)CCO,-0.51,1
CC(C)CCOC=O,-1.52,1
CC(C)CCl,-2,1
CC(C)CNC(=O)N1CCNC1=O,-2.15,1
CC(C)CO,0.1,1
CC(C)COC=O,-1.01,1
CC(C)Cc1ccccc1,-4.12,1
CC(C)Cl,-1.41,1
CC(C)I,-2.09,1
CC(C)N(C(=O)CCl)c1ccccc1,-2.48,1
CC(C)N(C(=O)SCC(Cl)=C(Cl)Cl)C(C)C,-4.88,1
CC(C)N(C(=O)SCC(Cl)=CCl)C(C)C,-4.286,1
CC(C)NC(=O)N1CC(=O)N(c2cc(Cl)cc(Cl)c2)C1=O,-4.376,1
CC(C)Nc1nc(Cl)nc(NC(C)C)n1,-4.43,1
CC(C)O,0.43,1
CC(C)OC(=O)C(O)(c1ccc(Br)cc1)c1ccc(Br)cc1,-4.93,1
CC(C)OC(=O)C(O)(c1ccc(Cl)cc1)c1cccc(Cl)c1,-4.53,1
CC(C)OC(=O)Nc1cccc(Cl)c1,-3.38,1
CC(C)OC(C)C,-1.1,1
CC(C)OC=O,-0.63,1
CC(C)OP(=S)(OC(C)C)SCCNS(=O)(=O)c1ccccc1,-4.2,1
CC(C)Oc1cc(-n2nc(C(C)(C)C)oc2=O)c(Cl)cc1Cl,-5.696,1
CC(C)SC(C)C,-2.24,1
CC(C)[N+](=O)[O-],-0.62,1
CC(C)c1ccc(NC(=O)N(C)C)cc1,-3.536,1
CC(C)c1ccccc1,-3.27,1
CC(Cl)(Cl)Cl,-2,1
CC(Cl)CCl,-1.6,1
CC(Cl)Cl,-1.29,1
CC(N)=O,1.58,1
CC(O)C(C)(C)C,-0.62,1
CC(O)c1ccccc1,-0.92,1
CC1(C)C(=O)NC(=O)NC1=O,-1.742,1
CC1(C)C(C(=O)OC(C#N)c2cccc(Oc3ccccc3)c2)C1(C)C,-6.025,1
CC1(C)C(C=C(Br)Br)C1C(=O)OC(C#N)c1cccc(Oc2ccccc2)c1,-8.402,1
CC1(C)C(C=C(Cl)C(F)(F)F)C1C(=O)OC(C#N)c1cccc(Oc2ccccc2)c1,-8.176,1
CC1(C)C(C=C(Cl)Cl)C1C(=O)OC(C#N)c1ccc(F)c(Oc2ccccc2)c1,-7.337,1
CC1(C)C(C=C(Cl)Cl)C1C(=O)OC(C#N)c1cccc(Oc2ccccc2)c1,-8.017,1
CC1(C)C(C=C(Cl)Cl)C1C(=O)OCc1cccc(Oc2ccccc2)c1,-6.291,1
CC1(C)C2CCC1(C)C(O)C2,-2.32,1
CC1(C)CON(Cc2ccccc2Cl)C1=O,-2.338,1
CC1(C)OC2CC3C4CCC5=CC(=O)C=CC5(C)C4(F)C(O)CC3(C)C2(C(=O)CO)O1,-4.31,1
CC12C=CC(=O)C=C1CCC1C2C(O)CC2(C)C1CCC2(O)C(=O)CO,-3.18,1
CC12C=CC(=O)C=C1CCC1C3CC(O)C(O)(C(=O)CO)C3(C)CC(O)C12F,-3.68,1
CC12CC(=O)C3C(CCC4=CC(=O)CCC43C)C1CCC2=O,-3.48,1
CC12CC1(C)C(=O)N(c1cc(Cl)cc(Cl)c1)C2=O,-4.8,1
CC12CCC(=O)C=C1CCC1C2C(=O)CC2(C)C1CCC2(O)C(=O)CO,-3.11,1
CC12CCC(=O)C=C1CCC1C2C(O)CC2(C)C(C(=O)CO)CCC12,-3.24,1
CC12CCC(=O)C=C1CCC1C2C(O)CC2(C)C1CCC2(O)C(=O)CO,-3.09,1
CC12CCC(=O)C=C1CCC1C2C(O)CC2(C=O)C(C(=O)CO)CCC12,-3.85,1
CC12CCC(=O)C=C1CCC1C2CCC2(C)C(C(=O)CO)CCC12,-3.45,1
CC12CCC(=O)C=C1CCC1C2CCC2(C)C(O)CCC12,-4.02,1
CC12CCC(=O)C=C1CCC1C2CCC2(C)C1CCC2(C)O,-3.999,1
CC12CCC(=O)C=C1CCC1C3CCC(O)(C(=O)CO)C3(C)CC(O)C12F,-3.43,1
CC12CCC(C1)C(C)(C)C2=O,-1.85,1
CC12CCC(CC1)C(C)(C)O2,-1.74,0.5
CC12CCC(CC1)C(C)(C)O2,-1.64,0.5
CC12CCC(CC1=O)C2(C)C,-1.96,1
CC12CCC3C(=CCc4cc(O)ccc43)C1CCC2=O,-5.282,1
CC12CCC3C(CC=C4CC(O)CCC43C)C1CCC2=O,-4.12,1
CC12CCC3C(CCC4=CC(=O)CCC43C)C1CCC2=O,-3.69,1
CC12CCC3C(CCC4CC(=O)CCC43C)C1CCC2O,-4.743,1
CC12CCC3C(CCC4CC(O)CCC43C)C1CCC2=O,-4.402,0.5
CC12CCC3C(CCC4CC(O)CCC43C)C1CCC2=O,-4.16,0.5
CC12CCC3C(CCC4CC5SC5CC43C)C1CCC2O,-5.41,1
CC12CCC3c4ccc(O)cc4CCC3C1CC(O)C2O,-4.955,1
CC12CCC3c4ccc(O)cc4CCC3C1CCC2=O,-3.955,1
CC12CCC3c4ccc(O)cc4CCC3C1CCC2O,-5.03,1
CC12CCc3c(ccc4cc(O)ccc34)C1CCC2=O,-5.24,1
CC1=C(C(=O)Nc2ccccc2)CCCO1,-2.56,1
CC1=C(C(=O)Nc2ccccc2)S(=O)(=O)CCO1,-2.281,1
CC1=C(C(=O)Nc2ccccc2)SCCO1,-3.14,1
CC1=C2C3OC(=O)C(C)C3CCC2(C)C=CC1=O,-3.09,1
CC1=CC(=O)CC(C)(C)C1,-1.06,1
CC1=CC(=O)c2ccccc2C1=O,-3.03,1
CC1=CCCCC1,-3.27,1
CC1CC(C)C(=O)C(C(O)CC2CC(=O)NC(=O)C2)C1,-1.13,1
CC1CC2C3CC(F)C4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)CO,-5.613,1
CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)CO,-3.59,1
CC1CCC(C(C)C)C(=O)C1,-2.35,1
CC1CCC(C(C)C)C(O)C1,-2.53,1
CC1CCC(C)CC1,-4.47,1
CC1CCCC1,-3.3,1
CC1CCCCC1,-3.85,1
CC1CCCCC1C,-4.3,1
CC1CCCCC1NC(=O)Nc1ccccc1,-4.11,1
CC1CCCO1,0.11,1
CC1CO1,-0.59,1
CC1COC2CC3(C)C(CC4C5C=C6CC(O)CCC6(C)CC5CCC43C)OC2C1,-7.32,1
CC1Cc2ccccc2N1NC(=O)c1ccc(Cl)c(S(N)(=O)=O)c1,-3.586,1
CC1OC(OC2C(O)CC(OC3C(O)CC(OC4CCC5(C)C(CCC6C5CC(O)C5(C)C(C7=CC(=O)OC7)CCC65O)C4)OC3C)OC2C)CC(O)C1O,-4.081,1
CC1OC(OC2C(O)CC(OC3C(O)CC(OC4CCC5(C)C(CCC6C5CCC5(C)C(C7=CC(=O)OC7)CCC65O)C4)OC3C)OC2C)CC(O)C1O,-5.293,1
CC=C(C(=CC)c1ccc(O)cc1)c1ccc(O)cc1,-4.95,1
CC=C(C)C,-2.56,1
CC=CC=O,0.32,1
CC=Cc1ccc(OC)cc1,-3.13,1
CCBr,-1.09,1
CCC,-1.94,1
CCC#CCC,-1.99,1
CCC#N,0.28,1
CCC(=C(CC)c1ccc(O)cc1)c1ccc(O)cc1,-4.07,1
CCC(=O)CC,-0.28,1
CCC(=O)Nc1ccc(Cl)c(Cl)c1,-3,1
CCC(=O)OC,-0.14,1
CCC(=O)OC1CCC2C3CCC4=CC(=O)CCC4(C)C3CCC12C,-5.37,1
CCC(=O)OCN1C(=O)NC(c2ccccc2)(c2ccccc2)C1=O,-4.907,1
CCC(Br)(CC)C(=O)NC(N)=O,-2.68,1
CCC(C)(C)C,-3.55,1
CCC(C)(C)CC,-4.23,1
CCC(C)(C)CO,-1.04,1
CCC(C)(C)Cl,-2.51,1
CCC(C)(C)O,0.15,1
CCC(C)(O)CC,-0.36,1
CCC(C)=O,0.52,1
CCC(C)C,-3.18,1
CCC(C)C(=O)OC1CC(C)C=C2C=CC(C)C(CCC3CC(O)CC(=O)O3)C21,-6.005,1
CCC(C)C(C)=O,-0.67,1
CCC(C)C(C)C,-4.28,1
CCC(C)C1(CC)C(=O)NC(=O)NC1=O,-2.39,1
CCC(C)CC,-3.68,1
CCC(C)CCO,-0.71,1
CCC(C)CO,-0.47,1
CCC(C)Cl,-1.96,1
CCC(C)O,0.47,1
CCC(C)c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1O,-3.38,1
CCC(C)n1c(=O)[nH]c(C)c(Br)c1=O,-2.523,1
CCC(C=O)CC,-1.52,1
CCC(CC)CO,-1.17,1
CCC(O)(CC)CC,-0.85,1
CCC(O)C(C)C,-0.7,1
CCC(O)CC,-0.24,1
CCC(c1ccc(O)cc1)C(CC)c1ccc(O)cc1,-4.43,1
CCC1(C(C)C)C(=O)NC(=O)NC1=O,-2.21,0.5
CCC1(C(C)C)C(=O)NC(=O)NC1=O,-2.148,0.5
CCC1(C)C(=O)NC(=O)NC1=O,-1.228,1
CCC1(C2=CCC3CCC2C3)C(=O)NC(=O)NC1=O,-2.696,1
CCC1(C2=CCCCC2)C(=O)NC(=O)NC1=O,-2.17,1
CCC1(CC)C(=O)NC(=O)N(C)C1=O,-2.23,1
CCC1(CC)C(=O)NC(=O)NC1=O,-2.4,1
CCC1(CC=C(C)C)C(=O)NC(=O)NC1=O,-2.253,1
CCC1(CCC(C)C)C(=O)NC(=O)NC1=O,-2.658,0.5
CCC1(CCC(C)C)C(=O)NC(=O)NC1=O,-2.468,0.5
CCC1(c2ccccc2)C(=O)NC(=O)NC1=O,-2.322,1
CCC1(c2ccccc2)C(=O)NCNC1=O,-2.64,1
CCC1(c2ccccc2)CCC(=O)NC1=O,-2.337,1
CCC1CCCCC1,-4.25,1
CCC1NC(=O)c2cc(S(N)(=O)=O)c(Cl)cc2N1,-3.29,1
CCC=O,0.58,1
CCCBr,-1.73,1
CCCC,-2.57,1
CCCC(=O)CC,-0.83,1
CCCC(=O)CCC,-1.3,1
CCCC(=O)OC,-1.92,1
CCCC(=O)OCC,-1.36,1
CCCC(=O)OCN1C(=O)NC(c2ccccc2)(c2ccccc2)C1=O,-5.071,1
CCCC(C)(C)C,-4.36,1
CCCC(C)(C)CO,-1.52,1
CCCC(C)(C)O,-0.49,1
CCCC(C)(COC(N)=O)COC(N)=O,-1.807,1
CCCC(C)(O)CC,-0.98,1
CCCC(C)=O,-0.19,1
CCCC(C)C,-3.74,1
CCCC(C)C1(CC)C(=O)NC(=O)NC1=O,-2.39,1
CCCC(C)C1(CC)C(=O)NC(=S)NC1=O,-3.36,1
CCCC(C)CO,-1.11,1
CCCC(C)O,-0.29,1
CCCC(O)CC,-0.8,1
CCCC(O)CCC,-1.4,1
CCCC1C(=O)N2C(N(C)C)=Nc3ccc(C)cc3N2C1=O,-3.538,1
CCCC1CCCC1,-4.74,1
CCCC1COC(Cn2cncn2)(c2ccc(Cl)cc2Cl)O1,-3.493,1
CCCC=C(C=O)CC,-2.46,1
CCCC=O,-0.01,1
CCCCBr,-2.37,1
CCCCC,-3.18,1
CCCCC(=O)CCCC,-2.58,1
CCCCC(=O)OC,-1.34,1
CCCCC(=O)OC1(C(=O)CO)C(C)CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC21C,-4.71,1
CCCCC(=O)OCC,-2.25,1
CCCCC(=O)OCN1C(=O)NC(c2ccccc2)(c2ccccc2)C1=O,-4.678,1
CCCCC(C)(C)O,-1.08,1
CCCCC(C)(O)CC,-1.6,1
CCCCC(C)=O,-0.8,1
CCCCC(C)CC,-5.16,1
CCCCC(C)O,-0.89,1
CCCCC(C=O)CC,-2.13,1
CCCCC(CC)CO,-2.11,1
CCCCC(CC)COC(=O)c1ccccc1C(=O)OCC(CC)CCCC,-6.96,1
CCCCC(O)CC,-1.47,1
CCCCC1(CC)C(=O)NC(=O)NC1=O,-1.661,1
CCCCC1C(=O)N(c2ccccc2)N(c2ccc(O)cc2)C1=O,-3.73,1
CCCCC1C(=O)N(c2ccccc2)N(c2ccccc2)C1=O,-3.81,1
CCCCC=O,-0.85,1
CCCCCBr,-3.08,1
CCCCCC,-3.84,1
CCCCCC(=O)OC,-1.87,1
CCCCCC(=O)OCC,-2.35,1
CCCCCC(=O)OCN1C(=O)NC(c2ccccc2)(c2ccccc2)C1=O,-5.886,1
CCCCCC(C)(C)O,-1.72,1
CCCCCC(C)=O,-1.45,1
CCCCCC(C)C,-5.08,1
CCCCCC(C)O,-1.55,1
CCCCCC(O)CC,-1.98,1
CCCCCC1CCCC1,-6.08,1
CCCCCC=O,-1.3,1
CCCCCCBr,-3.81,1
CCCCCCC,-4.53,1
CCCCCCC(=O)OCC,-2.74,1
CCCCCCC(=O)OCN1C(=O)NC(c2ccccc2)(c2ccccc2)C1=O,-6.301,1
CCCCCCC(C)=O,-2.05,1
CCCCCCC(C)O,-2.09,1
CCCCCCCBr,-4.43,1
CCCCCCCC,-5.24,1
CCCCCCCC(=O)OC,-3.17,1
CCCCCCCC(=O)OCC,-3.39,1
CCCCCCCC(=O)OCN1C(=O)NC(c2ccccc2)(c2ccccc2)C1=O,-6.523,1
CCCCCCCC(C)=O,-2.58,1
CCCCCCCC(C)O,-2.74,1
CCCCCCCCBr,-5.06,1
CCCCCCCCC,-5.88,1
CCCCCCCCC(=O)OC,-3.38,1
CCCCCCCCC(=O)OCC,-3.8,1
CCCCCCCCC(C)=O,-3.3,1
CCCCCCCCCC(=O)OC,-4.69,1
CCCCCCCCCC(=O)OCC,-4.1,1
CCCCCCCCCC(C)O,-2.94,1
CCCCCCCCCCCC(=O)OC,-4.69,1
CCCCCCCCCCCCCC,-7.96,1
CCCCCCCCCCCCCCCC,-8.4,1
CCCCCCCCCCCCCCCCCCCC,-8.172,1
CCCCCCCCCCCCCCCCCCCCCCCCCC,-8.334,1
CCCCCCCCCCCCCCCCCCO,-8.4,1
CCCCCCCCCCCCCCCCO,-7,1
CCCCCCCCCCCCCCCO,-6.35,1
CCCCCCCCCCCCCCO,-5.84,1
CCCCCCCCCCCCO,-4.8,1
CCCCCCCCCCO,-3.63,1
CCCCCCCCCO,-3.01,1
CCCCCCCCO,-2.39,1
CCCCCCCCOC(=O)c1ccccc1C(=O)OCCCCCCCC,-5.115,1
CCCCCCCCl,-4,1
CCCCCCCI,-4.81,1
CCCCCCCO,-1.81,1
CCCCCCCl,-3.12,1
CCCCCCO,-1.24,1
CCCCCCOC(=O)c1ccccc1C(=O)OCCCCCC,-6.144,1
CCCCCCc1ccc(O)cc1O,-2.59,1
CCCCCCc1ccccc1,-5.21,1
CCCCCCl,-2.73,1
CCCCCO,-0.6,1
CCCCCOC(=O)CC,-1.28,1
CCCCCOC(C)=O,-1.89,1
CCCCCc1ccccc1,-4.64,1
CCCCCl,-2.03,1
CCCCI,-2.96,1
CCCCN(C)C(=O)Nc1ccc(Cl)c(Cl)c1,-4.77,1
CCCCN(CC)C(=O)SCCC,-3.53,1
CCCCN(CC)c1c([N+](=O)[O-])cc(C(F)(F)F)cc1[N+](=O)[O-],-5.53,1
CCCCNC(=O)n1c(NC(=O)OC)nc2ccccc21,-4.883,1
CCCCO,0,1
CCCCOC,-0.99,1
CCCCOC(=O)CCCCCCCCC(=O)OCCCC,-3.896,1
CCCCOC(=O)c1ccc(N)cc1,-3.082,1
CCCCOC(=O)c1ccccc1C(=O)OCCCC,-4.4,1
CCCCOC=O,-1.37,1
CCCCOCCCC,-1.85,1
CCCCOCCO,-0.42,1
CCCCOCN(C(=O)CCl)c1c(CC)cccc1CC,-4.19,1
CCCCOc1ccc(C(=O)OCC)c(N(CC)CC)c1,-3.84,1
CCCCS,-2.18,1
CCCCSP(=O)(SCCCC)SCCCC,-5.14,1
CCCCc1c(C)nc(N(C)C)nc1O,-2.24,1
CCCCc1c(C)nc(NCC)[nH]c1=O,-3.028,1
CCCCc1c(C)nc(NCC)nc1OS(=O)(=O)N(C)C,-4.16,1
CCCCc1ccccc1,-4.06,1
CCCCl,-1.47,1
CCCI,-2.29,1
CCCN(CCC)c1c([N+](=O)[O-])cc(C(C)C)cc1[N+](=O)[O-],-6.49,1
CCCN(CCC)c1c([N+](=O)[O-])cc(C(F)(F)F)cc1[N+](=O)[O-],-5.68,1
CCCN(CCC)c1c([N+](=O)[O-])cc(S(N)(=O)=O)cc1[N+](=O)[O-],-5.16,1
CCCO,0.62,1
CCCOC,-0.39,1
CCCOC(=O)CC,-0.82,1
CCCOC(=O)CCC,-1.75,1
CCCOC(=O)c1ccc(N)cc1,-2.452,1
CCCOC(C)=O,-0.72,1
CCCOC(C)C,-1.34,1
CCCOC=O,-0.49,1
CCCOCC,-0.66,1
CCCOCCC,-1.62,1
CCCOP(=S)(OCCC)SCC(=O)N1CCCCC1C,-4.15,1
CCCSCCC,-2.58,1
CCC[N+](=O)[O-],-0.8,1
CCCc1ccccc1,-3.37,1
CCCl,-1.06,1
CCI,-1.6,1
CCN(CC)C(=O)C(C)Oc1cccc2ccccc12,-3.57,1
CCN(CC)C(=O)C(Cl)=CCOP(=O)(OC)OC,0.523,1
CCN(CC)C(=O)CSc1ccc(Cl)nn1,-1.716,1
CCN(CC)C(=S)SSC(=S)N(CC)CC,-4.86,1
CCN(CC)c1c([N+](=O)[O-])cc(C(F)(F)F)c(N)c1[N+](=O)[O-],-5.47,1
CCN(CC)c1ccccc1,-3.03,1
CCN(CC)c1nc(Cl)nc(N(CC)CC)n1,-4.411,1
CCN(CC)c1nc(Cl)nc(NC(C)C)n1,-3.785,1
CCN(Cc1c(F)cccc1Cl)c1c([N+](=O)[O-])cc(C(F)(F)F)cc1[N+](=O)[O-],-6.78,1
CCN1C(=O)c2ccccc2Oc2ccccc21,-3.68,1
CCN1C(=O)c2cccnc2N(CC)c2ncccc21,-2.86,1
CCN1c2cc(Cl)ccc2NC(=O)c2cccnc21,-5.36,1
CCN1c2cc(N(C)C)cc(C)c2NC(=O)c2cccnc21,-4.871,1
CCN1c2cc(OC)cc(C)c2NC(=O)c2cccnc21,-5.153,1
CCN1c2ccccc2C(=O)N(C)c2ccccc21,-4.749,1
CCN1c2ccccc2N(C)C(=O)c2cccnc21,-3.324,1
CCN1c2ccccc2N(C)C(=S)c2cccnc21,-4.706,1
CCN1c2nc(N(C)CCO)ccc2NC(=O)c2cccnc21,-3.36,1
CCN1c2ncccc2C(=O)N(C)c2ccc(Cl)nc21,-4.114,1
CCN1c2ncccc2C(=O)N(C)c2cccnc21,-2.62,1
CCN1c2ncccc2C(=O)Nc2c(C(F)(F)F)cc(C)nc21,-4.207,1
CCN1c2ncccc2C(=O)Nc2c(C)cc(C)nc21,-4.554,1
CCN1c2ncccc2C(=S)N(C)c2cccnc21,-4.634,1
CCNC(=O)C(C)OC(=O)Nc1ccccc1,-1.83,1
CCNC(=S)NCC,-1.46,1
CCNP(=S)(OC)OC(C)=CC(=O)OC(C)C,-3.408,1
CCNc1ccccc1,-1.7,1
CCNc1nc(Cl)nc(N(CC)CC)n1,-4.06,1
