smiles,logS,weight
C/C=C/CC1(C/C=C/C)C(=O)NC(=O)NC1=O,-2.2,1
C/C=C/CCC,-3.23,1
C/C=C/CCCC,-3.82,1
C/C=C/CO,1.14,1
C/C=C/COCN(C(=O)CCl)c1c(CC)cccc1CC,-4.03,1
C/C=C/c1ccc(O)c(O)c1,-1.35,1
C/C=C/c1ccc(OC)cc1,-3.13,1
C/C=C/c1ccc(OCC(=O)O)c(OC)c1,-1.58,1
C/C=C\C=C/C(=O)O,-1.77,1
C/C=C\C=O,0.32,1
C/C=C\CC,-2.54,1
C/C=C\CC#N,-0.96,1
C/C=C\CCCC,-3.82,1
C/C=C\c1ccc(OC)cc1,-3.13,1
C/N=C(O)/C(=N\OC)c1ccccc1Oc1ccccc1,-3.35,1
C/N=C(\NC#N)NCCSCc1nc[nH]c1C,-1.39,1
C/N=C(\O)Oc1cccc(C)c1,-1.8,1
C/N=C1/CN(O)C(c2ccccc2)=c2cc(Cl)ccc2=N1,-2.18,1
C1=CC=CCC=C1,-2.17,0.25
C1=CC=CCC=C1,-2.15,0.75
C1=CCC=CC1,-2.06,0.25
C1=CCC=CC1,-1.97,0.75
C1=CCCC1,-2.1,1
C1=CCCCC1,-2.59,1
C1=CCCCCC1,-3.18,0.5
C1=CCCCCC1,-3.16,0.5
C1=Cc2cccc3cccc1c23,-3.98,0.25
C1=Cc2cccc3cccc1c23,-3.96,0.75
C1CCC2CCCCC2C1,-5.19,1
C1CCC2NCCCC2C1,-1.08,1
C1CCCC1,-2.65,0.25
C1CCCC1,-2.64,0.75
C1CCCCC1,-3.18,0.5
C1CCCCC1,-3.1,0.5
C1CCCCCC1,-3.52,0.75
C1CCCCCC1,-3.51,0.25
C1CCCCCCC1,-4.15,1
C1CCN2CC3CC(CN4CCCCC34)C2C1,-1.89,1
C1CCNC1,1.15,1
C1CCNCC1,1.07,1
C1CCOC1,0.56,0.75
C1CCOC1,1.14,0.25
C1CCOCC1,-0.031,0.25
C1CCOCC1,-0.03,0.75
C1CN1,1.37,1
C1CNCCN1,0.411,0.25
C1CNCCN1,1.07,0.75
C1CO1,1.36,1
C1COC1,1.24,1
C1COC2(C1)CCCO2,-0.108,1
C1COCCN1,1.06,1
C1COCCO1,1.05,1
C1CSCCS1,-1.6,1
C1NNCN2CNNCN12,-0.0128,1
C1OCOCO1,0.288,1
C=C(Br)CC1(C(C)CC)C(=O)NC(=O)NC1=O,-2.65,1
C=C(C(=O)O)c1ccccc1,-2.06,1
C=C(C)C,-2.33,1
C=C(C)C(=C)C,-2.4,1
C=C(C)C(=O)/C(=C\C(=O)O)OC,-0.93,1
C=C(C)C(=O)Nc1ccc(Cl)c(Cl)c1,-4.43,1
C=C(C)C(=O)O,0.01,0.5
C=C(C)C(=O)O,0.0144,0.5
C=C(C)C(=O)OC,-0.824,0.25
C=C(C)C(=O)OC,-0.8,0.75
C=C(C)C(=O)OC(C)(C)C,-2.15,1
C=C(C)C(=O)OCC,-1.33,1
C=C(C)C(=O)OCC(C)C,-2.04,1
C=C(C)C(=O)OCC(CC)(COC(=O)C(=C)C)COC(=O)C(=C)C,-4.42,1
C=C(C)C(=O)OCCCC,-2.25,1
C=C(C)C1CC=C(C)C(=O)C1,-2.06,1
C=C(C)C1CC=C(C)CC1,-4.11,0.25
C=C(C)C1CC=C(C)CC1,-4,0.75
C=C(C)C1CCC(C)C(=O)C1,-2.18,1
C=C(C)C1Cc2c(ccc3c2OC2COc4cc(OC)c(OC)cc4C2C3=O)O1,-4.42,1
C=C(C)C=O,-0.0929,1
C=C(C)CC,-2.73,1
C=C(C)CCC,-3.03,1
C=C(C)CN(CC)c1c([N+](=O)[O-])cc(C(F)(F)F)cc1[N+](=O)[O-],-6.13,0.5
C=C(C)CN(CC)c1c([N+](=O)[O-])cc(C(F)(F)F)cc1[N+](=O)[O-],-6.12,0.5
C=C(C)CO,0.43,1
C=C(C)OC,1.14,1
C=C(CC(Cl)(Cl)Cl)c1ccccc1,-4.28,1
C=C(Cl)CSC(=S)N(CC)CC,-3.39,0.75
C=C(Cl)CSC(=S)N(CC)CC,-3.35,0.25
C=C(Cl)Cl,-1.64,0.75
C=C(Cl)Cl,-1.63,0.25
C=C/C=C/C#N,-0.722,1
C=C/C=C/CC1=C(C)C(OC(=O)C2C(/C=C(/C)C(=O)OC)C2(C)C)CC1=O,-4.62,1
C=C/C=C/CC1=C(C)C(OC(=O)C2C(C=C(C)C)C2(C)C)CC1=O,-6.22,1
C=C1CC23CC1(O)CCC2C12C=CC(O)C(C)(C(=O)O1)C2C3C(=O)O,-1.84,1
C=C1CCOC2(C(O)C(C)(O)CO)NC(=O)C1(O)NC2=O,-0.197,1
C=C1c2cccc(O)c2C(=O)C2=C(O)C3(O)C(=O)C(C(N)=O)=C(O)C(N(C)C)C3C(O)C12,-1.77,1
C=C1c2cccc(O)c2C(O)=C2C(=O)[C@]3(O)C(O)=C(C(N)=O)C(=O)[C@@H](N(C)C)[C@@H]3[C@@H](O)[C@H]12,-1.77,1
C=CC,-1.08,1
C=CC#N,0.147,0.25
C=CC#N,0.15,0.75
C=CC(=C)C,-2.03,1
C=CC(=C)CCC=C(C)C,-4.39,1
C=CC(=O)CCC,-0.83,1
C=CC(=O)OC,-0.241,0.25
C=CC(=O)OC,-0.22,0.75
C=CC(=O)OCC,-0.824,0.25
C=CC(=O)OCC,-0.74,0.75
C=CC(=O)OCC(C)C,-1.21,1
C=CC(=O)OCC(C)O,0.886,1
C=CC(=O)OCC(CC)CCCC,-3.27,1
C=CC(=O)OCCCC,-1.81,1
C=CC(C)(C)O,1.06,1
C=CC(C)(O)CCC=C(C)C,-1.99,1
C=CC(C)C,-2.73,1
C=CC(N)=O,0.96,1
C=CC(O)C(=O)OCC,0.363,1
C=CC(O)C(C)C,-0.515,1
C=CC(O)CC,0.0193,1
C=CC(O)CCC,-0.59,1
C=CC(OC(C)=O)OC(C)=O,-1.24,1
C=CC(c1ccc(O)cc1)C(C=C)c1ccc(O)cc1,-4.95,1
C=CC1(C)OC(=O)N(c2cc(Cl)cc(Cl)c2)C1=O,-5.04,0.5
C=CC1(C)OC(=O)N(c2cc(Cl)cc(Cl)c2)C1=O,-4.93,0.5
C=CC1CC=CCC1,-3.34,1
C=CC1CN2CCC1CC2C(O)c1ccnc2ccc(OC)cc12,-3.37,0.25
C=CC1CN2CCC1CC2C(O)c1ccnc2ccc(OC)cc12,-2.76,0.75
C=CC1CN2CCC1CC2C(O)c1ccnc2ccccc12,-3.13,0.142857
C=CC1CN2CCC1CC2C(O)c1ccnc2ccccc12,-3.09,0.285714
C=CC1CN2CCC1CC2C(O)c1ccnc2ccccc12,-3.07,0.571429
C=CC1CN2CCC1CC2C12Nc3ccccc3C1(O)CCO2,-2.67,1
C=CC=C,-1.87,1
C=CC=O,0.57,0.75
C=CC=O,0.578,0.25
C=CCBr,-1.5,1
C=CCC,-1.94,1
C=CCC(C(=O)NC(N)=O)C(C)C,-2.75,1
C=CCC(C)C,-3.24,1
C=CCC1(C(C)C)C(=O)NC(=O)NC1=O,-1.71,1
C=CCC1(C(C)CC)C(=O)NC(=O)NC1=O,-2.02,1
C=CCC1(C(C)CCC)C(=O)NC(=O)NC1=O,-2.36,1
C=CCC1(C(C)CCC)C(=O)NC(=S)NC1=O,-3.71,0.2
C=CCC1(C(C)CCC)C(=O)NC(=S)NC1=O,-3.46,0.8
C=CCC1(C)C(=O)NC(=O)NC1=O,-1.16,1
C=CCC1(CC(C)C)C(=O)NC(=O)NC1=O,-2.12,1
C=CCC1(CC)C(=O)NC(=O)NC1=O,-1.69,0.5
C=CCC1(CC)C(=O)NC(=O)NC1=O,-1.61,0.5
C=CCC1(CC=C)C(=O)NC(=O)NC1=O,-2.06,1
C=CCC1(c2ccccc2)C(=O)NC(=O)NC1=O,-2.25,0.25
C=CCC1(c2ccccc2)C(=O)NC(=O)NC1=O,-2.18,0.75
C=CCC1=C(C)C(OC(=O)C2C(C=C(C)C)C2(C)C)CC1=O,-4.82,1
C=CCC=C,-2.09,1
C=CCCBr,-2.25,1
C=CCCC,-2.68,1
C=CCCC=C,-2.69,0.25
C=CCCC=C,-2.68,0.75
C=CCCCC,-3.23,1
C=CCCCC=C,-3.34,1
C=CCCCCC,-3.73,1
C=CCCCCCC,-4.44,1
C=CCCCCCCC,-5.05,1
C=CCCCCCCCC,-5.51,0.5
C=CCCCCCCCC,-5.39,0.5
C=CCCCCCCCCC(=O)O,-3.4,1
C=CCCCN=C=S,-2.9,1
C=CCCCO,-0.179,0.5
C=CCCCO,-0.15,0.5
C=CCCl,-1.36,1
C=CCN,1.24,1
C=CCN(CC=C)C(=O)C(Cl)Cl,-1.62,1
C=CCN(CC=C)CC=C,-1.74,1
C=CCN(CC=C)c1c(C)cc(OC(=O)NC)cc1C,-3.59,1
C=CCNC(=O)CN(CC=C)C(=O)C(Cl)Cl,-1.04,1
C=CCNCC=C,-0.053,1
C=CCOC(=O)C(C)OC(=O)C(C)O,-0.683,1
C=CCOC(=O)c1ccccc1C(=O)OCC=C,-3.13,1
C=CCOC(C)=O,-0.553,1
C=CCOC(Cn1ccnc1)c1ccc(Cl)cc1Cl,-3.22,1
C=CCOC1=NS(=O)(=O)c2ccccc21,-3.17,1
C=CCOCC=C,-0.0206,1
C=CCS[S+]([O-])CC=C,-0.83,1
C=CCc1ccc(O)c(OC)c1,-1.56,1
C=CCc1ccc(OC)c(OC)c1,-2.55,1
C=CCc1ccc(OC)cc1,-2.92,1
C=CCc1ccc(OCC(=O)O)c(OC)c1,-2.28,1
C=CCl,-1.75,1
C=COC(C)=O,-0.634,1
C=COC1CC1,-1.1,1
C=COC=C,-1.11,1
C=COCC,-0.85,1
C=COCC(C)C,-1.52,1
C=COCCCl,-2.4,1
C=C[C@H]1CN2CCC1C[C@H]2[C@H](O)c1ccnc2ccc(OC)cc12,-2.81,1
C=C[C@H]1CN2CC[C@H]1C[C@@H]2[C@@H](O)c1ccnc2ccc(OC)cc12,-3.37,1
C=C[C@H]1CN2CC[C@H]1C[C@@H]2[C@@H](O)c1ccnc2ccccc12,-3.09,1
C=Cc1ccc(C)cc1,-3.12,1
C=Cc1ccccc1,-2.82,1
C=Cc1ccncc1,-0.558,1
CC#CCCCC,-2.77,1
CC#CCOC(C)c1ccc(OC)c(OC)c1,-5.37,1
CC#N,0.26,1
CC(=O)/C(=C/c1ccccc1)CC(=O)O,-1.61,1
CC(=O)/C=C/C(=O)O,-0.233,1
CC(=O)/C=C/C1=C(C)CCCC1(C)C,-3.06,1
CC(=O)/C=C/C1C(C)=CCCC1(C)C,-3.26,1
CC(=O)/N=c1\sc(S(N)(=O)=O)nn1C,-1.83,1
CC(=O)C(=O)Nc1ccccc1,-1.37,1
CC(=O)C(=O)O,1.06,1
CC(=O)C(C)(C)C,-0.722,0.5
CC(=O)C(C)(C)C,-0.72,0.5
CC(=O)C(C)C,-0.151,0.5
CC(=O)C(C)C,-0.12,0.5
CC(=O)C(C)O,1.05,1
CC(=O)C(N=O)c1ccccc1,-2.37,1
CC(=O)C1(C)CCC2C3C=C(C)C4=CC(=O)CCC4(C)C3CCC21C,-5.27,1
CC(=O)C1(C)CO1,0.38,1
CC(=O)C1(O)CCC2C3CC(C)C4=CC(=O)C=CC4(C)C3(F)C(O)CC21C,-4.1,1
CC(=O)C1(O)CCC2C3CCC4=CC(=O)CCC4(C)C3CCC21C,-4.71,1
CC(=O)C1CC(CC(=O)O)C1(C)C,-0.575,1
CC(=O)C1CCC2C3CC=C4CC(O)CCC4(C)C3CCC12C,-4.65,1
CC(=O)C1CCC2C3CCC4=CC(=O)CCC4(C)C3CCC12C,-4.55,0.333333
CC(=O)C1CCC2C3CCC4=CC(=O)CCC4(C)C3CCC12C,-4.43,0.666667
CC(=O)C1CCOC1=O,0.193,1
CC(=O)C=C(C)C,-0.531,1
CC(=O)CC(=O)C(C)(C)C,-1.63,1
CC(=O)CC(=O)CC(C)C,-1.6,1
CC(=O)CC(=O)c1ccccc1,-2.63,1
CC(=O)CC(C)(C)O,0.935,1
CC(=O)CC(C)=O,0.22,1
CC(=O)CC(C)C,-1.42,1
CC(=O)CC(CC(=O)O)c1ccccc1,-1.45,1
CC(=O)CC(c1ccc(Cl)cc1)c1c(O)c2ccccc2oc1=O,-5.84,1
CC(=O)CC(c1ccccc1)c1c(O)c2ccccc2oc1=O,-3.89,1
CC(=O)CC1=NCCS1,-1.16,1
CC(=O)CC1CCCCN1,-0.451,0.2
CC(=O)CC1CCCCN1,-0.45,0.8
CC(=O)CCC(C)C,-1.33,1
CC(=O)CCC1C(=O)N(c2ccccc2)N(c2ccccc2)C1=O,-3.27,1
CC(=O)CCl,-0.012,1
CC(=O)CO,1.13,1
CC(=O)N(C)C,1.11,1
CC(=O)N(C)C(=O)COC(=O)c1ccccc1,-2.87,1
CC(=O)N(C)N(C(=O)C(=O)N(C)C)c1ccccc1,-0.534,1
CC(=O)N(C)c1ccccc1,-0.951,0.5
CC(=O)N(C)c1ccccc1,-0.95,0.5
CC(=O)N(O)CCCCCNC(=O)CCC(=O)N(O)CCCCCNC(=O)CCC(=O)N(O)CCCCCN,-1.67,1
CC(=O)N(c1onc(C)c1C)S(=O)(=O)c1ccc(N)cc1,-3.59,1
CC(=O)N(c1onc(C)c1C)[S+]([O-])c1ccc(N)cc1,-3.59,1
CC(=O)N/N=C/c1ccc([N+](=O)[O-])o1,-2.6,1
CC(=O)N=c1sc(S(N)(=O)=O)nn1C,-1.83,1
CC(=O)NC(=O)COC(=O)c1ccccc1,-2.4,1
CC(=O)NC(C(=O)O)C(C)C,-0.451,1
CC(=O)NC(CSc1ccc(Cl)c(Cl)c1)C(=O)O,-2.89,1
CC(=O)NC(Cc1cc(Br)c(O)c(Br)c1)C(=O)O,-2.18,1
CC(=O)NC(N)=O,-0.9,1
CC(=O)NC(NC(C)=O)c1ccccc1,-1.31,1
CC(=O)NCC(=O)Nc1ccccc1,-1.57,1
CC(=O)NCCNC(C)=O,0.675,1
CC(=O)NCc1c(I)c(NC(C)=O)c(I)c(C(=O)O)c1I,-2.32,1
CC(=O)NS(=O)(=O)c1ccc(N)cc1,-1.23,1
CC(=O)Nc1c(I)c(C(=O)NC2C(O)OC(CO)C(O)C2O)c(I)c(N(C)C(C)=O)c1I,-0.198,1
CC(=O)Nc1cc(NS(=O)(=O)C(F)(F)F)c(C)cc1C,-3.24,1
CC(=O)Nc1ccc(/C=N/NC(N)=S)cc1,-3.43,1
CC(=O)Nc1ccc(Br)cc1,-3.08,1
CC(=O)Nc1ccc(C)cc1,-2.09,1
CC(=O)Nc1ccc(C)cc1F,-1.74,1
CC(=O)Nc1ccc(C=O)cc1,-1.58,1
CC(=O)Nc1ccc(Cl)cc1,-2.84,1
CC(=O)Nc1ccc(F)cc1,-1.78,1
CC(=O)Nc1ccc(F)cc1C,-1.36,1
CC(=O)Nc1ccc(I)cc1,-3.25,1
CC(=O)Nc1ccc(N)cc1,-0.98,1
CC(=O)Nc1ccc(O)cc1,-1.03,1
CC(=O)Nc1ccc(OC(C)=O)cc1,-1.91,1
CC(=O)Nc1ccc(S(N)(=O)=O)cc1,-1.61,1
CC(=O)Nc1ccc([N+](=O)[O-])cc1,-2.69,0.75
CC(=O)Nc1ccc([N+](=O)[O-])cc1,-1.91,0.25
CC(=O)Nc1ccc2c(c1)C(=O)OC2,-2.6,1
CC(=O)Nc1cccc(C)c1,-2.09,1
CC(=O)Nc1ccccc1,-1.33,0.75
CC(=O)Nc1ccccc1,-1.29,0.25
CC(=O)Nc1ccccc1Cl,-1.4,1
CC(=O)Nc1ccccc1O,-2.24,1
CC(=O)Nc1ccccc1[N+](=O)[O-],-1.91,1
CC(=O)Nc1nnc(S(N)(=O)=O)s1,-2.36,1
CC(=O)O,1.22,1
CC(=O)OC(C(=O)O)c1ccccc1,-1.23,1
CC(=O)OC(C)(C)C,-1.14,1
CC(=O)OC(C)=O,0.0702,1
CC(=O)OC(C)C,-0.55,0.5
CC(=O)OC(C)C,-0.519,0.5
CC(=O)OC(C)C#N,0.247,1
CC(=O)OC1(C(=O)CO)C(C)CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC21C,-4.9,1
CC(=O)OC1(C(C)=O)CCC2C3C=C(C)C4=CC(=O)CCC4(C)C3CCC21C,-5.35,1
CC(=O)OC1(C(C)=O)CCC2C3C=C(Cl)C4=CC(=O)C=CC4(C)C3CCC21C,-4.95,1
CC(=O)OC1(C)CCC2C3CCC4=CC(=O)CCC4(C)C3CCC21C,-5.28,1
CC(=O)OC1CC(C)OC(C)O1,0.759,1
CC(=O)OC1CCC2(C)C(=CCC3C4CCC(=O)C4(C)CCC32)C1,-4.46,1
CC(=O)OC1CCC2C3CCC4=CC(=O)CCC4(C)C3CCC12C,-5.18,1
CC(=O)OC1CCCCC1,-1.67,1
CC(=O)OCC(=O)C1(O)C(C)CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC21C,-4.9,1
CC(=O)OCC(=O)C1(O)C(OC(C)=O)CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC21C,-4.13,1
CC(=O)OCC(=O)C1(O)CCC2C3CCC4=CC(=O)C=CC4(C)C3C(O)CC21C,-4.37,1
CC(=O)OCC(=O)C1(O)CCC2C3CCC4=CC(=O)CCC4(C)C3C(=O)CC21C,-4.3,0.5
CC(=O)OCC(=O)C1(O)CCC2C3CCC4=CC(=O)CCC4(C)C3C(=O)CC21C,-4,0.5
CC(=O)OCC(=O)C1(O)CCC2C3CCC4=CC(=O)CCC4(C)C3C(O)CC21C,-4.46,0.25
CC(=O)OCC(=O)C1(O)CCC2C3CCC4=CC(=O)CCC4(C)C3C(O)CC21C,-4.3,0.75
CC(=O)OCC(=O)C1CCC2C3CCC4=CC(=O)CCC4(C)C3CCC12C,-4.63,1
CC(=O)OCC(C(OC(C)=O)c1ccccc1)[N+](=O)[O-],-3.97,1
CC(=O)OCC(C)C,-1.21,1
CC(=O)OCC(C)OC(C)=O,-0.205,1
CC(=O)OCC(COC(C)=O)OC(C)=O,-0.6,0.75
CC(=O)OCC(COC(C)=O)OC(C)=O,-0.575,0.25
CC(=O)OCC(S)CS,-1.22,1
CC(=O)OCCBr,-0.674,1
CC(=O)OCCC(C)C,-1.92,0.75
CC(=O)OCCC(C)C,-1.81,0.25
CC(=O)OCCN1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1,-4.7,1
CC(=O)OCCOC(C)=O,0.0857,1
CC(=O)OCCS,-1.5,1
CC(=O)OCN1C(=O)NC(c2ccccc2)(c2ccccc2)C1=O,-4.47,1
CC(=O)OCc1ccccc1,-1.69,1
CC(=O)OO,1.12,1
CC(=O)OOC(=O)c1ccccc1,-2.45,1
CC(=O)Oc1c(C(C)(C)C)cc([N+](=O)[O-])c(C)c1[N+](=O)[O-],-4.47,1
CC(=O)Oc1ccc(Br)cc1C(=O)O,-2.59,1
CC(=O)Oc1ccc2c3c1OC1C(OC(C)=O)C=CC4C(C2)N(C)CCC341,-2.79,1
CC(=O)Oc1ccccc1/C=C/C(=O)O,-3.16,1
CC(=O)Oc1ccccc1C(=O)O,-1.72,0.5
CC(=O)Oc1ccccc1C(=O)O,-1.59,0.5
CC(=O)Oc1ccccc1C(=O)OCS(C)(=O)=O,-3.39,1
CC(=O)Oc1ccccc1C(=O)Oc1ccccc1,-4.11,1
CC(=O)SC1CC2=CC(=O)CCC2(C)C2CCC3(C)C(CCC34CCC(=O)O4)C12,-4.28,1
CC(=O)[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,-4.6,0.5
CC(=O)[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,-4.43,0.5
CC(=O)c1cc(O)c(O)c(O)c1,-1.47,1
CC(=O)c1cc2c(cc1C)C(C)(C)C(C)CC2(C)C,-5.32,1
CC(=O)c1ccc(-c2ccccc2)cc1,-3.31,1
CC(=O)c1ccc(N)cc1,-1.61,1
CC(=O)c1ccc(O)c(C(=O)O)c1,-2.23,1
CC(=O)c1ccc(O)c(O)c1O,-2.02,1
CC(=O)c1ccc(S(=O)(=O)NC(=O)NC2CCCCC2)cc1,-2.06,1
CC(=O)c1ccc2ccccc2c1,-2.8,1
CC(=O)c1cccc(N)c1,-1.28,1
CC(=O)c1ccccc1,-1.29,0.25
CC(=O)c1ccccc1,-1.28,0.75
CC(Br)CBr,-2.15,1
CC(Br)CCl,-1.85,1
CC(C#N)(CCC(=O)O)/N=N/C(C)(C#N)CCC(=O)O,-2.01,1
CC(C(=O)O)C(=O)O,0.76,1
CC(C(=O)O)C(C)(C)CCC(=O)O,-1.53,1
CC(C(=O)O)N(CCC#N)CCC#N,-0.177,1
CC(C(=O)O)c1ccc(-c2ccccc2)c(F)c1,-4.49,0.75
CC(C(=O)O)c1ccc(-c2ccccc2)c(F)c1,-4.48,0.25
CC(C(=O)O)c1cccc(C(=O)c2ccccc2)c1,-3.7,1
CC(C)(/N=C(\O)C(Br)C(C)(C)C)c1ccccc1,-4.95,1
CC(C)(C#N)/N=N/C(C)(C)C#N,-2.67,1
CC(C)(C(=O)O)C(C)(CC(=O)O)C(=O)O,-0.29,0.75
CC(C)(C(=O)O)C(C)(CC(=O)O)C(=O)O,-0.111,0.25
CC(C)(C)C,-3.34,1
CC(C)(C)C(=O)C(Oc1ccc(Cl)cc1)n1cncn1,-3.61,1
CC(C)(C)C(=O)C1C(=O)c2ccccc2C1=O,-4.11,1
CC(C)(C)C(=O)O,-0.673,1
CC(C)(C)C(=O)OCC(=O)C1(O)CCC2C3CCC4=CC(=O)C=CC4(C)C3C(O)CC21C,-4.6,0.333333
CC(C)(C)C(=O)OCC(=O)C1(O)CCC2C3CCC4=CC(=O)C=CC4(C)C3C(O)CC21C,-4.58,0.666667
