smiles,logS,weight
C=CC1CN2CCC1CC2C(O)c1ccnc2ccc(OC)cc12,-2.76,0.5
C=CC1CN2CCC1CC2C(O)c1ccnc2ccccc12,-3.09,0.5
C=CC1CN2CCC1CC2C(O)c1ccnc2ccccc12,-3.07,0.5
C=CC=C,-1.87,1
C=CC=O,0.57,1
C=CCBr,-1.5,1
C=CCC(C)C,-3.24,1
C=CCC1(C(C)C)C(=O)NC(=O)NC1=O,-1.71,1
C=CCC1(C(C)CCC)C(=O)NC(=S)NC1=O,-3.46,1
C=CCC1(CC=C)C(=O)NC(=O)NC1=O,-2.06,1
C=CCC1(c2ccccc2)C(=O)NC(=O)NC1=O,-2.18,1
C=CCC=C,-2.09,1
C=CCCC,-2.68,1
C=CCCC=C,-2.68,1
C=CCCCC,-3.23,1
C=CCCCCCC,-4.44,1
C=CCCCCCCC,-5.05,1
C=CCCCCCCCCC(=O)O,-3.4,1
C=CCCl,-1.36,1
C=CCN(CC=C)C(=O)C(Cl)Cl,-1.62,1
C=CCOC(=O)c1ccccc1C(=O)OCC=C,-3.13,1
C=CCS[S+]([O-])CC=C,-0.83,1
C=CCc1ccc(O)c(OC)c1,-1.56,1
C=CCc1ccc(OC)cc1,-2.92,1
C=COCC,-0.85,1
C=Cc1ccccc1,-2.82,1
CC(=O)C1(C)CCC2C3C=C(C)C4=CC(=O)CCC4(C)C3CCC21C,-5.27,1
CC(=O)C1(O)CCC2C3CC(C)C4=CC(=O)C=CC4(C)C3(F)C(O)CC21C,-4.1,1
CC(=O)C1(O)CCC2C3CCC4=CC(=O)CCC4(C)C3CCC21C,-4.71,1
CC(=O)C1CCC2C3CC=C4CC(O)CCC4(C)C3CCC12C,-4.65,1
CC(=O)C1CCC2C3CCC4=CC(=O)CCC4(C)C3CCC12C,-4.43,1
CC(=O)CC(=O)C(C)(C)C,-1.63,1
CC(=O)CC(=O)CC(C)C,-1.6,1
CC(=O)CC(C)=O,0.22,1
CC(=O)CC(C)C,-1.42,1
CC(=O)CC(c1ccccc1)c1c(O)c2ccccc2oc1=O,-3.89,1
CC(=O)CC1CCCCN1,-0.45,1
CC(=O)CCC(C)C,-1.33,1
CC(=O)CCC1C(=O)N(c2ccccc2)N(c2ccccc2)C1=O,-3.27,1
CC(=O)N(C)C,1.11,1
CC(=O)N(C)c1ccccc1,-0.95,1
CC(=O)N(c1onc(C)c1C)S(=O)(=O)c1ccc(N)cc1,-3.59,1
CC(=O)N=c1sc(S(N)(=O)=O)nn1C,-1.83,1
CC(=O)NC(N)=O,-0.9,1
CC(=O)NS(=O)(=O)c1ccc(N)cc1,-1.23,1
CC(=O)Nc1cc(NS(=O)(=O)C(F)(F)F)c(C)cc1C,-3.24,1
CC(=O)Nc1ccc(Br)cc1,-3.08,1
CC(=O)Nc1ccc(C=O)cc1,-1.58,1
CC(=O)Nc1ccc(Cl)cc1,-2.84,1
CC(=O)Nc1ccc(F)cc1,-1.78,1
CC(=O)Nc1ccc(I)cc1,-3.25,1
CC(=O)Nc1ccc(N)cc1,-0.98,1
CC(=O)Nc1ccc(O)cc1,-1.03,1
CC(=O)Nc1ccc(OC(C)=O)cc1,-1.91,1
CC(=O)Nc1ccc(S(N)(=O)=O)cc1,-1.61,1
CC(=O)Nc1ccc([N+](=O)[O-])cc1,-2.69,1
CC(=O)Nc1cccc(C)c1,-2.09,1
CC(=O)Nc1ccccc1,-1.33,1
CC(=O)Nc1ccccc1Cl,-1.4,1
CC(=O)Nc1ccccc1O,-2.24,1
CC(=O)Nc1ccccc1[N+](=O)[O-],-1.91,1
CC(=O)Nc1nnc(S(N)(=O)=O)s1,-2.36,1
CC(=O)O,1.22,1
CC(=O)OC(C)C,-0.55,1
CC(=O)OC1(C(=O)CO)C(C)CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC21C,-4.9,1
CC(=O)OC1(C(C)=O)CCC2C3C=C(C)C4=CC(=O)CCC4(C)C3CCC21C,-5.35,1
CC(=O)OC1(C(C)=O)CCC2C3C=C(Cl)C4=CC(=O)C=CC4(C)C3CCC21C,-4.95,1
CC(=O)OC1CCC2(C)C(=CCC3C4CCC(=O)C4(C)CCC32)C1,-4.46,1
CC(=O)OC1CCCCC1,-1.67,1
CC(=O)OCC(=O)C1(O)C(OC(C)=O)CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC21C,-4.13,1
CC(=O)OCC(=O)C1(O)CCC2C3CCC4=CC(=O)C=CC4(C)C3C(O)CC21C,-4.37,1
CC(=O)OCC(=O)C1(O)CCC2C3CCC4=CC(=O)CCC4(C)C3C(=O)CC21C,-4,1
CC(=O)OCC(=O)C1(O)CCC2C3CCC4=CC(=O)CCC4(C)C3C(O)CC21C,-4.3,1
CC(=O)OCC(=O)C1CCC2C3CCC4=CC(=O)CCC4(C)C3CCC12C,-4.63,1
CC(=O)OCC(COC(C)=O)OC(C)=O,-0.6,1
CC(=O)OCCC(C)C,-1.92,1
CC(=O)OCCN1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1,-4.7,1
CC(=O)Oc1c(C(C)(C)C)cc([N+](=O)[O-])c(C)c1[N+](=O)[O-],-4.47,1
CC(=O)Oc1ccccc1C(=O)O,-1.61,1
CC(=O)SC1CC2=CC(=O)CCC2(C)C2CCC3(C)C(CCC34CCC(=O)O4)C12,-4.28,1
CC(=O)c1ccc(N)cc1,-1.61,1
CC(=O)c1ccc(S(=O)(=O)NC(=O)NC2CCCCC2)cc1,-2.06,1
CC(=O)c1cccc(N)c1,-1.28,1
CC(=O)c1ccccc1,-1.28,1
CC(Br)CBr,-2.15,1
CC(C(=O)O)c1ccc(-c2ccccc2)c(F)c1,-4.49,1
CC(C(=O)O)c1cccc(C(=O)c2ccccc2)c1,-3.7,1
CC(C)(C(=O)O)C(C)(CC(=O)O)C(=O)O,-0.29,1
CC(C)(C)C(=O)C(Oc1ccc(Cl)cc1)n1cncn1,-3.61,1
CC(C)(C)C(=O)C1C(=O)c2ccccc2C1=O,-4.11,1
CC(C)(C)C(=O)OCC(=O)C1(O)CCC2C3CCC4=CC(=O)C=CC4(C)C3C(O)CC21C,-4.58,1
CC(C)(C)C(C)(C)O,-0.72,1
CC(C)(C)CC(=O)OCC(=O)C1(O)CCC2C3CCC4=CC(=O)CCC4(C)C3C(O)CC21C,-5.51,1
CC(C)(C)CCCO,-1.55,1
CC(C)(C)CCO,-0.5,1
CC(C)(C)CO,-0.4,1
CC(C)(C)COC(N)=O,-0.8,1
CC(C)(C)NCC(O)c1ccc(O)c(CO)c1,-1.22,1
CC(C)(C)OC(N)=O,0.1,1
CC(C)(C)c1ccc(O)cc1,-2.41,1
CC(C)(C)c1ccccc1,-3.66,1
CC(C)(C)c1nnc(NS(=O)(=O)c2ccc(N)cc2)s1,-3.74,1
CC(C)(S)C(N)C(=O)O,-0.13,1
CC(C)(c1ccc(O)cc1)c1ccc(O)cc1,-2.82,1
CC(C)=CC1C(C(=O)OCc2cccc(Oc3ccccc3)c2)C1(C)C,-5.24,1
CC(C)=CCCC(C)=CC=O,-2.06,1
CC(C)Br,-1.59,1
CC(C)C(=O)O,0.28,1
CC(C)C(C)(C)O,-0.41,1
CC(C)C(C)CO,-0.39,1
CC(C)C(C)O,-0.2,1
CC(C)C(O)C(C)C,-1.22,1
CC(C)C1=CC2=CCC3C(C)(C(=O)O)CCCC3(C)C2CC1,-3.8,1
CC(C)CBr,-2.43,1
CC(C)CC(C)(C)O,-0.92,1
CC(C)CC(C)C,-4.26,1
CC(C)CC(C)CO,-1.6,1
CC(C)CC(C)O,-0.8,1
CC(C)CCBr,-2.89,1
CC(C)CCC(C)O,-1.38,1
CC(C)CCCO,-1.14,1
CC(C)CCO,-0.52,1
CC(C)CCOC(=O)c1ccccc1O,-3.16,1
CC(C)CCl,-2,1
CC(C)CNC(=O)N1CCNC1=O,-2.15,1
CC(C)CO,0.04,1
CC(C)COC(=O)c1ccccc1C(=O)OCC(C)C,-4.66,1
CC(C)COC(N)=O,-0.3,1
CC(C)COC=O,-1.01,1
CC(C)Cc1ccc(C(C)C(=O)NO)cc1,-3.04,1
CC(C)Cc1ccc(C(C)C(=O)O)cc1,-3.99,1
CC(C)Cc1ccccc1,-4.12,1
CC(C)Cl,-1.41,1
CC(C)I,-2.09,1
CC(C)N(C(=O)CCl)c1ccccc1,-2.48,1
CC(C)N(C(=O)SCC(Cl)=C(Cl)Cl)C(C)C,-4.88,1
CC(C)N(C(=O)SCC(Cl)=CCl)C(C)C,-4.08,1
CC(C)N1C(=O)c2ccccc2NS1(=O)=O,-2.68,1
CC(C)Nc1nc(Cl)nc(NC(C)C)n1,-4.43,1
CC(C)OC(=O)C(O)(c1ccc(Br)cc1)c1ccc(Br)cc1,-4.93,1
CC(C)OC(=O)C(O)(c1ccc(Cl)cc1)c1ccc(Cl)cc1,-4.53,1
CC(C)OC(=O)Nc1cccc(Cl)c1,-3.38,1
CC(C)OC(C)C,-1.1,1
CC(C)OP(=S)(OC(C)C)SCCNS(=O)(=O)c1ccccc1,-4.2,1
CC(C)Oc1cc(-n2nc(C(C)(C)C)oc2=O)c(Cl)cc1Cl,-5.69,1
CC(C)[N+](=O)[O-],-0.62,1
CC(C)c1ccc(NC(=O)N(C)C)cc1,-3.54,1
CC(C)c1ccccc1,-3.27,1
CC(CCC(=O)NCC(=O)O)C1CCC2C3C(O)CC4CC(O)CCC4(C)C3CC(O)C12C,-5.15,1
CC(CCC(=O)O)C1CCC2C3C(O)CC4CC(O)CCC4(C)C3CC(O)C12C,-3.37,1
CC(CCC(=O)O)C1CCC2C3C(O)CC4CC(O)CCC4(C)C3CCC12C,-4.29,0.5
CC(CCC(=O)O)C1CCC2C3C(O)CC4CC(O)CCC4(C)C3CCC12C,-3.64,0.5
CC(CCC(=O)O)C1CCC2C3CC(O)C4CC(O)CCC4(C)C3CC(O)C12C,-4.35,1
CC(CCC(=O)O)C1CCC2C3CC(O)C4CC(O)CCC4(C)C3CCC12C,-3.82,1
CC(CCC(=O)O)C1CCC2C3CCC4CC(O)CCC4(C)C3CC(O)C12C,-3.95,1
CC(CN1c2ccccc2Sc2ccccc21)N(C)C,-4.26,1
CC(Cl)(Cl)Cl,-2,1
CC(Cl)C(C)(C)Cl,-2.69,1
CC(Cl)C(C)Cl,-2.7,1
CC(Cl)CCl,-1.6,1
CC(Cl)Cl,-1.29,1
CC(N)=O,1.58,1
CC(N)CC(=O)O,1.08,1
CC(O)C(C)(C)C,-0.62,1
CC(O)C(F)(F)F,0.3,1
CC(O)C(N)C(=O)O,-0.09,1
CC(O)c1ccccc1,-0.92,1
CC(Oc1ccc(Cl)cc1Cl)C(=O)O,-2.45,1
CC(Oc1ccccc1Cl)C(=O)O,-2.22,1
CC1(C(=O)O)CCC(C(=O)O)C1(C)C,-1.42,1
CC1(C)C(=O)N(Cl)C(=O)N1Cl,-2.6,1
CC1(C)C(C=C(Cl)Cl)C1C(=O)OCc1cccc(Oc2ccccc2)c1,-6.29,1
CC1(C)C2CCC1(C)C(O)C2,-2.32,1
CC1(C)OC2CC3C4CCC5=CC(=O)C=CC5(C)C4(F)C(O)CC3(C)C2(C(=O)CO)O1,-4.32,1
CC12C=CC(=O)C=C1CCC1C2C(O)CC2(C)C1CCC2(O)C(=O)CO,-3.21,1
CC12C=CC(=O)C=C1CCC1C3CC(O)C(O)(C(=O)CO)C3(C)CC(O)C12F,-3.69,1
CC12CC(=O)C3C(CCC4=CC(=O)CCC43C)C1CCC2=O,-3.48,1
CC12CC(O)C3C(CCC4CC(O)CCC43C)C1CCC2=O,-3.59,1
CC12CCC(=O)C=C1CCC1C2C(=O)CC2(C)C1CCC2(O)C(=O)CO,-3.11,1
CC12CCC(=O)C=C1CCC1C2C(O)CC2(C)C1CCC2(O)C(=O)CO,-2.97,1
CC12CCC(=O)C=C1CCC1C2C2CC3(C(O)O2)C(C(=O)CO)CCC13,-3.85,1
CC12CCC(=O)C=C1CCC1C2CCC2(C)C(C(=O)CO)CCC12,-3.75,1
CC12CCC(=O)C=C1CCC1C2CCC2(C)C(O)CCC12,-4.07,1
CC12CCC(=O)C=C1CCC1C2CCC2(C)C1CCC2(C)O,-3.99,1
CC12CCC(=O)C=C1CCC1C3CCC(O)(C(=O)CO)C3(C)CC(O)C12F,-3.43,1
CC12CCC(C1)C(C)(C)C2=O,-1.85,1
CC12CCC(CC1)C(C)(C)O2,-1.64,1
CC12CCC(CC1=O)C2(C)C,-1.99,1
CC12CCC3C(=CCc4cc(O)ccc43)C1CCC2=O,-5.28,1
CC12CCC3C(CC=C4CC(O)CCC43C)C1CCC2=O,-4.12,1
CC12CCC3C(CCC4=CC(=O)CCC43C)C1CCC2=O,-3.69,1
CC12CCC3C(CCC4CC(O)CCC43C)C1CCC2=O,-4.4,0.5
CC12CCC3C(CCC4CC(O)CCC43C)C1CCC2=O,-4.16,0.5
CC12CCC3C(CCC4CC5SC5CC43C)C1CCC2O,-5.41,1
CC12CCC3C(CCC4CCCCC43C)C1CCC2=O,-6.7,1
CC12CCC3c4ccc(O)cc4CCC3C1CCC2=O,-3.96,1
CC12CCC3c4ccc(O)cc4CCC3C1CCC2O,-4.84,1
CC12CCc3c(ccc4cc(O)ccc34)C1CCC2=O,-5.24,1
CC1=C(C(=O)Nc2ccccc2)CCCO1,-2.56,1
CC1=C(C(=O)Nc2ccccc2)S(=O)(=O)CCO1,-2.43,1
CC1=C(C(=O)Nc2ccccc2)SCCO1,-3.14,1
CC1=C2C3OC(=O)C(C)C3CCC2(C)C=CC1=O,-3.09,1
CC1=CC(=O)CC(C)(C)C1,-1.06,1
CC1=CC(=O)c2ccccc2C1=O,-3.03,1
CC1=CCCCC1,-3.27,1
CC1CC(C)C(=O)C(C(O)CC2CC(=O)NC(=O)C2)C1,-1.13,1
CC1CC2C(C(O)CC3(C)C2CCC3(O)C(=O)CO)C2(C)C=CC(=O)C=C12,-2.99,1
CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)CO,-3.77,0.5
CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)CO,-3.64,0.5
CC1CC=CC=CC=CC=CC(OC2OC(C)C(O)C(N)C2O)CC2OC(O)(CC(O)CC3OC3C=CC(=O)O1)CC(O)C2C(=O)O,-3.21,1
CC1CCC(C(C)C)C(=O)C1,-2.49,1
CC1CCC(C(C)C)C(O)C1,-2.53,1
CC1CCC(C)(C)C1,-4.48,1
CC1CCC(C)CC1,-4.47,1
CC1CCC(O)CC1,-0.88,1
CC1CCC2(OC1)OC1CC3C4CC=C5CC(O)CCC5(C)C4CCC3(C)C1C2C,-7.32,1
CC1CCCC(=O)C1,-1.87,1
CC1CCCC1,-3.3,1
CC1CCCCC1,-3.85,1
CC1CCCCC1=O,-0.94,1
CC1CCCCC1C,-4.33,0.5
CC1CCCCC1C,-4.27,0.5
CC1CCCCC1NC(=O)Nc1ccccc1,-4.11,1
CC1CCCO1,0.11,1
CC1CNC(C)CN1,0.49,1
CC1CNCCN1,0.74,1
CC1CO1,-0.59,1
CC1c2cccc(O)c2C(=O)C2=C(O)C3(O)C(=O)C(C(N)=O)=C(O)C(N(C)C)C3C(O)C21,-2.87,1
CC=C(C(=CC)c1ccc(O)cc1)c1ccc(O)cc1,-4.95,1
CC=CC=CC(=O)O,-1.77,1
CC=CC=O,0.32,1
CC=CCC,-2.54,1
CC=CCC#N,-0.96,1
CC=CCCCC,-3.82,1
CC=Cc1ccc(OC)cc1,-3.13,1
CCBr,-1.09,1
CCC(=C(CC)c1ccc(O)cc1)c1ccc(O)cc1,-4.35,1
CCC(=O)N(c1ccccc1)C1(COC)CCN(CCc2cccs2)CC1,-3.71,1
CCC(=O)Nc1ccc(Cl)c(Cl)c1,-3,1
CCC(=O)Nc1ccccc1,-1.92,1
CCC(=O)OC,-0.14,1
CCC(=O)OC1CCC2C3CCC4=CC(=O)CCC4(C)C3CCC12C,-5.37,1
CCC(=O)c1ccc(N)cc1,-2.63,1
CCC(=O)c1ccccc1,-1.83,1
CCC(Br)(CC)C(=O)NC(N)=O,-2.68,1
CCC(C)(C)C,-3.55,1
CCC(C)(C)CO,-1.04,1
CCC(C)(C)Cl,-2.51,1
CCC(C)(C)O,0.08,1
CCC(C)(C)c1ccccc1,-4.15,1
CCC(C)(O)C(C)(C)C,-1.27,1
CCC(C)(O)C(C)C,-0.85,1
CCC(C)(O)CC,-0.38,1
CCC(C)=O,0.52,1
CCC(C)C(C)(C)O,-0.89,1
CCC(C)C(C)O,-0.72,1
CCC(C)CC,-3.68,1
CCC(C)CO,-0.47,1
CCC(C)Cl,-1.96,1
CCC(C)O,0.43,1
CCC(C)c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1O,-3.38,1
CCC(C)c1ccccc1,-3.89,1
CCC(CC)C(=O)O,-0.81,1
CCC(CC)CO,-1.17,1
CCC(Cl)CC,-2.63,1
CCC(N)C(=O)O,0.31,1
CCC(N)Cc1c[nH]c2ccccc12,-2.57,1
CCC(O)(CC)CC,-0.85,1
CCC(O)C(C)(C)C,-1.15,1
CCC(O)C(C)C,-0.7,1
CCC(O)CC,-0.24,1
CCC(c1ccc(O)cc1)C(CC)c1ccc(O)cc1,-4.43,1
CCC1(C(C)C)C(=O)NC(=O)NC1=O,-2.21,1
CCC1(C2=CC3CCC(C2)C3)C(=O)NC(=O)NC1=O,-2.64,1
CCC1(C2=CCCCC2)C(=O)NC(=O)NC1=O,-2.17,1
CCC1(C2=CCCCCC2)C(=O)NC(=O)NC1=O,-3,1
CCC1(CC)C(=O)NC(=O)N(C)C1=O,-2.23,1
CCC1(CC)C(=O)NC(=O)NC1=O,-1.39,1
CCC1(CCC(C)C)C(=O)NC(=O)NC1=O,-2.57,1
CCC1(c2ccccc2)C(=O)NC(=O)NC1=O,-2.34,1
CCC1(c2ccccc2)C(=O)NCNC1=O,-2.64,1
CCC1(c2ccccc2)CCC(=O)NC1=O,-2.34,1
CCC1C2CC3C4N(C)c5ccccc5C45CC(C2C5O)N3C1O,-2.82,1
CCC1CCCCC1,-4.25,1
CCC1CN2CCC1CC2C(O)c1ccnc2ccccc12,-2.63,1
CCC1NC(=O)NC1=O,-0.06,1
CCC1NC(=O)c2cc(S(N)(=O)=O)c(Cl)cc2N1,-3.29,1
CCC=O,0.58,1
CCCBr,-1.73,1
CCCC(=O)CCC,-1.3,1
CCCC(=O)O,-0.19,1
CCCC(=O)OC,-0.82,1
CCCC(=O)OCC,-1.28,1
CCCC(C(C)=O)C(C)=O,-0.88,1
CCCC(C)(C)CO,-1.52,1
CCCC(C)(C)O,-0.49,1
CCCC(C)(COC(N)=O)COC(N)=O,-1.67,1
CCCC(C)(O)CC,-1,1
CCCC(C)=O,-0.19,1
CCCC(C)C,-3.74,1
CCCC(C)C1(CC)C(=O)NC(=O)NC1=O,-2.52,1
CCCC(C)C1(CC)C(=O)NC(=S)NC1=O,-3.36,1
CCCC(C)CO,-1.11,1
CCCC(C)Cl,-2.63,1
CCCC(C)O,-0.29,1
CCCC(CCC)C(=O)O,-1.86,1
CCCC(Cl)Cl,-2.4,1
CCCC(O)C(CC)CO,-0.54,1
CCCC(O)CC,-0.8,1
CCCC(O)CCC,-1.4,1
CCCC1CCCC1,-4.74,1
CCCC1CCCCN1,-1.5,1
CCCC=O,-0.01,1
CCCCBr,-2.37,1
CCCCC,-3.18,1
CCCCC(=O)CC(C)=O,-1.56,1
CCCCC(=O)CCCC,-2.59,1
CCCCC(=O)OC,-1.36,1
CCCCC(=O)OC1(C(=O)CO)C(C)CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC21C,-4.71,1
CCCCC(=O)OCC,-1.75,1
CCCCC(C)(C)O,-1.08,1
CCCCC(C)(O)CC,-1.6,1
CCCCC(C)=O,-0.8,1
CCCCC(C)C(C)O,-1.72,1
CCCCC(C)O,-0.89,1
CCCCC(CC)CN,-1.71,1
CCCCC(CC)CO,-2.11,1
CCCCC(CC)COC(=O)c1ccccc1C(=O)OCC(CC)CCCC,-6.96,1
CCCCC(O)CC,-1.47,1
CCCCC1(CC)C(=O)NC(=O)NC1=O,-1.64,1
CCCCC1C(=O)N(c2ccccc2)N(c2ccc(O)cc2)C1=O,-3.73,1
CCCCC1C(=O)N(c2ccccc2)N(c2ccccc2)C1=O,-3.81,1
CCCCC=O,-0.85,1
CCCCCBr,-3.07,1
CCCCCC,-3.84,1
CCCCCC(=O)O,-1.06,1
CCCCCC(=O)OC,-2,1
CCCCCC(=O)OCC,-2.31,1
CCCCCC(C)(C)O,-1.72,1
CCCCCC(C)=O,-1.42,1
CCCCCC(C)O,-1.55,1
CCCCCC(O)C=CC1C(O)CC(=O)C1CC=CCCCC(=O)O,-2.47,1
CCCCCC=O,-1.3,1
CCCCCCBr,-3.81,1
CCCCCCC,-4.53,1
CCCCCCC(=O)OCC,-2.71,1
CCCCCCC(C)=O,-2.05,1
CCCCCCC(C)O,-2.09,1
CCCCCCC=O,-1.7,1
CCCCCCCBr,-4.43,1
CCCCCCCC,-5.24,1
CCCCCCCC(=O)O,-2.3,1
CCCCCCCC(=O)OC,-3.39,1
CCCCCCCC(=O)OCC,-3.39,1
CCCCCCCC(C)=O,-2.58,1
CCCCCCCC=O,-2.36,1
CCCCCCCCBr,-5.06,1
CCCCCCCCC(=O)O,-2.75,1
CCCCCCCCC(=O)OCC,-3.8,1
CCCCCCCCC(C)=O,-3.31,1
CCCCCCCCC=O,-3.17,1
CCCCCCCCCC(=O)O,-3.44,1
CCCCCCCCCC(=O)OC,-4.63,1
CCCCCCCCCC(=O)OCC,-4.1,1
CCCCCCCCCCC(=O)O,-3.55,1
CCCCCCCCCCCC(=O)O,-4.62,1
CCCCCCCCCCCC(=O)OC,-4.69,1
CCCCCCCCCCCCCC(=O)O,-5.33,1
CCCCCCCCCCCCCCC(=O)O,-4.31,1
CCCCCCCCCCCCCCCC(=O)O,-6.81,1
CCCCCCCCCCCCCCCCCC(=O)O,-5.68,1
CCCCCCCCCCCCCCCCO,-7.26,1
CCCCCCCCCCCCCCO,-6.05,1
CCCCCCCCCCCCO,-4.67,1
CCCCCCCCCCO,-3.63,1
CCCCCCCCCO,-3.01,1
CCCCCCCCN,-2.75,1
CCCCCCCCO,-2.39,1
CCCCCCCCOC(=O)c1ccc(N)cc1,-5.4,1
CCCCCCCCOC(N)=O,-3.3,1
CCCCCCCCl,-3.99,1
CCCCCCCI,-4.81,1
CCCCCCCN,-1.85,1
CCCCCCCO,-1.81,1
CCCCCCCOC(=O)c1ccc(N)cc1,-4.6,1
CCCCCCCOC(N)=O,-2.62,1
CCCCCCCl,-3.12,1
CCCCCCN,-1.1,1
CCCCCCO,-1.24,1
CCCCCCOC(=O)c1ccc(N)cc1,-3.95,1
CCCCCCOC(C)=O,-2.46,1
CCCCCCOC(N)=O,-1.92,1
CCCCCCc1ccc(O)cc1O,-2.59,1
CCCCCCc1ccccc1,-5.21,1
CCCCCCl,-2.73,1
CCCCCNCCOC(=O)c1ccc(N)cc1,-3.27,1
CCCCCO,-0.6,1
CCCCCOC(=O)c1ccc(N)cc1,-3.26,1
CCCCCOC(C)=O,-1.89,1
CCCCCOC(N)=O,-1.47,1
CCCCCc1ccccc1,-4.64,1
CCCCCl,-2.03,1
CCCCI,-2.96,1
CCCCN(C)C(=O)Nc1ccc(Cl)c(Cl)c1,-4.77,1
CCCCN(CC)C(=O)SCCC,-3.35,1
CCCCN(CC)c1c([N+](=O)[O-])cc(C(F)(F)F)cc1[N+](=O)[O-],-5.53,1
CCCCN(CCCC)CCCC,-3.12,1
CCCCNC(=O)NS(=O)(=O)c1ccc(C)cc1,-3.39,1
CCCCNC(=O)NS(=O)(=O)c1ccc(N)cc1,-2.18,1
CCCCNC(=O)NS(=O)(=O)c1ccccc1,-3.05,1
CCCCNCCCC,-1.44,1
CCCCO,0,1
CCCCOC,-0.99,1
CCCCOC(=O)c1ccc(O)cc1,-2.72,1
CCCCOC(=O)c1ccccc1,-3.48,1
CCCCOC(=O)c1ccccc1C(=O)OCCCC,-4.4,1
CCCCOC(=O)c1ccccc1C(=O)OCc1ccccc1,-5.64,1
CCCCOC(C)=O,-1.24,1
CCCCOC(N)=O,-0.66,1
CCCCOCCCC,-1.85,1
CCCCOCCO,-0.42,1
CCCCOCN(C(=O)CCl)c1c(CC)cccc1CC,-4.19,1
CCCCOc1cc(C(=O)NCCN(CC)CC)c2ccccc2n1,-3.7,1
CCCCOc1ccc(C(=O)OCCN(CC)CC)cc1,-3.84,1
CCCCS,-2.18,1
CCCCSP(=O)(SCCCC)SCCCC,-5.14,1
CCCCc1c(C)nc(N(C)C)nc1O,-2.24,1
CCCCc1c(C)nc(NCC)nc1O,-3.02,1
CCCCc1c(C)nc(NCC)nc1OS(=O)(=O)N(C)C,-4.16,1
CCCCc1ccccc1,-4.06,1
CCCCl,-1.47,1
CCCI,-2.29,1
CCCN(CCC)CCC,-2.28,1
