smiles,logS
Cc1ccc(Nc2ncc3c(n2)CC(C)CC3=O)cc1,-5.301029995663981
COC[C@H](C)Oc1cc(Oc2cnc(C(=O)N(C)C)cn2)cc(-c2nccc(=O)[nH]2)c1,-3.1378686206869624
CC(C)n1cc(S(=O)(=O)c2ccc(CNC(=O)N3Cc4ccncc4C3)cc2)cn1,-3.71669877129645
Cc1ccc(S(=O)(=O)c2ccc(CNC(=O)N3Cc4ccncc4C3)cc2)cn1,-3.73754891026957
CS(=O)(=O)O.CS(=O)(=O)O.C[C@H](CNCCNC[C@@H](C)N1C(=O)c2cccc3cc([N+](=O)[O-])cc(c23)C1=O)N1C(=O)c2cccc3cc([N+](=O)[O-])cc(c23)C1=O,-2.368060445397577
O=C(NCc1cccnc1N1CCOCC1)c1cncc(-c2ccc(OC(F)(F)F)cc2)n1,-3.963247455558536
CC(C)c1cc(C(=O)N2Cc3ccc(CN4CCN(C)CC4)cc3C2)c(O)cc1O,-1.1351644666569551
CC(C)c1cc(C(=O)N2Cc3ccc(C4(O)CCN(C)CC4)cc3C2)c(O)cc1O,-1.1362067179880955
CC[C@H](C)[C@H](NC(C)=O)C(=O)NCC(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCSC)C(=O)N[C@H](C(=O)NCC(N)=O)C(C)C,-5.522878745280337
CC[C@H](C)[C@@H](C(=O)NCC(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](CCSC)C(=O)N(C)[C@H](C(=O)NCC(N)=O)C(C)C)N(C)C(C)=O,-2.602059991327962
O=C(NCc1ccc(S(=O)(=O)C2CCOCC2)cc1)N1Cc2ccncc2C1,-3.686132779630846
O=C(CN1CCCC(c2ccc(F)cc2)(c2ccc(F)cc2)C1=O)N1CCN(Cc2cccc(C(F)(F)F)c2)CC1,-4.602059991327962
CC1(N)CN(c2cc3c(cc2F)c(=O)c(C(=O)O)cn3C2CC2)C1,-5.617193055871361
O=C(Nc1ccc(-c2ccccc2)cc1)Nc1ccc(-c2ccnc3[nH]cnc23)cc1,-5.698970004336018
CN[C@H]1CN(c2c(F)cc3c(=O)c(C(=O)O)cn(C4CC4)c3c2F)[C@@H]1C,-4.443070602066345
C[C@H]1N(c2cc3c(cc2F)c(=O)c(C(=O)O)cn3C2CC2)C[C@]1(C)N,-5.424346288158127
CCCC[C@H](O[C@@H](Cc1ccccc1)C(=O)N1CCC(OCOC)CC1)C(=O)N[C@@H](CC1CCCCC1)[C@@H](O)C[C@H](C(=O)NCCCNCCO)C(C)C,-2.616599932473388
O=C(/C=C/c1cc2c(cc1[N+](=O)[O-])OCO2)N1CCC2(CC1)C(=O)NCN2c1ccccc1,-4.614393726401687
CCN(C(=O)Cc1ccc(S(C)(=O)=O)cc1)C1CCN(CC[C@@H](c2cc(F)cc(F)c2)C2CCN(S(C)(=O)=O)CC2)CC1,-2.568636235841012
O=C(NCc1ccc(S(=O)(=O)C2CCN(C3CCOCC3)CC2)cc1)N1Cc2ccncc2C1,-3.669586226650809
N[C@H]1CCN(c2nc3c(cc2F)c(=O)c(C(=O)O)cn3C2CC2)C1,-1.3754480459147227
CC(=O)Oc1ccc(C[n+]2ccn(C[C@]3(c4ccc(Cl)cc4Cl)OC[C@H](COc4ccc(N5CCN(C(C)=O)CC5)cc4)O3)c2)cc1C.[Br-],-2.110892600802218
Nc1c(F)c(N2CCC(N)C2)c(F)c2c1c(=O)c(C(=O)O)cn2C1CC1,-3.5615211577954344
C[C@H](N)C(=O)N[C@@H]1CCN(c2c(F)c(N)c3c(=O)c(C(=O)O)cn(C4CC4)c3c2F)C1.Cl.O,-3.7870236578933607
NS(=O)(=O)c1nnc(NC(=O)[C@H](Cc2ccccc2)NC(=O)OCc2ccccc2)s1,-3.999999999999999
C=C(CCCCCCC)c1c(C)[nH]c2ccccc2c1=O,-5.698970004336018
CC(=O)O[C@H]1C(=O)[C@]2(C)[C@@H](O)C[C@H]3OC[C@@]3(OC(C)=O)[C@H]2[C@H](OC(=O)c2ccccc2)[C@]2(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)c3ccccc3)c3ccccc3)C(C)=C1C2(C)C,-7.609196873546019
CC(C)N1CCC(Oc2ccc3c(c2)cc(C(=O)N2CCC(F)(F)CC2)n3C(C)C)CC1,-2.8807456738844484
[K+].[S-]c1nnc(Cc2nc(-c3cnccn3)no2)n1CCCc1ccccc1,-3.930500966722248
C[C@H]1CN(c2c(F)c(N)c3c(=O)c(C(=O)O)cn(C4CC4)c3c2F)C[C@@H](C)N1,-3.639493129806225
Cl.N[C@@H](Cc1ccccc1)C(=O)NC1CCN(c2c(F)cc3c(=O)c(C(=O)O)cn(C4CC4)c3c2F)C1.O,-1.8838112204164708
CCOC(=O)c1c(-c2ccc(C(F)(F)F)cc2)[nH]c2cc(OC)ccc2c1=O,-5.096910013008055
CNC(=O)C[C@@H]1NC(=O)c2csc(n2)-c2ccc(-c3nc(C(=O)N[C@@H](CCC(=O)O)C(=O)NCCCCCC(=O)O)cs3)nc2-c2csc(n2)-c2csc(n2)C(C(O)c2ccccc2)NC(=O)CNC(=O)c2nc(sc2COC)[C@H](C(C)C)NC(=O)c2nc1sc2C,-2.72099590594142
O=C(Nc1ccc(Oc2ccnc(C(=O)NCCN3CCOCC3)c2)cc1)Nc1ccc(Br)c(C(F)(F)F)c1,-4.193135305680109
COCCNS(=O)(=O)c1ccc(Nc2nccc(-c3cnc4cccnn34)n2)cc1,-5.142667503568731
COc1cccc([C@@H]2CCO[P@](=O)(COc3cc(C)c(C)c4c3-c3ncsc3C4)O2)c1,-4.429930785544123
COc1cccc([C@@H]2CCO[P@](=O)(COc3cc(C)c(C)c4c3-c3ncsc3C4)O2)c1,-5.757289719930453
Cc1cc(OC[P@@]2(=O)OCC[C@@H](c3ccccn3)O2)c2c(c1C)Cc1scnc1-2,-3.768577287046352
CN1C[C@@H]2C[C@H]1CN2c1cc2c(cc1F)c(=O)c(C(=O)O)cn2-c1ccc(F)cc1,-4.292053437744073
CC(=O)O[C@@]12CO[C@@H]1C[C@H](O)[C@@]1(C)C(=O)[C@H](O)C3=C(C)[C@@H](OC(=O)[C@H](O)[C@@H](NC(=O)OC(C)(C)C)c4ccccc4)C[C@@](O)([C@@H](OC(=O)c4ccccc4)[C@@H]12)C3(C)C.O.O.O,-5.3334145248381635
CS(=O)(=O)c1ccc(/C(=C\C2CCOCC2)C(=O)Nc2nccs2)cc1,-4.4798985217343095
CC1CCN(C2CCN(c3cc(C(=O)Nc4cccc(Cl)c4)cc(C(F)(F)F)c3)CC2)CC1,-4.266244364483193
O=C1/C(=C/c2c[nH]c3ccc(Cl)cc23)Oc2cc(O)cc(O)c21,-5.515506921768592
O=C1/C(=C/c2c(-c3ccc4ccccc4c3)[nH]c3ccccc23)Oc2cc(O)cc(O)c21,-5.622665703025781
NC1(C(=O)NCc2ccc(Cl)cc2)CCN(c2ncnc3[nH]ccc23)CC1,-3.585315188271878
COc1ccc2[nH]c(C)c(Br)c(=O)c2c1,-4.698970004336019
Cc1[nH]c2cc(Cl)c(Cl)cc2c(=O)c1-c1ccccc1,-5.698970004336018
COc1cc(OC)cc(/C(C)=C2\C(=O)N(Cc3ccncc3)C(=O)\C2=C\c2ccccc2)c1.Cl,-3.633158979901898
CCc1c(C)[nH]c2cc(OC)c(Br)cc2c1=O,-5.698970004336018
CS(=O)(=O)Nc1ccc(C(=O)Nc2ccc(Cl)c(-c3ccccn3)c2)c(Cl)c1,-5.639805120597554
CS(=O)(=O)Cc1ccc(C(=O)Nc2ccc(Cl)c(-c3ccccn3)c2)c(Cl)c1,-5.16169933734614
Cc1nc(C(F)(F)F)ccc1C(=O)Nc1ccc(Cl)c(-c2ccccn2)c1,-5.292012266236346
O=C(NCc1ccccn1)c1ccc(C(=O)Nc2ccc(Cl)c(-c3ccccn3)c2)c(Cl)c1,-2.0453693811234235
CS(=O)(=O)Nc1ccc(C(=O)Nc2ccc(Cl)c(-c3ccccn3)c2)c(Cl)c1,-2.6807637282764607
CS(=O)(=O)Cc1ccc(C(=O)Nc2ccc(Cl)c(-c3ccccn3)c2)c(Cl)c1,-3.5974279069075776
Cc1ncn(-c2ccc(C(=O)Nc3ccc(Cl)c(-c4ccccn4)c3)c(C)n2)n1,-2.6530634340355426
O=C(Nc1ccc(Cl)c(-c2ccccn2)c1)c1ccc(-n2cncn2)nc1,-1.974058970821368
CCCCCCCc1c(C)nc2cc(OC)ccc2c1O,-5.698970004336018
COc1cc2[nH]c(C)c(-c3ccccc3)c(=O)c2cc1Cl,-5.301029995663981
COc1cc2[nH]c(C)c(C3CCCCC3)c(=O)c2cc1Cl,-5.301029995663981
Cn1nc(C(=O)N(O)Cc2ccccc2)c2c1-c1nc(NC3CCCC3)ncc1CC2,-5.999999999999999
Cn1nc(C(N)=O)c2c1-c1nc(NC3CCN(C(=O)C4CCN(S(=O)(=O)c5ccccc5)CC4)CC3)ncc1CC2,-5.999999999999999
NC(=O)c1nn(CCO)c2c1CCc1cnc(NC3CCCC3)nc1-2,-4.568636235841012
CN1CCN(C(=O)c2nn(C)c3c2CCc2cnc(NC4CCCC4)nc2-3)CC1,-4.080921907623925
Cn1nc(C(N)=O)c2c1-c1nc(NCc3cccnc3)ncc1CC2,-3.860120913598763
CNC(=O)c1nn(C)c2c1CCc1cnc(NC3CCN(C(=O)c4ccccc4)CC3)nc1-2,-3.7746907182741367
CCOC(=O)N1CCC(C(=O)N2CCC(Nc3ncc4c(n3)-c3c(c(C(=O)NC)nn3C)CC4)CC2)CC1,-3.7471469690201062
Cn1nc(C(N)=O)c2c1-c1nc(NCc3ccncc3)ncc1CC2,-3.653647025549361
CN1CCN(C(=O)N2CCC(Nc3ncc4c(n3)-c3c(c(C(N)=O)nn3C)CC4)CC2)CC1,-3.6478174818886373
CC(C)N(Cc1ccccc1)C(=O)CN1C(=O)C(Nc2cccc(C(=O)O)c2)c2nnc(-c3ccccc3)n2-c2ccccc21,-3.4089353929735005
CC(C)N(C(=O)CN1C(=O)C(Cc2ccccc2)c2nnc(-c3ccccc3)n2-c2ccccc21)c1ccccc1,-5.337242168318426
O=C([C@@H]1CCNC1)N1CCC(NS(=O)(=O)c2cc(S(=O)(=O)c3ccccc3)ccc2C(F)(F)F)CC1,-4.154901959985743
O=C(O)c1cccc(N2CCC(NS(=O)(=O)c3cc(S(=O)(=O)c4ccccc4)ccc3C(F)(F)F)CC2)c1,-3.999999999999999
CC(C)C1=C(C(=O)N2[C@H](C(=O)N3CCN(C)C(C)(C)C3)CC[C@H]2C)SC2=N[C@@](C)(c3ccc(Cl)cc3)[C@@H](c3ccc(Cl)cc3)N21,-4.348132799015733
CNc1nccc(-c2cccnc2Oc2ccc(NC(=O)c3ccccc3Nc3ccccc3)cc2)n1,-4.989939902229448
CNc1nccc(-c2cccnc2Oc2ccc(Nc3nnc(-c4ccc(F)cc4)c4ccccc34)cc2)n1,-3.411242480306888
ClC(Cn1ncc2c(Nc3ccccc3)ncnc21)c1ccc(Br)cc1,-6.854023506653347
Fc1cccc(Nc2ncnc3c2cnn3CC(Cl)c2ccccc2)c1,-6.662539449395687
Fc1ccc(C(Cl)Cn2ncc3c(Nc4cccc(F)c4)ncnc32)cc1,-7.109246597044239
O=C(NCc1cncc(F)c1)Nc1ccc(S(=O)(=O)N2CCCCC2)cc1,-5.366531544420413
O=C(NCc1cccnc1)Nc1ccc(S(=O)(=O)N[C@H]2CCC[C@H](O)C2)cc1,-3.866461091629782
O=C(NCc1cccnc1)Nc1ccc(S(=O)(=O)N2CCC3(CCNC3)CC2)cc1,-4.1249387366083
O=C(NCc1cccnc1)Nc1ccc(Sc2ccc(Cl)cc2)cc1,-8.0
O=C(NCc1cccnc1)Nc1ccc(S(=O)(=O)c2ccccc2)cc1,-4.00436480540245
O=C(NCc1ccc(S(=O)(=O)N2CCCCC2)cc1)NCc1cccnc1,-4.065501548756432
CN(C)Cc1cc(/C=C2\CCC/C(=C\c3ccc(O)c(CN(C)C)c3)C2=O)ccc1O.Cl.Cl,-0.20801233875441685
CN(C)CCOc1ccc(-c2cc3c(NCCc4ccc(NC(=O)Nc5ccccc5)cc4)ncnc3o2)cc1,-7.248523932947536
CC(C)Oc1cc(C2CCNCC2)ccc1Nc1ncc(Cl)c(Nc2ccccc2S(=O)(=O)C(C)C)n1,-5.397940008672037
O=C(NC[C@H](NS(=O)(=O)c1ccccc1)C(=O)O)c1ccc(N2CCC[C@H](NC3=NCCCN3)C2)cc1,-5.179087869276408
O=c1cc(-c2ccccc2F)oc2ccc3ccccc3c12,-3.2781451327508075
COc1ccccc1-c1cc(=O)c2c(ccc3ccccc32)o1,-3.8196143295639877
C=C[C@@H]1C[C@]1(NC(=O)[C@@H]1C[C@@H](Oc2cc(OCC)nc3c(Cl)cccc23)CN1C(=O)[C@@H](CC(=O)Nc1ccccc1)C(C)(C)C)C(=O)NS(=O)(=O)C1CC1,-1.1440980684630455
O=C(Nc1cccc(-c2nc3ccccc3s2)c1)c1ccnc(Cl)c1,-6.130768280269024
CN1CCN(c2ccc(NC(=O)Nc3cccnc3Oc3ccccc3C(C)(C)C)cc2)CC1,-3.9548041742405466
Cc1ccc(Cn2cnc(=O)c3cc(Oc4ncccc4C(F)(F)F)ccc32)cc1,-5.915276336598918
CNc1ccc(-c2nc(=O)n(CC[C@H]3CCCO3)c3c2oc2ncc(-c4cnn(C)c4)cc23)cn1,-5.594319793509339
COc1ccc2c(c1)c(=O)ncn2Cc1ccc(F)cc1F,-3.366466061238901
Cc1cc2n[nH]c(=O)n2c2cc(-c3cccs3)ccc12,-6.3979400086720375
COc1ccc2[nH]c(C)c(Cc3ccccc3)c(=O)c2c1,-5.698970004336018
CCN1C[C@@H]([C@H](O)[C@H](CC2CCCCC2)NC(=O)[C@H](Cc2c[nH]cn2)NC(=O)[C@H](Cc2ccc(OC)cc2)NC(=O)N(C)CCOCOC)OC1=O,-2.6777807052660805
CCOC(=O)c1cc(C#N)c(N2CC(NC(=O)NS(=O)(=O)c3ccc(Cl)s3)C2)nc1C,-4.080921907623925
O=c1ncn(Cc2ccc(F)cc2F)c2ccc(Oc3ccncc3C(F)(F)F)cc12,-2.791726730146121
COc1ccnc(Oc2ccc3c(c2)c(=O)ncn3Cc2c(F)cc(F)cc2F)c1C(F)(F)F,-4.950069020809694
O=C(Nc1ccc(F)c(-c2nc3ncccc3o2)c1)c1cnco1,-4.711567561405231
CNc1ccc(-c2nc(=O)n(CCCOC)c3c2oc2ccc(-c4cnn(C)c4)cc23)cn1,-2.647866880076485
NC(=O)N1C(=O)/C(=C(/OC(=O)/C=C/C(=O)O)c2cccs2)c2cc(F)c(Cl)cc21,-5.242346598062128
O=c1ncn(Cc2ccc(F)cc2F)c2ccc(Oc3cccnc3C(F)(F)F)cc12,-3.0240409134406425
COCCCn1c(=O)nc(-c2ccc(N3CCN(C)CC3)nc2)c2oc3ccc(-c4cnn(C)c4)cc3c21,-2.7106267062353933
O=C(Nc1ccc(F)c(-c2nc3ncccc3o2)c1)c1ccoc1,-4.41267285460904
CC[C@@H]1C(=O)N(C)c2cnc(-n3ccnc3-c3ccccc3)nc2N1C1CCCC1,-3.999999999999999
CN1CCN(NCCCNc2cc3c(Nc4cccc(Br)c4)ncnc3cn2)CC1,-7.494850021680094
C=CCNC1=C2C[C@@H](C)C[C@H](OC)[C@H](O)[C@@H](C)/C=C(\C)[C@H](OC(N)=O)[C@@H](OC)/C=C\C=C(/C)C(=O)NC(=CC1O)C2O.Cl,-0.3987668127078278
COc1ccc2c(c1)c(/C=C1\Oc3cc(O)cc(O)c3C1=O)cn2CCCN1CCOCC1,-5.176564864259391
O=C1Nc2ccc(C(=O)N(CCO)CCO)cc2/C1=C1/Nc2ccccc2C1=O,-4.762324338924275
O=C(O)c1c(O)c(Cc2ccc(Cl)cc2)nc2c3c(ccc12)CCCC3,-5.565649508531454
NC(Cc1ccc(B(O)O)cc1)C(=O)NCCO,-0.22184874961635637
NCCn1cc(C2=C(c3coc4ccccc34)C(=O)NC2=O)c2cc(Br)ccc21,-3.398221726144063
CN1C(=O)N(C[C@@H](C(=O)NO)[C@@H](CC2CCCC2)C(=O)N2CCCCC2)C(=O)C1(C)C,-0.7767141169251434
CN1CCN(CCNC(=O)c2ccc3c(c2)/C(=C2/Nc4ccccc4C2=O)C(=O)N3)CC1,-2.7898787341134965
CN(C)CCNC(=O)c1ccc2c(c1)/C(=C1/Nc3ccccc3C1=O)C(=O)N2,-4.461724723032938
CC(C)C1=C(C(=O)N2[C@H](C(=O)N3CCN(C)CC3)CC[C@H]2C)SC2=N[C@@](C)(c3ccc(Cl)cc3)[C@@H](c3ccc(Cl)cc3)N21,-4.153429330994557
CC[C@H]1CC[C@@H](C(=O)N(C)C)N1C(=O)C1=C(C(C)C)N2C(=N[C@@](C)(c3ccc(Cl)cc3)[C@H]2c2ccc(Cl)cc2)S1,-4.6987006582513215
Fc1cccc(CNc2ncnc3c2cnn3CC(Cl)c2ccc(Br)cc2)c1,-7.663454032764362
CC[C@H]1C[C@@H](n2c(=O)nc(-c3cnn(C)c3)c3oc4ccc(-c5cncn5C)cc4c32)CCO1,-3.636054312798816
CC[C@H]1C[C@@H](n2c(=O)nc(-c3cnn(C)c3)c3oc4cc(C#N)c(-c5cnn(C)c5)cc4c32)CCO1,-6.383395225182231
O=C(O)c1c(O)c(Cc2ccc(Cl)cc2)nc2c3c(ccc12)CCCC3,-3.6114069990921296
CCc1cccc2c(C(=O)O)c(O)c(C3(c4ccc(Cl)cc4)CC3)nc12,-3.4195214728532157
O=C(O)Cn1c2c(c3cc(F)ccc31)CN(C(=O)c1cccc3ccccc13)CC2,-2.6602022805756165
O=C(O)Cn1c2c(c3cc(F)ccc31)CN(C(=O)c1cccs1)CC2,-3.651270743382342
O=C(NC1(C(=O)NO)CCC1)c1ccc(C#Cc2ccccc2)cc1,-5.301029995663981
O=C(NC1(C(=O)NO)CCSCC1)c1ccc(C#Cc2ccccc2)cc1,-5.999999999999999
Cc1cnn(C2CCN(c3nc4ccccc4n3Cc3ccc(F)cc3)CC2)c1,-4.590482931203851
CCCCCCCCn1cc(CN(CC)CC)c2cc(-c3cnc(N)nc3)ccc21,-3.807153884811158
Cc1cc(OC[P@@]2(=O)OCC[C@@H](c3ccncc3)O2)c2c(c1C)Cc1scnc1-2,-3.924329971068872
CCCNC(=O)c1cn2ncnc(Nc3cc(C(=O)N(C(=O)OCOC(=O)/C=C/C(=O)O)C4CC4)ccc3C)c2c1C,-3.5422568303450626
CN(C)Cc1cccc(-c2ccc(NC(=O)Nc3cccnc3Oc3ccccc3C(C)(C)C)c(F)c2)c1,-4.47935424969298
Cc1cc(OC[P@]2(=O)OCC[C@@H](c3ccc(Cl)cc3)O2)c2c(c1C)Cc1scnc1-2,-5.965584539504677
CC(=O)N[C@@H](C(=O)O)C(C)(C)SN=O,-2.0418859214201044
O=C(O)CN(C(=O)CCc1ccccc1)c1ccc(C(O)(C(F)(F)F)C(F)(F)F)cc1,-3.719877103697692
c1coc(-c2nc3[nH]ncc3cc2-c2ccncn2)c1,-2.949093165901469
O=C(Nc1ccnc(NC(=O)C2CC2)c1)c1c(Cl)cccc1Cl,-3.3138734209885365
O=C(O)Cn1c2c(c3cc(F)ccc31)CN(C(=O)Cc1cccc3ccccc13)CC2,-2.8713769251076946
OCCn1cc(-c2ccc3c(c2)OCCn2cc(-c4ncnn4CC(F)(F)F)nc2-3)cn1,-5.119186407719209
CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCN4CCC3CC4)cc21,-3.8653832011303
CC(=O)N1CCN(C(=O)/C=C/c2ccc(Sc3ccc4[nH]ccc4c3)c(Cl)c2)CC1,-5.7403311032924105
CC(C)Oc1ccc2c(c1)[n+]([O-])c(NCCN(C)C)n[n+]2[O-],-1.2924298239020635
CC(C)(C)COc1cc(C(F)(F)F)nn1-c1ccc(S(C)(=O)=O)cn1,-3.576788086563839
CS(=O)(=O)c1ccc(-n2nc(C(F)(F)F)cc2OC2CCCC2)nc1,-3.8754918699721785
O=C1[C@H]2Cc3c([nH]c4ccccc34)[C@@H](c3ccc4c(c3)OCO4)N2C(=O)CN1c1cncnc1,-4.602059991327962
OC1COc2c(Cl)ccc(Nc3cc(-c4ccc(C(F)(F)F)cc4)ncn3)c2C1,-4.876924726084224
C[C@@H]1CN(c2c(C#N)c(C(F)(F)F)nn2-c2ccc(S(C)(=O)=O)cn2)[C@H](C)CO1,-3.3318563173200255
COc1cc2nccc(Oc3ccc4c(C(=O)Nc5cccc(Cl)c5)cccc4c3)c2cc1OC,-5.685687112562006
CC(C)(C)CNc1c(C#N)c(C(F)(F)F)nn1-c1ccc(S(C)(=O)=O)cn1,-4.205652506506628
COc1cc2nccc(Oc3ccc4c(C(=O)Nc5ccc(F)cc5)cccc4c3)c2cc1OC,-5.556751410835065
Cc1cn2cccc2c(C#Cc2ccccc2)n1,-3.148539091217112
CS(=O)(=O)OCCN(CCOS(C)(=O)=O)c1cc(C(=O)NCC(O)CO)c([N+](=O)[O-])cc1[N+](=O)[O-],-2.045757490560675
O=C(NCC(O)CO)c1cc(N(CCI)CCI)c([N+](=O)[O-])cc1[N+](=O)[O-],-3.0177287669604316
CS(=O)(=O)Nc1cccc(-n2c3nc(=O)[nH]c(=O)c-3cc3ccccc32)c1,-5.999999999999999
O=C(CCc1c(Cl)cccc1Cl)Nc1nnc2n1CCS2,-4.795880017344074
CS(=O)(=O)CCCOc1cccc2c1ccn2-c1ccnc(N[C@H]2CC[C@H](C(=O)N3CCC(O)CC3)CC2)n1,-5.1537765712850465
COc1nc(Nc2ccc(C#N)c(OCC=C(C)C)c2)nc(OCCN2CCOCC2)n1,-4.018637405418721
OC1CCc2cccc(Nc3cc(-c4ccc(C(F)(F)F)cc4)ncn3)c2C1,-4.837711287601045
CS(=O)(=O)OCCN(CCCl)c1cc(C(=O)NCC(O)CO)c([N+](=O)[O-])cc1[N+](=O)[O-],-2.6777807052660805
CS(=O)(=O)c1cc([N+](=O)[O-])c(C(N)=O)cc1N(CCCl)CCCl,-3.4814860601221125
