smiles,logS,weight
CC(C)=CC1C(C(=O)OCc2cccc(Oc3ccccc3)c2)C1(C)C,-5.24,0.9
CC(C)=CCC/C(C)=C\CO,-2.46,0.45
CC(C)=CCC1(C(C)C)C(=O)NC(=O)NC1=O,-2.593,0.45
CC(C)=CCCC(C)=CC=O,-2.05821,1
CC(C)Br,-1.60464,1
CC(C)C,-3.076,0.5
CC(C)C,-2.55,0.45
CC(C)C(=O)C(C)C,-1.30105,0.95
CC(C)C(C(=O)OC(C#N)c1cccc(Oc2ccccc2)c1)c1ccc(OC(F)F)cc1,-6.876,0.95
CC(C)C(C)(C)C,-4.36,0.45
CC(C)C(C)C,-3.61474,0.95
CC(C)C(C)C(C)C,-4.74526,0.95
CC(C)C(C)O,-0.1925,1
CC(C)C(Nc1ccc(C(F)(F)F)cc1Cl)C(=O)OC(C#N)c1cccc(Oc2ccccc2)c1,-8.21195,0.95
CC(C)C(O)C(C)C,-1.22,1
CC(C)C1(C(C)C)C(=O)NC(=O)NC1=O,-2.766,0.45
CC(C)CBr,-2.43071,1
CC(C)CC(C)(C)C,-4.74316,0.95
CC(C)CC(C)(C)O,-0.934643,1
CC(C)CC(C)C,-4.26036,1
CC(C)CC(C)O,-0.798214,1
CC(C)CCC(C)(C)C,-5.04842,0.95
CC(C)CCCCCOC(=O)c1ccccc1C(=O)OCCCCCC(C)C,-6.637,0.45
CC(C)CCCO,-1.14,1
CC(C)CCO,-0.516429,1
CC(C)CCOC=O,-1.53421,0.95
CC(C)CCl,-2,0.9
CC(C)CNC(=O)N1CCNC1=O,-2.15,0.9
CC(C)CO,0.0660714,1
CC(C)COC=O,-1.00679,1
CC(C)Cc1ccccc1,-4.12,0.9
CC(C)Cl,-1.40786,1
CC(C)I,-2.08786,1
CC(C)N(C(=O)CCl)c1ccccc1,-2.48036,1
CC(C)N(C(=O)SCC(Cl)=C(Cl)Cl)C(C)C,-4.88,0.9
CC(C)N(C(=O)SCC(Cl)=CCl)C(C)C,-4.183,0.9
CC(C)NC(=O)N1CC(=O)N(c2cc(Cl)cc(Cl)c2)C1=O,-4.376,0.45
CC(C)Nc1nc(Cl)nc(NC(C)C)n1,-4.42893,1
CC(C)O,0.43,0.45
CC(C)O,1.221,0.5
CC(C)OC(=O)C(O)(c1ccc(Br)cc1)c1ccc(Br)cc1,-4.93107,1
CC(C)OC(=O)C(O)(c1ccc(Cl)cc1)c1cccc(Cl)c1,-4.53,0.45
CC(C)OC(=O)Nc1cccc(Cl)c1,-3.38,1
CC(C)OC(C)C,-1.708,0.357143
CC(C)OC(C)C,-1.1,0.642857
CC(C)OC=O,-0.629474,0.95
CC(C)OP(=S)(OC(C)C)SCCNS(=O)(=O)c1ccccc1,-4.2,0.9
CC(C)Oc1cc(-n2nc(C(C)(C)C)oc2=O)c(Cl)cc1Cl,-5.693,1
CC(C)SC(C)C,-2.24,0.45
CC(C)[N+](=O)[O-],-0.618214,1
CC(C)c1ccc(NC(=O)N(C)C)cc1,-3.53729,1
CC(C)c1ccccc1,-3.27786,1
CC(Cl)(Cl)Cl,-1.98286,1
CC(Cl)CCl,-1.60214,1
CC(Cl)Cl,-1.29036,1
CC(N)=O,1.58036,1
CC(O)C(C)(C)C,-0.621429,1
CC(O)c1ccccc1,-0.92,0.9
CC1(C)C(=O)NC(=O)NC1=O,-1.742,0.45
CC1(C)C(C(=O)OC(C#N)c2cccc(Oc3ccccc3)c2)C1(C)C,-6.025,0.95
CC1(C)C(C=C(Br)Br)C1C(=O)OC(C#N)c1cccc(Oc2ccccc2)c1,-8.402,0.95
CC1(C)C(C=C(Cl)C(F)(F)F)C1C(=O)OC(C#N)c1cccc(Oc2ccccc2)c1,-8.176,0.45
CC1(C)C(C=C(Cl)Cl)C1C(=O)OC(C#N)c1ccc(F)c(Oc2ccccc2)c1,-7.337,0.45
CC1(C)C(C=C(Cl)Cl)C1C(=O)OC(C#N)c1cccc(Oc2ccccc2)c1,-8.017,0.95
CC1(C)C(C=C(Cl)Cl)C1C(=O)OCc1cccc(Oc2ccccc2)c1,-6.99,0.357143
CC1(C)C(C=C(Cl)Cl)C1C(=O)OCc1cccc(Oc2ccccc2)c1,-6.2905,0.642857
CC1(C)C2CCC1(C)C(O)C2,-2.31964,1
CC1(C)CON(Cc2ccccc2Cl)C1=O,-2.338,0.45
CC1(C)OC2CC3C4CCC5=CC(=O)C=CC5(C)C4(F)C(O)CC3(C)C2(C(=O)CO)O1,-4.31536,1
CC12C=CC(=O)C=C1CCC1C2C(O)CC2(C)C1CCC2(O)C(=O)CO,-3.2,1
CC12C=CC(=O)C=C1CCC1C3CC(O)C(O)(C(=O)CO)C3(C)CC(O)C12F,-3.68786,1
CC12CC(=O)C3C(CCC4=CC(=O)CCC43C)C1CCC2=O,-3.48,0.9
CC12CC1(C)C(=O)N(c1cc(Cl)cc(Cl)c1)C2=O,-4.8,0.95
CC12CCC(=O)C=C1CCC1C2C(=O)CC2(C)C1CCC2(O)C(=O)CO,-3.11,1
CC12CCC(=O)C=C1CCC1C2C(O)CC2(C)C(C(=O)CO)CCC12,-3.24053,0.95
CC12CCC(=O)C=C1CCC1C2C(O)CC2(C)C1CCC2(O)C(=O)CO,-3.03857,1
CC12CCC(=O)C=C1CCC1C2C(O)CC2(C=O)C(C(=O)CO)CCC12,-3.85,0.45
CC12CCC(=O)C=C1CCC1C2CCC2(C)C(C(=O)CO)CCC12,-3.65179,1
CC12CCC(=O)C=C1CCC1C2CCC2(C)C(O)CCC12,-4.06143,1
CC12CCC(=O)C=C1CCC1C2CCC2(C)C1CCC2(C)O,-3.97861,1
CC12CCC(=O)C=C1CCC1C3CCC(O)(C(=O)CO)C3(C)CC(O)C12F,-3.43,0.9
CC12CCC(C1)C(C)(C)C2=O,-1.85,1
CC12CCC(CC1)C(C)(C)O2,-1.74429,1
CC12CCC(CC1=O)C2(C)C,-1.975,0.9
CC12CCC3C(=CCc4cc(O)ccc43)C1CCC2=O,-5.28029,1
CC12CCC3C(CC=C4CC(O)CCC43C)C1CCC2=O,-4.12071,1
CC12CCC3C(CCC4=CC(=O)CCC43C)C1CCC2=O,-3.69179,1
CC12CCC3C(CCC4CC(=O)CCC43C)C1CCC2O,-4.743,0.45
CC12CCC3C(CCC4CC(O)CCC43C)C1CCC2=O,-4.32389,1
CC12CCC3C(CCC4CC5SC5CC43C)C1CCC2O,-5.40893,1
CC12CCC3c4ccc(O)cc4CCC3C1CC(O)C2O,-4.955,0.45
CC12CCC3c4ccc(O)cc4CCC3C1CCC2=O,-3.95661,1
CC12CCC3c4ccc(O)cc4CCC3C1CCC2O,-4.935,0.9
CC12CCc3c(ccc4cc(O)ccc34)C1CCC2=O,-5.24143,1
CC1=C(C(=O)Nc2ccccc2)CCCO1,-2.55964,1
CC1=C(C(=O)Nc2ccccc2)S(=O)(=O)CCO1,-2.38104,1
CC1=C(C(=O)Nc2ccccc2)SCCO1,-3.14036,1
CC1=C2C3OC(=O)C(C)C3CCC2(C)C=CC1=O,-3.09,1
CC1=CC(=O)CC(C)(C)C1,-1.06036,1
CC1=CC(=O)c2ccccc2C1=O,-3.03071,1
CC1=CCCCC1,-3.26893,1
CC1CC(C)C(=O)C(C(O)CC2CC(=O)NC(=O)C2)C1,-1.12893,1
CC1CC2C3CC(F)C4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)CO,-5.613,0.45
CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)CO,-3.66893,1
CC1CCC(C(C)C)C(=O)C1,-2.44571,1
CC1CCC(C(C)C)C(O)C1,-2.53179,1
CC1CCC(C)CC1,-4.46857,1
CC1CCCC1,-3.30071,1
CC1CCCCC1,-3.82786,1
CC1CCCCC1C,-4.17833,1
CC1CCCCC1NC(=O)Nc1ccccc1,-4.11036,1
CC1CCCO1,0.181429,1
CC1CO1,-0.59,0.642857
CC1CO1,1.007,0.357143
CC1COC2CC3(C)C(CC4C5C=C6CC(O)CCC6(C)CC5CCC43C)OC2C1,-7.32,0.45
CC1Cc2ccccc2N1NC(=O)c1ccc(Cl)c(S(N)(=O)=O)c1,-3.586,0.45
CC1OC(OC2C(O)CC(OC3C(O)CC(OC4CCC5(C)C(CCC6C5CC(O)C5(C)C(C7=CC(=O)OC7)CCC65O)C4)OC3C)OC2C)CC(O)C1O,-4.081,0.45
CC1OC(OC2C(O)CC(OC3C(O)CC(OC4CCC5(C)C(CCC6C5CCC5(C)C(C7=CC(=O)OC7)CCC65O)C4)OC3C)OC2C)CC(O)C1O,-5.293,0.45
CC=C(C(=CC)c1ccc(O)cc1)c1ccc(O)cc1,-4.95,0.9
CC=C(C)C,-2.56,0.95
CC=CC=O,0.323571,1
CC=Cc1ccc(OC)cc1,-3.12857,1
CCBr,-1.08857,1
CCC,-1.94,0.45
CCC#CCC,-2.08316,0.95
CCC#N,0.275789,0.95
CCC(=C(CC)c1ccc(O)cc1)c1ccc(O)cc1,-4.26,1
CCC(=O)CC,-0.265789,0.95
CCC(=O)Nc1ccc(Cl)c(Cl)c1,-2.995,1
CCC(=O)OC,-0.143571,1
CCC(=O)OC1CCC2C3CCC4=CC(=O)CCC4(C)C3CCC12C,-5.36893,1
CCC(=O)OCN1C(=O)NC(c2ccccc2)(c2ccccc2)C1=O,-4.907,0.45
CCC(Br)(CC)C(=O)NC(N)=O,-2.67857,1
CCC(C)(C)C,-3.59321,1
CCC(C)(C)CC,-4.22947,0.95
CCC(C)(C)CO,-1.07179,1
CCC(C)(C)Cl,-2.51,0.9
CCC(C)(C)O,0.108214,1
CCC(C)(O)CC,-0.373571,1
CCC(C)=O,0.509286,1
CCC(C)C,-3.17105,0.95
CCC(C)C(=O)OC1CC(C)C=C2C=CC(C)C(CCC3CC(O)CC(=O)O3)C21,-6.005,0.45
CCC(C)C(C)=O,-0.675789,0.95
CCC(C)C(C)C,-4.28053,0.95
CCC(C)C1(CC)C(=O)NC(=O)NC1=O,-2.39,0.45
CCC(C)CC,-3.68107,1
CCC(C)CCO,-1.376,0.5
CCC(C)CCO,-0.71,0.45
CCC(C)CO,-0.470714,1
CCC(C)Cl,-1.96214,1
CCC(C)O,0.427857,1
CCC(C)c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1O,-3.48179,1
CCC(C)n1c(=O)[nH]c(C)c(Br)c1=O,-2.51405,0.95
CCC(C=O)CC,-1.52,0.45
CCC(CC)CO,-1.25464,1
CCC(O)(CC)CC,-0.846429,1
CCC(O)C(C)C,-0.702143,1
CCC(O)CC,-0.2375,1
CCC(c1ccc(O)cc1)C(CC)c1ccc(O)cc1,-4.4025,1
CCC1(C(C)C)C(=O)NC(=O)NC1=O,-2.20146,1
CCC1(C)C(=O)NC(=O)NC1=O,-1.228,0.45
CCC1(C2=CCC3CCC2C3)C(=O)NC(=O)NC1=O,-2.696,0.45
CCC1(C2=CCCCC2)C(=O)NC(=O)NC1=O,-2.16964,1
CCC1(CC)C(=O)NC(=O)N(C)C1=O,-2.14786,1
CCC1(CC)C(=O)NC(=O)NC1=O,-2.4,0.321429
CCC1(CC)C(=O)NC(=O)NC1=O,-1.39158,0.678571
CCC1(CC=C(C)C)C(=O)NC(=O)NC1=O,-2.253,0.45
CCC1(CCC(C)C)C(=O)NC(=O)NC1=O,-2.56918,1
CCC1(c2ccccc2)C(=O)NC(=O)NC1=O,-2.32743,1
CCC1(c2ccccc2)C(=O)NCNC1=O,-2.64,1
CCC1(c2ccccc2)CCC(=O)NC1=O,-2.33796,1
CCC1CCCCC1,-4.25036,1
CCC1NC(=O)c2cc(S(N)(=O)=O)c(Cl)cc2N1,-3.28857,1
CCC=O,0.630714,1
CCCBr,-1.71964,1
CCCC,-2.78474,0.95
CCCC(=O)CC,-0.831579,0.95
CCCC(=O)CCC,-1.39,1
CCCC(=O)OC,-1.92,0.321429
CCCC(=O)OC,-0.826842,0.678571
CCCC(=O)OCC,-1.30393,1
CCCC(=O)OCN1C(=O)NC(c2ccccc2)(c2ccccc2)C1=O,-5.071,0.45
CCCC(C)(C)C,-4.35842,0.95
CCCC(C)(C)CO,-1.52,1
CCCC(C)(C)O,-0.493214,1
CCCC(C)(COC(N)=O)COC(N)=O,-1.71296,1
CCCC(C)(O)CC,-0.993929,1
CCCC(C)=O,-0.23,1
CCCC(C)C,-3.74,1
CCCC(C)C1(CC)C(=O)NC(=O)NC1=O,-2.455,0.9
CCCC(C)C1(CC)C(=O)NC(=S)NC1=O,-3.36,0.9
CCCC(C)CO,-1.15321,1
CCCC(C)O,-0.292143,1
CCCC(O)CC,-0.801071,1
CCCC(O)CCC,-1.3975,1
CCCC1C(=O)N2C(N(C)C)=Nc3ccc(C)cc3N2C1=O,-3.538,0.45
CCCC1CCCC1,-4.74,0.9
CCCC1COC(Cn2cncn2)(c2ccc(Cl)cc2Cl)O1,-3.493,0.95
CCCC=C(C=O)CC,-2.46,0.45
CCCC=O,-0.00892857,1
CCCCBr,-2.30857,1
CCCCC,-3.215,1
CCCCC(=O)CCCC,-2.58786,1
CCCCC(=O)OC,-1.35,0.9
CCCCC(=O)OC1(C(=O)CO)C(C)CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC21C,-4.71,1
CCCCC(=O)OCC,-1.91786,1
CCCCC(=O)OCN1C(=O)NC(c2ccccc2)(c2ccccc2)C1=O,-4.678,0.45
CCCCC(C)(C)O,-1.07929,1
CCCCC(C)(O)CC,-1.6,1
CCCCC(C)=O,-0.785,1
CCCCC(C)CC,-5.15947,0.95
CCCCC(C)O,-0.883929,1
CCCCC(C=O)CC,-2.13,0.45
CCCCC(CC)CO,-2.16714,1
CCCCC(CC)COC(=O)c1ccccc1C(=O)OCC(CC)CCCC,-6.96286,1
CCCCC(O)CC,-1.47,0.9
CCCCC1(CC)C(=O)NC(=O)NC1=O,-1.64604,1
CCCCC1C(=O)N(c2ccccc2)N(c2ccc(O)cc2)C1=O,-3.73107,1
CCCCC1C(=O)N(c2ccccc2)N(c2ccccc2)C1=O,-3.81071,1
CCCCC=O,-0.856071,1
CCCCCBr,-3.075,1
CCCCCC,-3.88214,1
CCCCCC(=O)OC,-1.955,1
CCCCCC(=O)OCC,-2.34071,1
CCCCCC(=O)OCN1C(=O)NC(c2ccccc2)(c2ccccc2)C1=O,-5.886,0.45
CCCCCC(C)(C)O,-1.72,1
CCCCCC(C)=O,-1.43107,1
CCCCCC(C)C,-5.08,0.45
CCCCCC(C)O,-1.55036,1
CCCCCC(O)CC,-1.98,0.45
CCCCCC1CCCC1,-6.08,0.45
CCCCCC=O,-1.28179,1
CCCCCCBr,-3.80929,1
CCCCCCC,-4.50821,1
CCCCCCC(=O)OCC,-2.72929,1
CCCCCCC(=O)OCN1C(=O)NC(c2ccccc2)(c2ccccc2)C1=O,-6.301,0.45
CCCCCCC(C)=O,-2.08714,1
CCCCCCC(C)O,-2.09,0.9
CCCCCCCBr,-4.43036,1
CCCCCCCC,-5.23929,1
CCCCCCCC(=O)OC,-3.31929,1
CCCCCCCC(=O)OCC,-3.39036,1
CCCCCCCC(=O)OCN1C(=O)NC(c2ccccc2)(c2ccccc2)C1=O,-6.523,0.45
CCCCCCCC(C)=O,-2.58143,1
CCCCCCCC(C)O,-2.74211,0.95
CCCCCCCCBr,-5.06107,1
CCCCCCCCC,-5.82,0.95
CCCCCCCCC(=O)OC,-3.64105,0.95
CCCCCCCCC(=O)OCC,-3.8,1
CCCCCCCCC(C)=O,-3.30643,1
CCCCCCCCCC(=O)OC,-4.64821,1
CCCCCCCCCC(=O)OCC,-4.1,1
CCCCCCCCCC(C)O,-2.94,0.95
CCCCCCCCCCCC(=O)OC,-4.69,0.9
CCCCCCCCCCCCCC,-7.96,0.45
CCCCCCCCCCCCCC,-7.456,0.5
CCCCCCCCCCCCCCCC,-8.4,0.45
CCCCCCCCCCCCCCCCCCCC,-8.172,0.45
CCCCCCCCCCCCCCCCCCCCCCCCCC,-8.334,0.45
CCCCCCCCCCCCCCCCCCO,-8.39526,0.95
CCCCCCCCCCCCCCCCO,-7.17571,1
CCCCCCCCCCCCCCCO,-6.35,0.95
CCCCCCCCCCCCCCO,-5.9125,1
CCCCCCCCCCCCO,-4.71107,1
CCCCCCCCCCO,-3.63036,1
CCCCCCCCCO,-3.01107,1
CCCCCCCCO,-2.38714,1
CCCCCCCCOC(=O)c1ccccc1C(=O)OCCCCCCCC,-5.115,0.45
CCCCCCCCl,-3.99536,1
CCCCCCCI,-4.81,1
CCCCCCCO,-1.82143,1
CCCCCCCl,-3.12,0.9
CCCCCCO,-1.23964,1
CCCCCCOC(=O)c1ccccc1C(=O)OCCCCCC,-6.144,0.45
CCCCCCc1ccc(O)cc1O,-2.58964,1
CCCCCCc1ccccc1,-5.22607,1
CCCCCCl,-2.73,0.9
CCCCCO,-0.601071,1
CCCCCOC(=O)CC,-1.28,0.45
CCCCCOC(C)=O,-1.88536,1
CCCCCc1ccccc1,-4.64,0.9
CCCCCl,-1.9925,1
CCCCI,-2.96,1
CCCCN(C)C(=O)Nc1ccc(Cl)c(Cl)c1,-4.76571,1
CCCCN(CC)C(=O)SCCC,-3.44,0.9
CCCCN(CC)c1c([N+](=O)[O-])cc(C(F)(F)F)cc1[N+](=O)[O-],-6.525,0.357143
CCCCN(CC)c1c([N+](=O)[O-])cc(C(F)(F)F)cc1[N+](=O)[O-],-5.53,0.642857
CCCCNC(=O)n1c(NC(=O)OC)nc2ccccc21,-4.883,0.95
CCCCO,-0.0246429,1
CCCCOC,-0.99,1
CCCCOC(=O)CCCCCCCCC(=O)OCCCC,-3.896,0.45
CCCCOC(=O)c1ccc(N)cc1,-2.90989,0.95
CCCCOC(=O)c1ccccc1C(=O)OCCCC,-4.39821,1
CCCCOC=O,-1.24421,0.95
CCCCOCCCC,-2.638,0.357143
CCCCOCCCC,-1.85,0.642857
CCCCOCCO,-0.42,0.642857
CCCCOCCO,0.927,0.357143
CCCCOCN(C(=O)CCl)c1c(CC)cccc1CC,-4.19107,1
CCCCOc1ccc(C(=O)OCC)c(N(CC)CC)c1,-3.84,0.45
CCCCS,-2.17964,1
CCCCSP(=O)(SCCCC)SCCCC,-5.31643,1
CCCCc1c(C)nc(N(C)C)nc1O,-2.24071,1
CCCCc1c(C)nc(NCC)[nH]c1=O,-3.028,0.45
CCCCc1c(C)nc(NCC)nc1OS(=O)(=O)N(C)C,-4.16,0.9
CCCCc1ccccc1,-4.05857,1
CCCCl,-1.46679,1
CCCI,-2.25821,1
CCCN(CCC)c1c([N+](=O)[O-])cc(C(C)C)cc1[N+](=O)[O-],-6.49,0.95
CCCN(CCC)c1c([N+](=O)[O-])cc(C(F)(F)F)cc1[N+](=O)[O-],-5.81143,1
CCCN(CCC)c1c([N+](=O)[O-])cc(S(N)(=O)=O)cc1[N+](=O)[O-],-5.16,0.642857
CCCN(CCC)c1c([N+](=O)[O-])cc(S(N)(=O)=O)cc1[N+](=O)[O-],-3.61,0.357143
CCCO,0.62,0.45
CCCO,1.221,0.5
CCCOC,-0.388571,1
CCCOC(=O)CC,-1.34,0.5
CCCOC(=O)CC,-0.82,0.45
CCCOC(=O)CCC,-1.86,1
CCCOC(=O)c1ccc(N)cc1,-2.3685,1
CCCOC(C)=O,-0.724643,1
CCCOC(C)C,-1.33893,1
CCCOC=O,-0.530357,1
CCCOCC,-0.726071,1
CCCOCCC,-1.5125,1
CCCOP(=S)(OCCC)SCC(=O)N1CCCCC1C,-4.15,0.95
CCCSCCC,-2.58,0.45
CCC[N+](=O)[O-],-0.790714,1
CCCc1ccccc1,-3.36714,1
CCCl,-1.05737,0.95
CCI,-1.60036,1
