smiles,logS,weight
CC(=O)Oc1ccc2c3c1OC1C(OC(C)=O)C=CC4C(C2)N(C)CCC341,-2.797,1
CC(=O)Oc1ccccc1C(=O)O,-1.593,1
CC(=O)Oc1ccccc1C(=O)OCS(C)(=O)=O,-3.394,1
CC(=O)SC1CC2=CC(=O)CCC2(C)C2CCC3(C)C(CCC34CCC(=O)O4)C12,-4.277,1
CC(=O)c1c(O)c(C)c(O)c2c1OC1=CC(=O)C(C(C)=O)C(=O)C12C,-3.537,1
CC(=O)c1ccc(N)cc1,-1.606,1
CC(=O)c1ccc(O)c(O)c1O,-2.022,1
CC(=O)c1ccc(O)cc1,-1.138,1
CC(=O)c1ccccc1,-1.292,1
CC(Br)CBr,-2.141,1
CC(C(=O)O)C(=O)O,0.76,1
CC(C(=O)O)c1ccc(-c2ccccc2)c(F)c1,-4.485,1
CC(C(=O)O)c1cccc(C(=O)c2ccccc2)c1,-3.698,1
CC(C)(C(=O)O)C(=O)O,-0.167,1
CC(C)(C)Br,-2.359,1
CC(C)(C)C,-3.337,1
CC(C)(C)C(=O)C(Oc1ccc(Cl)cc1)n1cncn1,-3.614,1
CC(C)(C)C(=O)C1C(=O)c2ccccc2C1=O,-4.107,1
CC(C)(C)C(=O)O,-0.673,1
CC(C)(C)C(=O)OCC(=O)C1(O)CCC2C3CCC4=CC(=O)C=CC4(C)C3C(O)CC21C,-4.583,1
CC(C)(C)C(C)(C)O,-0.723,1
CC(C)(C)C(O)C(Cc1ccc(Cl)cc1)n1cncn1,-3.924,1
CC(C)(C)C(O)C(Cc1ccc(Cl)cc1Cl)n1cncn1,-4.562,1
CC(C)(C)C(O)C(Oc1ccc(-c2ccccc2)cc1)n1cncn1,-4.829,1
CC(C)(C)C(O)C(Oc1ccc(Cl)cc1)n1cncn1,-3.392,1
CC(C)(C)CC(=O)OCC(=O)C1(O)CCC2C3CCC4=CC(=O)CCC4(C)C3C(O)CC21C,-5.511,1
CC(C)(C)CCCO,-1.551,1
CC(C)(C)CCO,-0.5,1
CC(C)(C)CO,-0.401,1
CC(C)(C)Cl,-1.507,1
CC(C)(C)N,1.136,1
CC(C)(C)NCC(O)c1ccc(O)c(CO)c1,-1.224,1
CC(C)(C)O,1.13,1
CC(C)(C)OOC(C)(C)C,-3.165,1
CC(C)(C)c1ccc(C(=O)O)cc1,-3.804,1
CC(C)(C)c1ccc(O)c(O)c1,-1.92,1
CC(C)(C)c1ccc(O)cc1,-2.413,1
CC(C)(C)c1ccccc1,-3.658,1
CC(C)(C)c1nnc(NS(=O)(=O)c2ccc(N)cc2)s1,-3.74,1
CC(C)(O)C(Cl)(Cl)Cl,-1.346,1
CC(C)(O)CCS(=O)(=O)c1ccc(S(N)(=O)=O)cc1,-1.944,1
CC(C)(O)CCSc1ccc(S(N)(=O)=O)cc1,-2.838,1
CC(C)(S)C(N)C(=O)O,-0.128,1
CC(C)(c1ccc(O)cc1)c1ccc(O)cc1,-3.279,1
CC(C)=CC1C(C(=O)OCN2C(=O)C3=C(CCCC3)C2=O)C1(C)C,-4.858,1
CC(C)=CCCC(C)=CC=O,-2.055,1
CC(C)=O,1.236,1
CC(C)Br,-1.631,1
CC(C)C,-3.076,1
CC(C)C(=O)C(C)C,-1.302,1
CC(C)C(=O)O,0.278,1
CC(C)C(C(=O)OC(C#N)c1cccc(Oc2ccccc2)c1)c1ccc(Cl)cc1,-7.243,1
CC(C)C(C(=O)OC(C#N)c1cccc(Oc2ccccc2)c1)c1ccc(OC(F)F)cc1,-6.876,1
CC(C)C(C)(C)O,-0.411,1
CC(C)C(C)C,-3.583,1
CC(C)C(C)C(C)C,-4.696,1
CC(C)C(C)O,-0.197,1
CC(C)C(Nc1ccc(C(F)(F)F)cc1Cl)C(=O)OC(C#N)c1cccc(Oc2ccccc2)c1,-8.4,1
CC(C)C(O)C(C)C,-1.22,1
CC(C)C=O,0.091,1
CC(C)CBr,-2.432,1
CC(C)CC(=O)CC(C)C,-1.731,1
CC(C)CC(=O)O,-0.4,1
CC(C)CC(C)(C)C,-4.746,1
CC(C)CC(C)(C)O,-0.961,1
CC(C)CC(C)C,-4.261,1
CC(C)CC(C)O,-0.795,1
CC(C)CC(N)C(=O)O,-0.785,1
CC(C)CC(O)CC(C)C,-2.159,1
CC(C)CCBr,-2.887,1
CC(C)CCC(C)(C)C,-5.047,1
CC(C)CCC(C)O,-1.38,1
CC(C)CCCCCCO,-2.487,1
CC(C)CCCO,-1.14,1
CC(C)CCO,-0.519,1
CC(C)CCOC(=O)c1ccccc1O,-3.157,1
CC(C)CCOC=O,-1.547,1
CC(C)CCOCCC(C)C,-2.898,1
CC(C)CN,1.136,1
CC(C)CO,0.059,1
CC(C)COC(=O)C(C)C,-2.403,1
CC(C)COC(=O)c1ccc(N)cc1,-2.944,1
CC(C)COC(=O)c1ccccc1C(=O)OCC(C)C,-4.652,1
CC(C)COC=O,-1.001,1
CC(C)Cl,-1.404,1
CC(C)I,-2.084,1
CC(C)N,1.228,1
CC(C)N(C(=O)CCl)c1ccccc1,-2.481,1
CC(C)N(N=O)C(C)C,-1.001,1
CC(C)N1C(=O)c2ccccc2NS1(=O)=O,-2.682,1
CC(C)NC(C)C,0.036,1
CC(C)Nc1nc(Cl)nc(NC(C)C)n1,-4.427,1
CC(C)Nc1nc(N)nc(Cl)n1,-2.706,1
CC(C)O,1.221,1
CC(C)OC(=O)C(C(=O)OC(C)C)=C1SCCS1,-3.782,1
CC(C)OC(=O)C(C)N(C(=O)c1ccccc1)c1ccc(F)c(Cl)c1,-4.4335,1
CC(C)OC(=O)C(O)(c1ccc(Br)cc1)c1ccc(Br)cc1,-4.933,1
CC(C)OC(=O)C(O)(c1ccc(Cl)cc1)c1ccc(Cl)cc1,-4.53,1
CC(C)OC(=O)Nc1cccc(Cl)c1,-3.38,1
CC(C)OC(=O)Nc1ccccc1,-3.001,1
CC(C)OC(=O)c1ccccc1C(=O)OC(C)C,-2.877,1
CC(C)OC(C)(C)C,-2.366,1
CC(C)OC(C)C,-1.708,1
CC(C)OC=O,-0.629,1
CC(C)OCCO,0.982,1
CC(C)OP(=O)(OC(C)C)SCc1ccccc1,-2.858,1
CC(C)OP(C)(=O)OC(C)C,-0.052,1
CC(C)Oc1cc(-n2nc(C(C)(C)C)oc2=O)c(Cl)cc1Cl,-5.693,1
CC(C)Oc1cccc(NC(=O)c2ccccc2C(F)(F)F)c1,-4.532,1
CC(C)[N+](=O)[O-],-0.615,1
CC(C)c1ccc(C(=O)O)cc1,-3.036,1
CC(C)c1ccc(NC(=O)N(C)C)cc1,-3.536,1
CC(C)c1ccc2ccccc2c1,-5.298,1
CC(C)c1ccccc1,-3.292,1
CC(CC(=O)O)C(=O)O,0.703,1
CC(CCC(=O)O)C1CCC2C3C(O)CC4CC(O)CCC4(C)C3CC(O)C12C,-3.368,1
CC(CCC(=O)O)C1CCC2C3C(O)CC4CC(O)CCC4(C)C3CCC12C,-3.9665,1
CC(CCC(=O)O)C1CCC2C3CCC4CC(O)CCC4(C)C3CC(O)C12C,-3.954,1
CC(CCC(=O)O)C1CCC2C3CCC4CC(O)CCC4(C)C3CCC12C,-6,1
CC(CCl)OC(C)CCl,-2.003,1
CC(CN1c2ccccc2Sc2ccccc21)N(C)C,-4.26,1
CC(Cc1ccc(C(C)(C)C)cc1)CN1CC(C)OC(C)C1,-3.637,1
CC(Cl)(Cl)C(=O)O,0.545,1
CC(Cl)(Cl)Cl,-1.952,1
CC(Cl)=CC(=O)O,-0.605,1
CC(Cl)C(C)Cl,-2.354,1
CC(Cl)CCl,-1.606,1
CC(Cl)Cl,-1.291,1
CC(F)F,-1.315,1
CC(N)=O,1.581,1
CC(N)=S,0.336,1
CC(N)C(=O)O,0.27,1
CC(N)CC(=O)O,0.987,1
CC(N)c1ccccc1,-0.46,1
CC(O)C(=O)O,1.045,1
CC(O)C(C)(C)C,-0.624,1
CC(O)C(C)O,1.045,1
CC(O)C(Cl)(Cl)Cl,-0.757,1
CC(O)C(N)C(=O)O,-0.089,1
CC(O)CNCC(C)O,0.815,1
CC(O)CO,1.119,1
CC(OP(C)(=O)F)C(C)(C)C,-0.938,1
CC(Oc1cc(Cl)c(Cl)cc1Cl)C(=O)O,-3.579,1
CC(Oc1ccc(Cl)cc1Cl)C(=O)O,-2.827,1
CC1(C)C(C(=O)OC(C#N)c2cccc(Oc3ccccc3)c2)C1(C)C,-6.025,1
CC1(C)C(C=C(Br)Br)C1C(=O)OC(C#N)c1cccc(Oc2ccccc2)c1,-8.402,1
CC1(C)C(C=C(Cl)Cl)C1C(=O)OC(C#N)c1cccc(Oc2ccccc2)c1,-8.017,1
CC1(C)C(C=C(Cl)Cl)C1C(=O)OCc1cccc(Oc2ccccc2)c1,-6.99,1
CC1(C)C2CCC1(C)C(O)C2,-2.319,1
CC1(C)Cc2cccc([N+](=O)[O-])c2O1,-3.207,1
CC1(C)OC2CC3C4CCC5=CC(=O)C=CC5(C)C4(F)C(O)CC3(C)C2(C(=O)CO)O1,-4.316,1
CC1(O)CCC(C(C)(C)O)CC1,-1.634,1
CC12C(=O)OC(=O)C1(C)C1CCC2O1,-3.816,1
CC12C=CC(=O)C=C1CCC1C2C(O)CC2(C)C1CCC2(O)C(=O)CO,-3.209,1
CC12C=CC(=O)C=C1CCC1C3CC(O)C(O)(C(=O)CO)C3(C)CC(O)C12F,-3.693,1
CC12CC1(C)C(=O)N(c1cc(Cl)cc(Cl)c1)C2=O,-4.8,1
CC12CCC(=O)C=C1CCC1C2C(=O)CC2(C)C1CCC2(O)C(=O)CO,-3.11,1
CC12CCC(=O)C=C1CCC1C2C(O)CC2(C)C(C(=O)CO)CCC12,-3.241,1
CC12CCC(=O)C=C1CCC1C2C(O)CC2(C)C1CCC2(O)C(=O)CO,-3.054,1
CC12CCC(=O)C=C1CCC1C2CCC2(C)C(C(=O)CO)CCC12,-3.745,1
CC12CCC(=O)C=C1CCC1C2CCC2(C)C(O)CCC12,-4.091,1
CC12CCC(=O)C=C1CCC1C2CCC2(C)C1CCC2(C)O,-3.95,1
CC12CCC(C1)C(C)(C)C2=O,-1.85,1
CC12CCC(CC1)C(C)(C)O2,-1.887,1
CC12CCC3C(=CCc4cc(O)ccc43)C1CCC2=O,-5.279,1
CC12CCC3C(CC=C4CC(O)CCC43C)C1CCC2=O,-4.122,1
CC12CCC3C(CCC4=CC(=O)CCC43C)C1CCC2=O,-3.695,1
CC12CCC3C(CCC4CC(O)CCC43C)C1CCC2=O,-4.402,1
CC12CCC3C(CCC4CC5SC5CC43C)C1CCC2O,-5.407,1
CC12CCC3c4ccc(O)cc4CCC3C1CCC2=O,-3.955,1
CC12CCc3c(ccc4cc(O)ccc34)C1CCC2=O,-5.244,1
CC1=C(C(=O)Nc2ccccc2)CCCO1,-2.559,1
CC1=C(C(=O)Nc2ccccc2)S(=O)(=O)CCO1,-2.427,1
CC1=C(C(=O)Nc2ccccc2)SCCO1,-3.141,1
CC1=C(C(=O)O)N2C(=O)C(NC(=O)C(N)C3=CCC=CC3)C2SC1,-1.215,1
CC1=C(CC(=O)O)c2cc(F)ccc2C1=Cc1ccc([S+](C)[O-])cc1,-4.552,1
CC1=C2C3OC(=O)C(C)C3CCC2(C)C=CC1=O,-3.09,1
CC1=CC(=O)CC(C)(C)C1,-1.061,1
CC1=CC(=O)c2ccccc2C1=O,-3.032,1
CC1=CCC(=O)O1,-0.293,1
CC1=CCC(C(C)(C)O)CC1,-1.889,1
CC1=CCCCC1,-3.267,1
CC1CC(C)C(=O)C(C(O)CC2CC(=O)NC(=O)C2)C1,-1.127,1
CC1CC2C(C(O)CC3(C)C2CCC3(O)C(=O)CO)C2(C)C=CC(=O)C=C12,-3.494,1
CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)CO,-3.7075,1
CC1CCC(C(C)C)C(=O)C1,-2.492,1
CC1CCC(C(C)C)C(O)C1,-2.535,1
CC1CCC(C)(C)C1,-4.478,1
CC1CCC(C)CC1,-4.466,1
CC1CCC(O)CC1,-0.882,1
CC1CCCC(=O)C1,-1.874,1
CC1CCCC(C)(C)C1,-4.853,1
CC1CCCC1,-3.302,1
CC1CCCCC1,-3.788,1
CC1CCCCC1C,-3.95933,1
CC1CCCCC1NC(=O)Nc1ccccc1,-4.111,1
CC1CCCO1,0.31,1
CC1CCOC1,0.09,1
CC1CN(N=O)CC(C)O1,-0.065,1
CC1CNC(C)CN1,0.486,1
CC1CNCCN1,0.638,1
CC1CO1,1.007,1
CC1COC(=O)O1,0.234,1
CC1OC(C)OC(C)O1,-0.072,1
CC1OC(OC2C=C3CCC4C(CCC5(C)C(c6ccc(=O)oc6)CCC45O)C3(C)CC2)C(O)C(O)C1O,-3.955,1
CC=C(C)C,-2.56,1
CC=CC#N,-0.429,1
CC=CC(=O)O,0,1
CC=CC=CC(=O)O,-1.652,1
CC=CC=O,0.33,1
CC=CCC,-2.538,1
CC=CCCCC,-3.816,1
CC=CCCl,-1.957,1
CC=Cc1ccc(OC)cc1,-3.126,1
CC=O,1.356,1
CCBr,-1.086,1
CCC#CC(C)C,-2.745,1
CCC#CCC,-2.167,1
CCC#N,0.272,1
CCC(=C(CC)c1ccc(O)cc1)c1ccc(O)cc1,-4.35,1
CCC(=O)C(C)C,-0.81,1
CCC(=O)CC,-0.253,1
CCC(=O)N(c1ccccc1)C1(COC)CCN(CCc2cccs2)CC1,-3.706,1
CCC(=O)Nc1ccc(Cl)c(Cl)c1,-2.986,1
CCC(=O)O,1.13,1
CCC(=O)OC,-0.15,1
CCC(=O)OC(C)C,-1.29,1
CCC(=O)OC1CCC2C3CCC4=CC(=O)CCC4(C)C3CCC12C,-5.367,1
CCC(=O)c1ccc(N)cc1,-2.627,1
CCC(=O)c1ccccc1,-1.827,1
CCC(Br)(CC)C(=O)NC(N)=O,-2.676,1
CCC(C(=O)O)C(=O)O,0.732,1
CCC(C)(C)C,-3.671,1
CCC(C)(C)CC,-4.229,1
CCC(C)(C)CO,-1.129,1
CCC(C)(C)O,0.096,1
CCC(C)(C)c1ccc(O)cc1,-2.99,1
CCC(C)(C)c1ccccc1,-4.15,1
CCC(C)(CC)OC(N)=O,-1.56,1
CCC(C)(O)C(C)C,-0.85,1
CCC(C)(O)CC,-0.38,1
CCC(C)(S(=O)(=O)CC)S(=O)(=O)CC,-1.685,1
CCC(C)=O,0.49,1
CCC(C)C,-3.163,1
CCC(C)C(C)(C)C,-4.678,1
CCC(C)C(C)(COC(N)=O)COC(N)=O,-2.366,1
CCC(C)C(C)=O,-0.681,1
CCC(C)C(C)C,-4.281,1
CCC(C)C(C)O,-0.722,1
CCC(C)C(N)C(=O)O,-0.581,1
CCC(C)C(O)C(C)CC,-2.51,1
CCC(C)CC,-3.683,1
CCC(C)CCO,-1.376,1
CCC(C)CO,-0.472,1
CCC(C)Cl,-1.966,1
CCC(C)N,0.185,1
CCC(C)N(C(=O)SCc1ccccc1)C(C)CC,-5.048,1
CCC(C)Nc1c([N+](=O)[O-])cc(C(C)(C)C)cc1[N+](=O)[O-],-5.47,1
CCC(C)O,0.388,1
CCC(C)OC,-0.73,1
CCC(C)OC(C)=O,-1.273,1
CCC(C)c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1O,-3.665,1
CCC(C)c1ccc(O)cc1,-2.194,1
CCC(C)c1ccccc1,-3.882,1
CCC(C)c1ccccc1OC(=O)NC,-2.497,1
CCC(C)n1c(=O)[nH]c(C)c(Br)c1=O,-2.506,1
CCC(CC)C(=O)O,-0.81,1
CCC(CC)CO,-1.407,1
CCC(CC)Nc1c([N+](=O)[O-])cc(C)c(C)c1[N+](=O)[O-],-5.972,1
CCC(Cl)CC,-2.63,1
CCC(Cl)[N+](=O)[O-],-1.189,1
CCC(N)Cc1c[nH]c2ccccc12,-2.567,1
CCC(O)(CC)CC,-0.84,1
CCC(O)C(C)(C)C,-1.151,1
CCC(O)C(C)C,-0.706,1
CCC(O)CC,-0.233,1
CCC(c1ccc(O)cc1)C(CC)c1ccc(O)cc1,-4.353,1
CCC1(C(C)C)C(=O)NC(=O)NC1=O,-2.214,1
CCC1(C2=CCCCC2)C(=O)NC(=O)NC1=O,-2.169,1
CCC1(C2=CCCCCC2)C(=O)NC(=O)NC1=O,-3.001,1
CCC1(CC)C(=O)NC(=O)N(C)C1=O,-2,1
CCC1(CC)C(=O)NC(=O)NC1=O,-1.393,1
CCC1(CCC(C)C)C(=O)NC(=O)NC1=O,-2.574,1
CCC1(c2ccccc2)C(=O)NC(=O)NC1=O,-2.321,1
CCC1(c2ccccc2)C(=O)NCNC1=O,-2.64,1
CCC1(c2ccccc2)CCC(=O)NC1=O,-2.337,1
CCC1CCCCC1,-4.251,1
CCC1CO1,-0.086,1
CCC1COC(Cn2cncn2)(c2ccc(Cl)cc2Cl)O1,-3.613,1
CCC1NC(=O)c2cc(S(N)(=O)=O)c(Cl)cc2N1,-3.286,1
CCC=O,0.722,1
CCCBr,-1.701,1
CCCC,-2.978,1
CCCC#N,-0.321,1
CCCC(=O)CC,-0.833,1
CCCC(=O)CCC,-1.552,1
CCCC(=O)O,1.055,1
CCCC(=O)OC,-0.833,1
CCCC(=O)OCC,-1.275,1
CCCC(C)(C)C,-4.357,1
