smiles,logS,dtype
c1ccc2nc(-c3ccc4ccccc4n3)ccc2c1,-5.4,Training
c1ccc2cnccc2c1,-1.46,Training
c1ccc2c(c1)CCN2,-1.04,Training
c1ccc2c(c1)CCN2,-1.04,Training
c1cnc2c(c1)ccc1ncccc12,-2.68,Training
c1cnc2c(c1)ccc1ncccc12,-2.68,Training
c1cnc2c(c1)ccc1ncccc12,-2.68,Training
c1ccc2nccnc2c1,0.705,Training
c1ccc2c3c(ccc2c1)-c1cccc2cccc-3c12,-8.0,Training
c1ccc2c(c1)-c1cccc3cc4c(ccc5ccccc54)c-2c13,-8.48,Training
c1ccc2c(c1)c1ccccc1c1ccccc21,-6.74,Training
c1ccc2c(c1)CCCC2,-4.37,Training
c1ccc2c(c1)cnc1ccccc12,-2.78,Training
c1ccc2cc3c4ccccc4c4ccccc4c3cc2c1,-8.24,Training
c1ccc2cc3c(ccc4ccccc43)cc2c1,-7.39,Training
c1ccc2c(c1)ccc1ccc3ccccc3c12,-7.82,Training
c1ccc2c(c1)ccc1nc3c(ccc4ccccc43)cc12,-6.24,Training
c1ccc2c(c1)ccc1c3ccccc3ccc21,-8.06,Training
c1ccc2c(c1)ccc1ncccc12,-3.36,Training
C1CCC2CCCCC2C1,-5.19,Training
C1CCC2CCCCC2C1,-5.19,Training
c1ccc2cnncc2c1,-0.415,Training
C1CCC2NCCCC2C1,-1.08,Training
c1ccc2nc(-c3ccc4ccccc4n3)ccc2c1,-5.4,Training
c1ccc2ncccc2c1,-1.33,Training
C1=CCCC1,-2.1,Training
C1=CCCC1,-2.1,Training
C1CCCC1,-2.64,Training
C1CCCC1,-2.64,Training
C1CCCC1,-2.65,Training
C1CCCC1,-2.64,Training
C1=CCC=CC1,-1.97,Training
C1CCCCC1,-3.18,Training
C1=CCCCC1,-2.59,Training
C1=CCCCC1,-2.59,Training
C1=CCCCC1,-2.59,Training
c1ccccc1,-1.64,Training
C1=CCC=CC1,-1.97,Training
C1=CCC=CC1,-1.97,Training
C1=CCC=CC1,-2.06,Training
c1ccccc1,-1.64,Training
c1ccccc1,-1.64,Training
c1ccccc1,-1.64,Training
C1CCCCC1,-3.1,Training
C1=CCCCC1,-2.59,Training
c1ccc(-c2ccccc2)cc1,-4.31,Training
c1ccc(-c2ccccc2)cc1,-4.31,Training
c1ccc(-c2ccccc2)cc1,-4.31,Training
c1ccc(-c2ccccc2)cc1,-4.35,Training
c1ccc(-c2ccc(-c3ccccc3)cc2)cc1,-7.11,Training
c1ccc(-c2ccccc2-c2ccccc2)cc1,-5.27,Training
c1ccc(-c2cccc(-c3ccccc3)c2)cc1,-5.18,Training
c1ccc(-c2ccc(-c3ccccc3)cc2)cc1,-7.11,Training
c1ccc(-c2ccc(-c3ccccc3)cc2)cc1,-7.11,Training
c1ccc(-c2ccc(-c3ccccc3)cc2)cc1,-7.11,Training
c1ccc(N=Nc2ccccc2)cc1,-4.45,Training
c1ccc(N=Nc2ccccc2)cc1,-4.45,Training
c1ccc(/N=N/c2ccccc2)cc1,-4.45,Training
c1ccc(N=Nc2ccccc2)cc1,-4.45,Training
c1ccc2sc(SN(C3CCCCC3)C3CCCCC3)nc2c1,-6.79,Training
C1=CC=CCC=C1,-2.15,Training
C1CCCCCC1,-3.52,Training
C1CCCCCC1,-3.52,Training
C1CCCCCC1,-3.51,Training
C1=CC=CCC=C1,-2.15,Training
C1=CC=CCC=C1,-2.15,Training
C1=CC=CCC=C1,-2.17,Training
C1=CCCCCC1,-3.16,Training
C1CCCCCC1,-3.52,Training
C1=CCCCCC1,-3.18,Training
C1CCCCCCC1,-4.15,Training
c1cc(-c2ccncc2)ccn1,-1.54,Training
c1cc(-c2ccncc2)ccn1,-1.54,Training
c1cc(-c2ccncc2)ccn1,-1.54,Training
c1cncc(C2CCCCN2)c1,0.79,Training
c1ccc(-c2ccccn2)nc1,-1.42,Training
c1ccc(-c2cccnc2)nc1,-0.5920000000000001,Training
C1CCN2CC3CC(CN4CCCCC34)C2C1,-1.89,Training
C1CCN2CC3CC(CN4CCCCC34)C2C1,-1.89,Training
C1CCN2CC3CC(CN4CCCCC34)C2C1,-1.89,Training
C1CCNC1,1.15,Training
C1CCNC1,1.15,Training
C1CCNC1,1.15,Training
C1CCNC1,1.15,Training
c1ccncc1,0.76,Training
c1ccncc1,0.76,Training
C1CCNCC1,1.07,Training
C1CCNCC1,1.07,Training
C1CCNCC1,1.07,Training
c1ccncc1,0.76,Training
C1CCNCC1,1.07,Training
c1ccncc1,1.1,Training
c1ccnnc1,1.1,Training
C1CCOC1,0.56,Training
C1CCOC1,0.56,Training
C1CCOC1,1.14,Training
C1CCOC1,0.56,Training
C1CCOCC1,-0.03,Training
C1CCOCC1,-0.03,Training
C1CCOCC1,-0.03,Training
C1CCOCC1,-0.031,Training
C1CN1,1.37,Training
c1ccc(-c2ccccn2)nc1,-1.42,Training
c1ccc(-c2ccccn2)nc1,-1.42,Training
c1ccc(-c2ccccn2)nc1,-1.42,Training
C1CNCCN1,1.07,Training
C1CNCCN1,1.07,Training
C1CNCCN1,0.41100000000000003,Training
C1CNCCN1,1.07,Training
c1ccc(C(c2ccccc2)(c2ccccc2)N2CCOCC2)cc1,-7.22,Training
c1cncnc1,1.1,Training
c1cncnc1,1.1,Training
c1cncnc1,1.1,Training
c1cc[n+]2c(c1)-c1cccc[n+]1CC2,-3.42,Training
c1cnc2c(c1)ccc1cccnc12,-1.83,Training
c1cnc2ncncc2n1,0.0343,Training
c1cncnc1,1.1,Training
c1ccnnc1,1.1,Training
c1ccnnc1,1.1,Training
c1ccnnc1,1.1,Training
C1CO1,1.36,Training
C1COC1,1.24,Training
C1COC2(C1)CCCO2,-0.10800000000000001,Training
C1COCCN1,1.06,Training
C1COCCO1,1.05,Training
C1CSCCS1,-1.6,Training
c1cnc2ncncc2n1,0.02,Training
c1cnc2ncncc2n1,0.02,Training
c1cnc2ncncc2n1,0.02,Training
C1NNCN2CNNCN12,-0.0128,Training
c1ccc(C2CO2)cc1,-1.6,Training
c1ccc(C2CO2)cc1,-1.6,Training
c1ccc(C2CO2)cc1,-1.6,Training
c1ccc(C2CO2)cc1,-1.6,Training
C1OCOCO1,0.28800000000000003,Training
C[As](C)(=O)O,1.16,Training
C[As](=O)(O)O,0.262,Training
C[As](=O)(O)O,0.5539999999999999,Training
CC12C(=O)OC(=O)C1(C)C1CCC2O1,-3.82,Training
C=C1CC23CC1(O)CCC2C12C=CC(O)C(C)(C(=O)O1)C2C3C(=O)O,-1.84,Training
C=C1CC23CC1(O)CCC2C12C=CC(O)C(C)(C(=O)O1)C2C3C(=O)O,-1.84,Training
C=C1CC23CC1(O)CCC2C12C=CC(O)C(C)(C(=O)O1)C2C3C(=O)O,-1.84,Training
C=C1CC23CC1(O)CCC2C12C=CC(O)C(C)(C(=O)O1)C2C3C(=O)O,-1.84,Training
CC12CC1(C)C(=O)N(c1cc(Cl)cc(Cl)c1)C2=O,-4.8,Training
CC12CC1(C)C(=O)N(c1cc(Cl)cc(Cl)c1)C2=O,-4.8,Training
CC12CCc3c(ccc4cc(O)ccc34)C1CCC2=O,-5.24,Training
CC12CCC3c4ccc(O)cc4CCC3C1CCC2=O,-3.96,Training
CC12CCc3c(ccc4cc(O)ccc34)C1CCC2=O,-5.24,Training
CC12CCC3C(=CCc4cc(O)ccc43)C1CCC2=O,-5.28,Training
CC12CCC3c4ccc(O)cc4CCC3C1CCC2=O,-3.96,Training
CC12CCC3c4ccc(O)cc4CCC3C1CCC2O,-4.84,Training
CC12CCC3C(=CCc4cc(O)ccc43)C1CCC2=O,-5.28,Training
CC12CCC3C(=CCc4cc(O)ccc43)C1CCC2=O,-5.28,Training
CC12CCC3c4ccc(O)cc4CCC3C1CCC2=O,-3.96,Training
CC12CCC3c4ccc(O)cc4CCC3C1CCC2=O,-3.96,Training
C#CC1(O)CCC2C3CCc4cc(O)ccc4C3CCC21C,-4.3,Training
C#CC1(O)CCC2C3CCc4cc(O)ccc4C3CCC21C,-4.42,Training
CC12CCC3c4ccc(O)cc4CCC3C1CC(O)C2O,-4.95,Training
C#CC1(O)CCC2C3CCC4=Cc5oncc5CC4(C)C3CCC21C,-5.51,Training
CC12CCC3C(CCC4CC5SC5CC43C)C1CCC2O,-5.41,Training
CC12CCC3C(CCC4CC5SC5CC43C)C1CCC2O,-5.41,Training
CC12CCC3C(CCC4CC5SC5CC43C)C1CCC2O,-5.41,Training
CC12CCC3C(CCC4CC5SC5CC43C)C1CCC2O,-5.41,Training
CC12CCC3C(CCC4CCCCC43C)C1CCC2=O,-6.7,Training
CC12CCC3C(CCC4CCCCC43C)C1CCC2=O,-6.7,Training
CC12CCC3C(CCC4CCCCC43C)C1CCC2=O,-6.7,Training
CC12CCc3c(ccc4cc(O)ccc34)C1CCC2=O,-5.24,Training
CC12CCC3C(=CCc4cc(O)ccc43)C1CCC2=O,-5.28,Training
CC12CCC3c4ccc(O)cc4CCC3C1CCC2O,-4.87,Training
CC12CCC3C4CCC(=O)C=C4CCC3C1CCC2O,-1.95,Training
CC12CCC3C(=CCc4cc(O)ccc43)C1CCC2=O,-5.28,Training
C#CC1(O)CCC2C3CCC4=CC(=O)CCC4C3CCC21C,-4.57,Training
C#CC1(O)CCC2C3CCC4=CC(=O)CCC4C3CCC21C,-4.63,Training
C#CC1(O)CCC2C3CCc4cc(O)ccc4C3CCC21C,-4.42,Training
C#CC1(O)CCC2C3CCC4=CC(=O)CCC4C3CCC21C,-4.57,Training
C#CC1(O)CCC2C3CCC4=CC(=O)CCC4C3CCC21C,-4.57,Training
C#CC1(O)CCC2C3CCC4=CC(=O)CCC4C3CCC21C,-4.63,Training
CC12CCC(=O)C=C1CCC1C2CCC2(C)C(C(=O)CO)CCC12,-3.75,Training
CC12CCC3C(CCC4=CC(=O)CCC43C)C1CCC2=O,-3.69,Training
CC12CCC3C(CC=C4CC(O)CCC43C)C1CCC2=O,-4.12,Training
CC12CCC(=O)C=C1CCC1C2CCC2(C)C(O)CCC12,-4.05,Training
CC12CCC3C(CCC4CC(O)CCC43C)C1CCC2=O,-4.4,Training
CC12CCC3C(CCC4CC(=O)CCC43C)C1CCC2O,-4.26,Training
CC12CCC(=O)C=C1CCC1C2CCC2(C)C(O)CCC12,-4.02,Training
CC12CCC3C(CCC4CC(=O)CCC43C)C1CCC2O,-4.74,Training
CC12CCC3C(CCC4CC(O)CCC43C)C1CCC2=O,-4.16,Training
CC12CCC3C(CC=C4CC(O)CCC43C)C1CCC2=O,-4.12,Training
CC12CCC3C(CCC4CC(O)CCC43C)C1CCC2=O,-4.16,Training
CC12CCC3C(CCC4CC(O)CCC43C)C1CCC2=O,-4.16,Training
CC12CCC3C(CCC4CC(=O)CCC43C)C1CCC2O,0.257,Training
CC12CCC3C(CCC4CC(O)CCC43C)C1CCC2=O,-4.4,Training
CC12CCC3C(CC=C4CC(O)CCC43C)C1CCC2=O,-4.12,Training
CC12CCC3C(CC=C4CC(O)CCC43C)C1CCC2=O,-4.12,Training
CC12CCC3C(CC=C4CC(O)CCC43C)C1CCC2=O,-3.89,Training
CC12CCC(=O)C=C1CCC1C2CCC2(C)C(O)CCC12,-4.09,Training
CC12CCC3C(CCC4=CC(=O)CCC43C)C1CCC2=O,-3.69,Training
CC12CCC3C(CCC4=CC(=O)CCC43C)C1CCC2=O,-3.69,Training
CC12CCC3C(CCC4=CC(=O)CCC43C)C1CCC2=O,-3.69,Training
C#CC1(O)CCC2C3CCC4=CC(=O)CCC4(C)C3CCC21C,-5.66,Training
C#CC1(O)CCC2C3CCC4=CC(=O)CCC4(C)C3CCC21C,-5.8,Training
C#CC1(O)CCC2C3CCC4=CC(=O)CCC4(C)C3CCC21C,-5.66,Training
C#CC1(O)CCC2C3CCC4=CC(=O)CCC4(C)C3CCC21C,-5.66,Training
CC12CCC3C(CCC4CC(O)CCC43C)C1CCC2=O,-4.34,Training
C#CC1(O)CCC2C3CCC4=CC(=O)CCC4(O)C3CCC21C,-4.57,Training
CC12CCC(CC1)C(C)(C)O2,-1.64,Training
CC12CCC(CC1)C(C)(C)O2,-1.64,Training
CC12CCC(CC1)C(C)(C)O2,-1.64,Training
CC12CCC(CC1)C(C)(C)O2,-1.77,Training
C[C@]12CC[C@H]3[C@@H](CC[C@H]4C[C@H](O)CC[C@@]43C)[C@@H]1CCC2=O,-4.4,Training
CC12CCC(=O)C=C1CCC1C2C2CC3(C(O)O2)C(C(=O)CO)CCC13,-3.85,Training
CC12CCC(=O)C=C1CCC1C2C(O)CC2(C=O)C(C(=O)CO)CCC12,-3.85,Training
CC12CCC(=O)C=C1CCC1C2C(O)CC2(C)C(C(=O)CO)CCC12,-3.24,Training
CC12CCC(=O)C=C1CCC1C2C(O)CC2(C)C(C(=O)CO)CCC12,-3.24,Training
CC12CC(=O)C3C(CCC4=CC(=O)CCC43C)C1CCC2=O,-3.48,Training
CC12CC(=O)C3C(CCC4=CC(=O)CCC43C)C1CCC2=O,-3.48,Training
CC12CC(O)C3C(CCC4CC(O)CCC43C)C1CCC2=O,-3.59,Training
CC12CC(=O)C3C(CCC4=CC(=O)CCC43C)C1CCC2=O,-3.48,Training
CC12CC(=O)C3C(CCC4=CC(=O)CCC43C)C1CCC2=O,-3.48,Training
CC12CCC(=O)C=C1CCC1C2C(=O)CC2(C)C1CCC2(O)C(=O)CO,-3.11,Training
CC12CCC(=O)C=C1CCC1C2C(O)CC2(C)C1CCC2(O)C(=O)CO,-2.97,Training
CC12C=CC(=O)C=C1CCC1C2C(O)CC2(C)C1CCC2(O)C(=O)CO,-3.21,Training
CC12CCC(=O)C=C1CCC1C2C(O)CC2(C)C1CCC2(O)C(=O)CO,-3.05,Training
CC12C=CC(=O)C=C1CCC1C2C(O)CC2(C)C1CCC2(O)C(=O)CO,-3.21,Training
CC12CCC(=O)C=C1CCC1C2C(=O)CC2(C)C1CCC2(O)C(=O)CO,-3.11,Training
CC12CCC(=O)C=C1CCC1C2C(=O)CC2(C)C1CCC2(O)C(=O)CO,-3.11,Training
CC12CCC(=O)C=C1CCC1C2C(=O)CC2(C)C1CCC2(O)C(=O)CO,-3.11,Training
CC12CCC(=O)C=C1CCC1C3CCC(O)(C(=O)CO)C3(C)CC(O)C12F,-3.43,Training
CC12CCC(=O)C=C1CCC1C3CCC(O)(C(=O)CO)C3(C)CC(O)C12F,-3.43,Training
CC12CCC(=O)C=C1CCC1C3CCC(O)(C(=O)CO)C3(C)CC(O)C12F,-3.43,Training
CC12C=CC(=O)C=C1CCC1C3CC(O)C(O)(C(=O)CO)C3(C)CC(O)C12F,-3.69,Training
CC12C=CC(=O)C=C1CCC1C3CC(O)C(O)(C(=O)CO)C3(C)CC(O)C12F,-3.69,Training
CC12C=CC(=O)C=C1CCC1C3CC(O)C(O)(C(=O)CO)C3(C)CC(O)C12F,-3.69,Training
CC12C=CC(=O)C=C1CCC1C3CC(O)C(O)(C(=O)CO)C3(C)CC(O)C12F,-3.69,Training
CC1(C)C2CC3OC3(C)C1C2,-2.59,Training
Cc1cccc2c1Cc1ccccc1-2,-5.22,Training
Cc1cccc2c1Cc1ccccc1-2,-5.22,Training
Cc1ccc2cc3c(ccc4ccccc43)c3c2c1CC3,-7.92,Training
CC1CCC2(OC1)OC1CC3C4CC=C5CC(O)CCC5(C)C4CCC3(C)C1C2C,-7.32,Training
CC1CCC2(OC1)OC1CC3C4CC=C5CC(O)CCC5(C)C4CCC3(C)C1C2C,-7.32,Training
CC1CCC2(OC1)OC1CC3C4CC=C5CC(O)CCC5(C)C4CCC3(C)C1C2C,-7.32,Training
CC1CCC2(OC1)OC1CC3C4CC=C5CC(O)CCC5(C)C4CCC3(C)C1C2C,-7.32,Training
Cc1c2c(cc3c1ccc1ccccc13)CCCC2,-6.75,Training
Cc1c2ccccc2cc2c1ccc1ccccc12,-7.34,Training
Cc1c2cc(Cl)ccc2cc2c1ccc1ccccc12,-7.44,Training
Cc1cccc2c1ccc1ccccc12,-5.85,Training
Cc1c2ccccc2c(C)c2c1ccc1ccccc12,-7.02,Training
CC1=C2C3OC(=O)C(C)C3CCC2(C)C=CC1=O,-3.09,Training
CC1=C2C3OC(=O)C(C)C3CCC2(C)C=CC1=O,-3.09,Training
CC1=C2C3OC(=O)C(C)C3CCC2(C)C=CC1=O,-3.09,Training
CC1=C2C3OC(=O)C(C)C3CCC2(C)C=CC1=O,-3.09,Training
CC1=C2C3OC(=O)C(C)C3CCC2(C)C=CC1=O,-3.09,Training
Cc1c2ccccc2cc2ccc3ccccc3c12,-6.56,Training
Cc1c2ccccc2cc2ccccc12,-5.89,Training
Cc1cccc2ccccc12,-3.74,Training
Cc1c2ccccc2c(C)c2c1ccc1ccccc12,-7.02,Training
Cc1c2ccccc2c(C)c2c1ccc1ccccc12,-7.02,Training
Cc1c2ccccc2c(C)c2ccccc12,-6.57,Training
Cc1c2ccccc2c(C)c2ccccc12,-6.57,Training
Cc1c2ccccc2c(C)c2ccccc12,-6.57,Training
Cc1c2ccccc2c(C)c2ccccc12,-6.57,Training
Cc1ccc(C)c2ccccc12,-4.14,Training
Cc1c2ccccc2cc2c1cc(F)c1ccccc12,-7.31,Training
Cc1c2ccccc2cc2c1c(F)cc1ccccc12,-7.31,Training
CC1c2cccc(O)c2C(=O)C2=C(O)C3(O)C(=O)C(C(N)=O)=C(O)C(N(C)C)C3C(O)C21,-2.87,Training
CC1c2cccc(O)c2C(=O)C2=C(O)C3(O)C(=O)C(C(N)=O)=C(O)C(N(C)C)C3C(O)C21,-2.87,Training
CC1c2cccc(O)c2C(=O)C2=C(O)C3(O)C(=O)C(C(N)=O)=C(O)C(N(C)C)C3C(O)C21,-2.85,Training
Cc1ncnc2nc[nH]c12,0.174,Training
Cc1ccccc1Br,-2.23,Training
CC1CC1(C(=O)O)C(=O)O,0.841,Training
CC(=O)OC1(C(=O)CO)C(C)CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC21C,-4.9,Training
CC(=O)OC1(C(=O)CO)C(C)CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC21C,-4.9,Training
CC(=O)OC1(C(=O)CO)C(C)CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC21C,-4.9,Training
CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)CO,-3.64,Training
CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)CO,-3.64,Training
CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)CO,-3.64,Training
CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)CO,-3.64,Training
CC(=O)OCC(=O)C1(O)C(C)CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC21C,-4.9,Training
CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)CO,-3.71,Training
CC(=O)C1(O)CCC2C3CC(C)C4=CC(=O)C=CC4(C)C3(F)C(O)CC21C,-4.1,Training
