smiles,logS
C1=CC2=C3C(C=CC4=CC=CC(C=C2)=C34)=C1,-6.19
C1=CC2=C3C(C=CC4=CC=CC(C=C2)=C34)=C1,-6.19
C1=CC2=C3C(C=CC=C3C3=CC=CC4=CC=CC2=C34)=C1,-8.8
C1CC2=C(C1)C=CC=C2,-3.04
C1=CC2=CC3=C4C(C=CC5=C4C(C=C3)=CC=C5)=C2C=C1,-8.19
C1=CC2=CC3=C4C(C=CC5=C4C(C=C3)=CC=C5)=C2C=C1,-8.19
C1=CC2=CC3=CC4=C(C=CC=C4)C=C3C=C2C=C1,-8.6
C1=CC2=CC3=C(C=C2C=C1)C1=C2C3=CC=CC2=CC=C1,-8.5
C1=CC2=CC3=C(C=C2C=C1)C1=C2C3=CC=CC2=CC=C1,-8.49
C1=CC2=CC3=C(C=CC=C3)C=C2C=C1,-6.35
C1=CC2=CC3=C(C=CC=C3)C=C2C=C1,-6.35
C1=CC2=CC3=C(C=CC=C3)C=C2C=C1,-6.35
C1=CC2=CC3=CC=CC=C3N=C2C=C1,-3.67
C1=CC2=CC3=CC=CC=C3[NH0]=C2C=C1,-3.67
C1=CC2=C(C=C1)C1=C3C2=CC2=C(C=CC=C2)C3=CC=C1,-8.23
C1=CC2=C(C=C1)C1=C3C2=CC2=C(C=CC=C2)C3=CC=C1,-8.23
C1=CC2=C(C=C1)C1=C3C2=CC2=C(C=CC=C2)C3=CC=C1,-8.23
C1=CC2=C(C=C1)C1=C3C2=CC=C2C=CC4=CC=CC(=C1)C4=C32,-9.16
C1=CC2=C(C=C1)C1=C3C2=CC=CC3=CC=C1,-6.0
C1=CC2=C(C=C1)C1=C3C2=CC=CC3=CC=C1,-6.0
C1=CC2=C(C=C1)C1=C3C2=CC=CC3=CC=C1,-5.94
C1=CC2=C(C=C1)C1=C3C2=CC=CC3=CC=C1,-6.0
C1=CC2=C(C=C1)C1=CC3=C(C=C1C=C2)C1=C(C=CC=C1)C=C3,-8.66
C1=CC2=C(C=C1)C1=C(C=C2)C2=CC=CC3=C2C1=CC=C3,-8.0
C1=CC2=C(C=C1)C1=C(C=C2)C2=CC=CC3=C2C1=CC=C3,-8.0
C1=CC2=C(C=C1)C1=C(C=C2)C2=CC=CC3=CC=CC1=C23,-8.0
C1=CC2=C(C=C1)C1=C(C=C2)N=CC=C1,-3.36
C1=CC2=C(C=C1)C1=C(C=C2)N=CC=C1,-3.36
C1=CC2=C(C=C1)C1=C(C=C2)N=CC=C1,-3.36
C1=CC2=C(C=C1)C1=C(C=C2)N=CC=N1,-2.68
C1=CC2=C(C=C1)C1=CC=C3C=CC=C4C=CC(=C2)C1=C34,-8.19
C1=CC2=C(C=C1)C1=CC=CC3=C1C1=C(C=CC=C21)C=C3,-7.8
C1=CC2=C(C=C1)C1=C(C=CC=C1)C1=C2C=CC=C1,-6.74
C1=CC2=C(C=C1)C1=C(C=CC=C1)C1=C2C=CC=C1,-6.74
C1=CC2=C(C=C1)C1=C(C=CC=C1)C1=CC=CC=C21,-6.74
C1=CC2=C(C=C1)C1=CC=CC=C1C=C2,-5.26
C1=CC2=C(C=C1)C1=C(C=CC=C1)N=C2,-2.78
C1=CC2=C(C=C1)C1=C(C=CC=C1)N=C2,-2.78
C1=CC2=C(C=C1)C1=C(C=CC=C1)N=C2,-2.78
C1=CC2=C(C=C1)C=CC=C2,-3.6
C1=CC2=C(C=C1)C=CC=C2,-3.6
C1=CC2=C(C=C1)C=NC=C2,-1.45
C1=CC2=C(C=C1)C=NC=C2,-1.45
C1=CC2=C(C=C1)C=NC=C2,-1.45
C1=CC2=C(C=C1)N=CC=C2,-1.3
C1=CC2=C(C=C1)N=CC=C2,-1.3
C1=CC2=C(C=C1)N=CC=C2,-1.3
C1=CC2=C(C=C1)N=C(C=C2)C1=NC2=C(C=CC=C2)C=C1,-5.4
C1=CC2=CC=C3C4=C(C=CC=C4)C=CC3=C2C=C1,-8.06
C1=CC2=CC=C3C=CC4=CC=C5C=CC6=CC=C1C1=C6C5=C4C3=C21,-9.33
C1=CC2=CC=C3C=CC4=CC=C5C=CC=C6C(=C1)C2=C3C4=C56,-9.03
C1CC2=CC=C3CCCC4=C3C2=C(C1)C=C4,-5.96
C1=CC2=CC=C3C(C=CC4=C3C=CC3=C4C=CC=C3)=C2C=C1,-7.87
C1=CC2=CC=C3C=CC=C4C=CC(=C1)C2=C34,-6.18
C1=CC2=CC=C3C=CC=C4C=CC(=C1)C2=C34,-6.19
C1=CC2=CC=CC3=C2C1=CC=C3,-3.96
C1=CC2=CC=CC3=C2C1=CC=C3,-3.96
C1=CC2=CC=CC3=C2C1=CC=C3,-3.96
C1CC2=CC=CC3=C2C1=CC=C3,-4.63
C1CC2=CC=CC3=C2C1=CC=C3,-4.63
C1CC2=CC=CC3=C2C1=CC=C3,-4.63
C1=CC2=CC=CC3=C2C(=C1)C1=CC=CC2=C1C3=CC=C2,-8.8
C1=CC2=CC=CC3=C2C(=C1)C1=CC=CC2=C1C3=CC=C2,-8.8
C1CC2=CC=CC=C2C2=CC=CC=C12,-4.63
C1=CC2=CC=CC=C2C=C1,-3.6
C1CC2=CC=CC=C2N1,-1.04
C1CC2=CC=CC=C2N1,-1.04
C1=CC2=CC=C(N=C2C=C1)C1=NC2=C(C=CC=C2)C=C1,-5.4
C1=CC2=CC=C([NH0]=C2C=C1)C1=CC=C2C=CC=CC2=[NH0]1,-5.4
C1=CC2=CC=[NH0]C=C2C=C1,-1.46
C1CC2=C(N1)C=CC=C2,-1.04
C1CC2=C(N1)C=CC=C2,-1.04
C1=CC2=C(N=C1)C1=C(C=C2)N=CC=C1,-2.68
C1=CC2=C(N=C1)C1=C(C=C2)N=CC=C1,-2.68
C1=CC2=C(N=C1)C1=C(C=C2)N=CC=C1,-2.68
C1=CC2=[NH0]C=C[NH0]=C2C=C1,0.705
C1=CC=C2C3=C(C=CC2=C1)C1=C2C3=CC=CC2=CC=C1,-8.0
C1=CC=C2C(=C1)C1=C3C2=C2C=CC4=CC=CC=C4C2=CC3=CC=C1,-8.48
C1=CC=C2C(=C1)C1=CC=CC=C1C1=CC=CC=C21,-6.74
C1CCC2=C(C1)C=CC=C2,-4.37
C1=CC=C2C(=C1)C=[NH0]C1=CC=CC=C21,-2.78
C1=CC=C2C=C3C4=CC=CC=C4C4=CC=CC=C4C3=CC2=C1,-8.24
C1=CC=C2C=C3C(C=CC4=CC=CC=C34)=CC2=C1,-7.39
C1=CC=C2C(C=CC3=C2C2=CC=CC=C2C=C3)=C1,-7.82
C1=CC=C2C(C=CC3=C2C=C2C=CC4=CC=CC=C4C2=[NH0]3)=C1,-6.24
C1=CC=C2C(C=CC3=C2C=CC2=CC=CC=C32)=C1,-8.06
C1=CC=C2C(C=CC3=[NH0]C=CC=C23)=C1,-3.36
C1CCC2CCCCC2C1,-5.19
C1CCC2CCCCC2C1,-5.19
C1=CC=C2C=[NH0][NH0]=CC2=C1,-0.415
C1CCC2NCCCC2C1,-1.08
C1=CC=C2N=C(C=CC2=C1)C1=NC2=CC=CC=C2C=C1,-5.4
C1=CC=C2[NH0]=CC=CC2=C1,-1.33
C1CC=CC1,-2.1
C1CC=CC1,-2.1
C1CCCC1,-2.64
C1CCCC1,-2.64
C1CCCC1,-2.65
C1CCCC1,-2.64
C1C=CCC=C1,-1.97
C1CCCCC1,-3.18
C1CCC=CC1,-2.59
C1CCC=CC1,-2.59
C1CCC=CC1,-2.59
C1=CC=CC=C1,-1.64
C1C=CCC=C1,-1.97
C1C=CCC=C1,-1.97
C1C=CCC=C1,-2.06
C1=CC=CC=C1,-1.64
C1=CC=CC=C1,-1.64
C1=CC=CC=C1,-1.64
C1CCCCC1,-3.1
C1CCC=CC1,-2.59
C1=CC=C(C=C1)C1=CC=CC=C1,-4.31
C1=CC=C(C=C1)C1=CC=CC=C1,-4.31
C1=CC=C(C=C1)C1=CC=CC=C1,-4.31
C1=CC=C(C=C1)C1=CC=CC=C1,-4.35
C1=CC=C(C=C1)C1=CC=C(C=C1)C1=CC=CC=C1,-7.11
C1=CC=C(C=C1)C1=CC=CC=C1C1=CC=CC=C1,-5.27
C1=CC=C(C=C1)C1=CC(=CC=C1)C1=CC=CC=C1,-5.18
C1=CC=C(C=C1)C1=CC=C(C=C1)C1=CC=CC=C1,-7.11
C1=CC=C(C=C1)C1=CC=C(C=C1)C1=CC=CC=C1,-7.11
C1=CC=C(C=C1)C1=CC=C(C=C1)C1=CC=CC=C1,-7.11
C1=CC=C(C=C1)N=NC1=CC=CC=C1,-4.45
C1=CC=C(C=C1)N=NC1=CC=CC=C1,-4.45
C1=CC=C(C=C1)\N=N\C1=CC=CC=C1,-4.45
C1=CC=C(C=C1)N=NC1=CC=CC=C1,-4.45
C1CCC(CC1)N(SC1=[NH0]C2=CC=CC=C2[SH0]1)C1CCCCC1,-6.79
C1C=CC=CC=C1,-2.15
C1CCCCCC1,-3.52
C1CCCCCC1,-3.52
C1CCCCCC1,-3.51
C1C=CC=CC=C1,-2.15
C1C=CC=CC=C1,-2.15
C1C=CC=CC=C1,-2.17
C1CCC=CCC1,-3.16
C1CCCCCC1,-3.52
C1CCC=CCC1,-3.18
C1CCCCCCC1,-4.15
C1=CC(=CC=N1)C1=CC=NC=C1,-1.54
C1=CC(=CC=N1)C1=CC=NC=C1,-1.54
C1=CC(=CC=N1)C1=CC=NC=C1,-1.54
C1CCC(NC1)C1=CC=C[NH0]=C1,0.79
C1=CC=C([NH0]=C1)C1=CC=CC=[NH0]1,-1.42
C1=CC=C([NH0]=C1)C1=C[NH0]=CC=C1,-0.5920000000000001
C1CCN2CC3CC(CN4CCCCC34)C2C1,-1.89
C1CCN2CC3CC(CN4CCCCC34)C2C1,-1.89
C1CCN2CC3CC(CN4CCCCC34)C2C1,-1.89
C1CCNC1,1.15
C1CCNC1,1.15
C1CCNC1,1.15
C1CCNC1,1.15
C1=CC=NC=C1,0.76
C1=CC=NC=C1,0.76
C1CCNCC1,1.07
C1CCNCC1,1.07
C1CCNCC1,1.07
C1=CC=NC=C1,0.76
C1CCNCC1,1.07
C1=CC=[NH0]C=C1,1.1
C1=CC=NN=C1,1.1
C1CCOC1,0.56
C1CCOC1,0.56
C1CCOC1,1.14
C1CCOC1,0.56
C1CCOCC1,-0.03
C1CCOCC1,-0.03
C1CCOCC1,-0.03
C1CCOCC1,-0.031
C1CN1,1.37
C1=CN=C(C=C1)C1=CC=CC=N1,-1.42
C1=CN=C(C=C1)C1=CC=CC=N1,-1.42
C1=CN=C(C=C1)C1=CC=CC=N1,-1.42
C1CNCCN1,1.07
C1CNCCN1,1.07
C1CNCCN1,0.41100000000000003
C1CNCCN1,1.07
C1CN(CCO1)C(C1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=CC=C1,-7.22
C1=CN=CN=C1,1.1
C1=CN=CN=C1,1.1
C1=CN=CN=C1,1.1
C1C[NH0+]2=CC=CC=C2C2=CC=CC=[NH0+]12,-3.42
C1=C[NH0]=C2C(C=CC3=CC=C[NH0]=C23)=C1,-1.83
C1=C[NH0]=C2[NH0]=C[NH0]=CC2=[NH0]1,0.0343
C1=C[NH0]=C[NH0]=C1,1.1
C1=C[NH0]=[NH0]C=C1,1.1
C1=CN=NC=C1,1.1
C1=CN=NC=C1,1.1
C1CO1,1.36
C1COC1,1.24
C1COC2(C1)CCCO2,-0.10800000000000001
C1COCCN1,1.06
C1COCCO1,1.05
C1CSCCS1,-1.6
C1=NC2=C(N=C1)N=CN=C2,0.02
C1=NC2=C(N=C1)N=CN=C2,0.02
C1=NC2=C(N=C1)N=CN=C2,0.02
C1NNCN2CNNCN12,-0.0128
C1OC1C1=CC=CC=C1,-1.6
C1OC1C1=CC=CC=C1,-1.6
C1OC1C1=CC=CC=C1,-1.6
C1OC1C1=CC=CC=C1,-1.6
C1OCOCO1,0.28800000000000003
C,-0.9
C,-2.86
C[As](C)(O)=O,1.16
C[As](O)(O)=O,0.262
C[As](O)(O)=O,0.5539999999999999
CBr,-0.79
CBr,-0.7959999999999999
C=C,-0.4
CC12C3CCC(O3)C1(C)C(=O)OC2=O,-3.82
CC12C3C(C(O)=O)C45CC(=C)C(O)(C4)CCC5C3(OC1=O)C=CC2O,-1.84
CC12C3C(C(O)=O)C45CC(=C)C(O)(C4)CCC5C3(OC1=O)C=CC2O,-1.84
CC12C3C(C(O)=O)C45CC(=C)C(O)(C4)CCC5C3(OC1=O)C=CC2O,-1.84
CC12C3C(C(O)=O)C45CC(=C)C(O)(C4)CCC5C3(OC1=O)C=CC2O,-1.84
CC12CC1(C)C(=O)N(C2=O)C1=CC(Cl)=CC(Cl)=C1,-4.8
CC12CC1(C)C(=O)N(C2=O)C1=CC(Cl)=CC(Cl)=C1,-4.8
CC12CCC3=C4C=CC(O)=CC4=CC=C3C1CCC2=O,-5.24
CC12CCC3C(CCC4=C3C=CC(O)=C4)C1CCC2=O,-3.96
CC12CCC3=C(C=CC4=C3C=CC(O)=C4)C1CCC2=O,-5.24
CC12CCC3C(=CCC4=C3C=CC(O)=C4)C1CCC2=O,-5.28
CC12CCC3C(CCC4=C3C=CC(O)=C4)C1CCC2=O,-3.96
CC12CCC3C(CCC4=C3C=CC(O)=C4)C1CCC2O,-4.84
CC12CCC3C(=CCC4=C3C=CC(O)=C4)C1CCC2=O,-5.28
CC12CCC3C(=CCC4=C3C=CC(O)=C4)C1CCC2=O,-5.28
CC12CCC3C(CCC4=C3C=CC(O)=C4)C1CCC2=O,-3.96
CC12CCC3C(CCC4=C3C=CC(O)=C4)C1CCC2=O,-3.96
CC12CCC3C(CCC4=C3C=CC(O)=C4)C1CCC2(O)C#C,-4.3
CC12CCC3C(CCC4=C3C=CC(O)=C4)C1CCC2(O)C#C,-4.42
CC12CCC3C(CCC4=C3C=CC(O)=C4)C1CC(O)C2O,-4.95
CC12CCC3C(CCC4=CC5=C(CC34C)C=NO5)C1CCC2(O)C#C,-5.51
CC12CCC3C(CCC4CC5SC5CC34C)C1CCC2O,-5.41
CC12CCC3C(CCC4CC5SC5CC34C)C1CCC2O,-5.41
CC12CCC3C(CCC4CC5SC5CC34C)C1CCC2O,-5.41
CC12CCC3C(CCC4CC5SC5CC34C)C1CCC2O,-5.41
CC12CCC3C(CCC4CCCCC34C)C1CCC2=O,-6.7
CC12CCC3C(CCC4CCCCC34C)C1CCC2=O,-6.7
CC12CCC3C(CCC4CCCCC34C)C1CCC2=O,-6.7
CC12CCC3=C(C=CC4=CC(O)=CC=C34)C1CCC2=O,-5.24
CC12CCC3C(=CCC4=CC(O)=CC=C34)C1CCC2=O,-5.28
CC12CCC3C(CCC4=CC(O)=CC=C34)C1CCC2O,-4.87
CC12CCC3C(CCC4=CC(=O)CCC34)C1CCC2O,-1.95
CC12CCC3C(=CCC4=CC(O)=CC=C34)C1CCC2=O,-5.28
CC12CCC3C(CCC4=CC(=O)CCC34)C1CCC2(O)C#C,-4.57
CC12CCC3C(CCC4=CC(=O)CCC34)C1CCC2(O)C#C,-4.63
CC12CCC3C(CCC4=CC(O)=CC=C34)C1CCC2(O)C#C,-4.42
CC12CCC3C(CCC4=CC(=O)CCC34)C1CCC2(O)C#C,-4.57
CC12CCC3C(CCC4=CC(=O)CCC34)C1CCC2(O)C#C,-4.57
CC12CCC3C(CCC4=CC(=O)CCC34)C1CCC2(O)C#C,-4.63
CC12CCC3C(CCC4=CC(=O)CCC34C)C1CCC2C(=O)CO,-3.75
CC12CCC3C(CCC4=CC(=O)CCC34C)C1CCC2=O,-3.69
CC12CCC3C(CC=C4CC(O)CCC34C)C1CCC2=O,-4.12
CC12CCC3C(CCC4=CC(=O)CCC34C)C1CCC2O,-4.05
CC12CCC3C(CCC4CC(O)CCC34C)C1CCC2=O,-4.4
CC12CCC3C(CCC4CC(=O)CCC34C)C1CCC2O,-4.26
CC12CCC3C(CCC4=CC(=O)CCC34C)C1CCC2O,-4.02
CC12CCC3C(CCC4CC(=O)CCC34C)C1CCC2O,-4.74
CC12CCC3C(CCC4CC(O)CCC34C)C1CCC2=O,-4.16
CC12CCC3C(CC=C4CC(O)CCC34C)C1CCC2=O,-4.12
CC12CCC3C(CCC4CC(O)CCC34C)C1CCC2=O,-4.16
CC12CCC3C(CCC4CC(O)CCC34C)C1CCC2=O,-4.16
CC12CCC3C(CCC4CC(=O)CCC34C)C1CCC2O,0.257
CC12CCC3C(CCC4CC(O)CCC34C)C1CCC2=O,-4.4
CC12CCC3C(CC=C4CC(O)CCC34C)C1CCC2=O,-4.12
CC12CCC3C(CC=C4CC(O)CCC34C)C1CCC2=O,-4.12
CC12CCC3C(CC=C4CC(O)CCC34C)C1CCC2=O,-3.89
CC12CCC3C(CCC4=CC(=O)CCC34C)C1CCC2O,-4.09
CC12CCC3C(CCC4=CC(=O)CCC34C)C1CCC2=O,-3.69
CC12CCC3C(CCC4=CC(=O)CCC34C)C1CCC2=O,-3.69
CC12CCC3C(CCC4=CC(=O)CCC34C)C1CCC2=O,-3.69
CC12CCC3C(CCC4=CC(=O)CCC34C)C1CCC2(O)C#C,-5.66
CC12CCC3C(CCC4=CC(=O)CCC34C)C1CCC2(O)C#C,-5.8
CC12CCC3C(CCC4=CC(=O)CCC34C)C1CCC2(O)C#C,-5.66
CC12CCC3C(CCC4=CC(=O)CCC34C)C1CCC2(O)C#C,-5.66
CC12CCC3C(CCC4CC(O)CCC34C)C1CCC2=O,-4.34
CC12CCC3C(CCC4=CC(=O)CCC34O)C1CCC2(O)C#C,-4.57
CC12CCC(CC1)C(C)(C)O2,-1.64
CC12CCC(CC1)C(C)(C)O2,-1.64
CC12CCC(CC1)C(C)(C)O2,-1.64
CC12CCC(CC1)C(C)(C)O2,-1.77
C[C@]12CC[C@H]3[C@@H](CC[C@H]4C[C@H](O)CC[C@]34C)[C@@H]1CCC2=O,-4.4
CC12CCC(=O)C=C1CCC1C3CCC(C(=O)CO)C33CC(OC3O)C21,-3.85
CC12CCC(=O)C=C1CCC1C3CCC(C(=O)CO)C3(CC(O)C21)C=O,-3.85
CC12CC(O)C3C(CCC4=CC(=O)CCC34C)C1CCC2C(=O)CO,-3.24
CC12CC(O)C3C(CCC4=CC(=O)CCC34C)C1CCC2C(=O)CO,-3.24
CC12CC(=O)C3C(CCC4=CC(=O)CCC34C)C1CCC2=O,-3.48
CC12CC(=O)C3C(CCC4=CC(=O)CCC34C)C1CCC2=O,-3.48
CC12CC(O)C3C(CCC4CC(O)CCC34C)C1CCC2=O,-3.59
CC12CC(=O)C3C(CCC4=CC(=O)CCC34C)C1CCC2=O,-3.48
CC12CC(=O)C3C(CCC4=CC(=O)CCC34C)C1CCC2=O,-3.48
CC12CC(=O)C3C(CCC4=CC(=O)CCC34C)C1CCC2(O)C(=O)CO,-3.11
CC12CC(O)C3C(CCC4=CC(=O)CCC34C)C1CCC2(O)C(=O)CO,-2.97
CC12CC(O)C3C(CCC4=CC(=O)C=CC34C)C1CCC2(O)C(=O)CO,-3.21
CC12CC(O)C3C(CCC4=CC(=O)CCC34C)C1CCC2(O)C(=O)CO,-3.05
CC12CC(O)C3C(CCC4=CC(=O)C=CC34C)C1CCC2(O)C(=O)CO,-3.21
CC12CC(=O)C3C(CCC4=CC(=O)CCC34C)C1CCC2(O)C(=O)CO,-3.11
CC12CC(=O)C3C(CCC4=CC(=O)CCC34C)C1CCC2(O)C(=O)CO,-3.11
CC12CC(=O)C3C(CCC4=CC(=O)CCC34C)C1CCC2(O)C(=O)CO,-3.11
CC12CC(O)C3(F)C(CCC4=CC(=O)CCC34C)C1CCC2(O)C(=O)CO,-3.43
CC12CC(O)C3(F)C(CCC4=CC(=O)CCC34C)C1CCC2(O)C(=O)CO,-3.43
CC12CC(O)C3(F)C(CCC4=CC(=O)CCC34C)C1CCC2(O)C(=O)CO,-3.43
CC12CC(O)C3(F)C(CCC4=CC(=O)C=CC34C)C1CC(O)C2(O)C(=O)CO,-3.69
CC12CC(O)C3(F)C(CCC4=CC(=O)C=CC34C)C1CC(O)C2(O)C(=O)CO,-3.69
CC12CC(O)C3(F)C(CCC4=CC(=O)C=CC34C)C1CC(O)C2(O)C(=O)CO,-3.69
CC12CC(O)C3(F)C(CCC4=CC(=O)C=CC34C)C1CC(O)C2(O)C(=O)CO,-3.69
CC12OC1CC1CC2C1(C)C,-2.59
CC1=C2CC3=CC=CC=C3C2=CC=C1,-5.22
CC1=C2CC3=CC=CC=C3C2=CC=C1,-5.22
CC1=C2CCC3=C4C=CC5=C(C=CC=C5)C4=CC(C=C1)=C23,-7.92
CC1C2C(CC3C4CC=C5CC(O)CCC5(C)C4CCC23C)OC11CCC(C)CO1,-7.32
CC1C2C(CC3C4CC=C5CC(O)CCC5(C)C4CCC23C)OC11CCC(C)CO1,-7.32
CC1C2C(CC3C4CC=C5CC(O)CCC5(C)C4CCC23C)OC11CCC(C)CO1,-7.32
CC1C2C(CC3C4CC=C5CC(O)CCC5(C)C4CCC23C)OC11CCC(C)CO1,-7.32
CC1=C2C=CC3=CC=CC=C3C2=CC2=C1CCCC2,-6.75
CC1=C2C=CC3=CC=CC=C3C2=CC2=CC=CC=C12,-7.34
CC1=C2C=CC3=CC=CC=C3C2=CC2=CC=C(Cl)C=C12,-7.44
CC1=C2C=CC3=CC=CC=C3C2=CC=C1,-5.85
CC1=C2C=CC3=C(C=CC=C3)C2=C(C)C2=C1C=CC=C2,-7.02
CC1C2CCC3(C)C=CC(=O)C(C)=C3C2OC1=O,-3.09
CC1C2CCC3(C)C=CC(=O)C(C)=C3C2OC1=O,-3.09
CC1C2CCC3(C)C=CC(=O)C(C)=C3C2OC1=O,-3.09
CC1C2CCC3(C)C=CC(=O)C(C)=C3C2OC1=O,-3.09
CC1C2CCC3(C)C=CC(=O)C(C)=C3C2OC1=O,-3.09
CC1=C2C(C=CC3=CC=CC=C23)=CC2=CC=CC=C12,-6.56
CC1=C2C=CC=CC2=CC2=C1C=CC=C2,-5.89
CC1=C2C=CC=CC2=CC=C1,-3.74
CC1=C2C=CC=CC2=C(C)C2=C1C=CC1=C2C=CC=C1,-7.02
CC1=C2C=CC=CC2=C(C)C2=C1C=CC1=C2C=CC=C1,-7.02
CC1=C2C=CC=CC2=C(C)C2=C1C=CC=C2,-6.57
CC1=C2C=CC=CC2=C(C)C2=C1C=CC=C2,-6.57
CC1=C2C=CC=CC2=C(C)C2=C1C=CC=C2,-6.57
CC1=C2C=CC=CC2=C(C)C2=CC=CC=C12,-6.57
CC1=C2C=CC=CC2=C(C)C=C1,-4.14
CC1=C2C=C(F)C3=CC=CC=C3C2=CC2=CC=CC=C12,-7.31
CC1=C2C(F)=CC3=CC=CC=C3C2=CC2=CC=CC=C12,-7.31
CC1C2C(O)C3C(N(C)C)C(O)=C(C(N)=O)C(=O)C3(O)C(O)=C2C(=O)C2=C1C=CC=C2O,-2.87
CC1C2C(O)C3C(N(C)C)C(O)=C(C(N)=O)C(=O)C3(O)C(O)=C2C(=O)C2=C1C=CC=C2O,-2.87
CC1C2C(O)C3C(N(C)C)C(O)=C(C(N)=O)C(=O)C3(O)C(O)=C2C(=O)C2=C(O)C=CC=C12,-2.85
CC1=C2NC=NC2=NC=N1,0.174
CC1=C(Br)C=CC=C1,-2.23
CC1CC1(C(O)=O)C(O)=O,0.841
CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(OC(C)=O)C(=O)CO,-4.9
